variant,start,end,observations,CAGR,AnnReturn,AnnVol,Sharpe,Sharpe_noRF,MaxDD,UlcerIndex,TotalMultiple,TotalReturn
hybridL150_S20_eL3_eS2_xL2_xS1,2020-10-13,2026-03-26,1369,0.1438871686939489,0.14097389557338819,0.11409481411227507,1.2355854792371435,1.2355854792371435,-0.12330687756842292,3.948963757633925,2.075721041954767,1.075721041954767
hybridL150_S20_eL3_eS2_xL2_xS1_SHY,2020-10-13,2026-03-26,1369,0.14211748015061398,0.13947252827785472,0.1145137981729376,1.2179539103857573,1.2179539103857573,-0.13888021773174256,4.465734833609423,2.0583351674242603,1.0583351674242603
hybridL200_S20_eL3_eS2_xL2_xS1,2020-10-13,2026-03-26,1369,0.14226626692060673,0.13992547642017697,0.11729450493792364,1.19294144678159,1.19294144678159,-0.15053981470096112,5.192165124535241,2.0597922961795825,1.0597922961795825
hybridL200_S20_eL3_eS2_xL2_xS1_SHY,2020-10-13,2026-03-26,1369,0.14033113685328136,0.1382782432723613,0.1177154276726504,1.174682418492274,1.174682418492274,-0.16439367553585066,5.764689394385553,2.0409063547693425,1.0409063547693425
hybridL200_S20_eL2_eS2_xL2_xS1_SHY,2020-10-13,2026-03-26,1369,0.13897541861311957,0.137197653732545,0.11863136412230825,1.1565040556314856,1.1565040556314856,-0.16581400137488184,5.856283339721147,2.0277595511284683,1.0277595511284683
baseline_buyhold,2020-10-13,2026-03-26,1369,0.14239931966109554,0.1463691257561159,0.1626081224648377,0.9001341601971127,0.9001341601971127,-0.23488025870304963,7.631280986281988,2.06109604799112,1.06109604799112
