window,variant,CAGR,AnnReturn,AnnVol,Sharpe,MaxDD,UlcerIndex,TotalReturn
2002-01-02_2005-09-28,"set_[100, 200]__x100_1_200_0",0.07809241348779983,0.08151405284343653,0.11243599601240055,0.4581633522217836,-0.11716659014032461,5.80700291175595,1.3249539606350802
2002-01-02_2005-09-28,"set_[100, 200]__x100_1_200_1",0.053734371497252464,0.06166387231296777,0.13647748433008475,0.23200803025050976,-0.1675901822392781,9.04192619189477,1.2163579364961006
2002-01-02_2005-09-28,"set_[100, 200, 221]__x100_0_200_0_221_0",0.10006386776671139,0.09980890748578895,0.0941726081811883,0.7412867587937723,-0.08212238358845714,3.6410316964406455,1.4288558343611952
2002-01-02_2005-09-28,"set_[100, 200, 221]__x100_0_200_0_221_1",0.09080551671293136,0.09196871269064821,0.10048447602639664,0.6166993663217135,-0.10160412526170774,4.9645816403242495,1.384372263543952
2002-01-02_2005-09-28,"set_[100, 200, 221]__x100_0_200_1_221_0",0.08487109605658016,0.08657545379880976,0.10110270189352359,0.5595839946828747,-0.10300946949576223,5.252555407861341,1.3563983122130472
2002-01-02_2005-09-28,"set_[100, 200, 221]__x100_0_200_1_221_1",0.07473275778413013,0.07873525900366901,0.11541425437145399,0.42226377728714043,-0.14071852377766736,7.172245433526592,1.3095690642102964
2002-01-02_2005-09-28,"set_[100, 200, 221]__x100_1_200_0_221_0",0.08621089365881485,0.08803190162344247,0.10329619984638662,0.5618009346882328,-0.10007130330907131,4.664265557542179,1.3626773732249775
2002-01-02_2005-09-28,"set_[100, 200, 221]__x100_1_200_0_221_1",0.0763591742034635,0.08019170682830175,0.11494467957825548,0.43665967848586446,-0.11768116843514734,6.175220320017099,1.3170004833945819
2002-01-02_2005-09-28,"set_[100, 200, 221]__x100_1_200_1_221_0",0.07048864841652502,0.07479844793646329,0.11560186278313815,0.38752358186911207,-0.12102337818775252,6.465928039360621,1.290321609110016
2002-01-02_2005-09-28,"set_[100, 200, 221]__x100_1_200_1_221_1",0.05978218756982212,0.06695825314132255,0.13332670074246494,0.27720068775054624,-0.15763475626495435,8.391788410864388,1.2426882080126715
2002-01-02_2005-09-28,sma100_3in_1out,0.0628465939589895,0.07300715533835175,0.1552442263517447,0.2770290164666625,-0.19285548336817135,8.806058767973624,1.2561879126337199
2002-01-02_2005-09-28,sma100_3in_0out,0.10746531880571175,0.10833817292539114,0.11181178199249672,0.7006253860675267,-0.13947945120862387,5.345462084107292,1.4651637971060365
2002-01-02_2005-09-28,sma200_3in_1out,0.041765953368552156,0.050320589287583754,0.13709684487168555,0.14822069250829673,-0.18430866295256595,9.991572475292317,1.165459178533384
