combo,roles,growth,momentum,div1,div1_role,div2,div2_role,start,end,n_obs,sharpe,cagr,maxdd,calmar,ulcer,z_sharpe,z_cagr,z_maxdd,score,rank,avg_corr
"IWF,SPMO,DGRW,XLY","large_growth,momentum,dividend_growth,sector",IWF,SPMO,DGRW,dividend_growth,XLY,sector,2015-12-02,2026-06-23,2653,1.1651794698744746,0.15053453079735535,-0.1468546481817784,1.0250579921108247,4.910081973674589,0.5145994142359843,0.9702326057093495,0.7326990416478385,0.6939376003278819,1248,
"VONG,XMMO,OEF,IMTM","large_growth,momentum,broad_control,international",VONG,XMMO,OEF,broad_control,IMTM,international,2015-12-02,2026-06-23,2653,1.1865730458957255,0.15158818048725475,-0.15712099521702258,0.9647862800122564,4.879569304727409,0.8941791330567973,1.0882265201857475,0.060175891477870995,0.6924900073653569,1249,
"IUSG,XMMO,QUAL,XLI","large_growth,momentum,quality,sector",IUSG,XMMO,QUAL,quality,XLI,sector,2015-12-02,2026-06-23,2653,1.1857332102620357,0.15470470070480502,-0.16127496421075183,0.9592604869695653,5.338667549250321,0.8792781845956785,1.4372328583821739,-0.21194040303084252,0.691401276754346,1250,
"MGC,SPMO,SPY,SCHD","large_growth,momentum,broad_control,dividend_growth",MGC,SPMO,SPY,broad_control,SCHD,dividend_growth,2015-12-02,2026-06-23,2653,1.2005793891762842,0.14025855924101704,-0.14674388287981724,0.9558051517274375,5.4093584347408425,1.1426894259999287,-0.18053137268297637,0.7399550042164833,0.6910638997941689,1251,
"IWF,PDP,SPHQ,SCHD","large_growth,momentum,quality,dividend_growth",IWF,PDP,SPHQ,quality,SCHD,dividend_growth,2015-12-02,2026-06-23,2653,1.1559633173021275,0.14245707945878539,-0.13175948593373252,1.0811903101263856,4.460568981015126,0.35108001950990936,0.06567190439933002,1.7215460027462204,0.6908677857031578,1252,
"MGC,XMMO,OEF,QUAL","large_growth,momentum,broad_control,quality",MGC,XMMO,OEF,broad_control,QUAL,quality,2015-12-02,2026-06-23,2653,1.1611873820985794,0.14809235229239137,-0.1419148076050679,1.0435299514657757,5.242426411982084,0.4437690138402254,0.6967430347321792,1.0562958511636167,0.6907705702602313,1253,
"VONG,SPMO,OEF,XLY","large_growth,momentum,broad_control,sector",VONG,SPMO,OEF,broad_control,XLY,sector,2015-12-02,2026-06-23,2653,1.150466427652757,0.1557516888826591,-0.1484722795376217,1.0490287437338959,5.328174931028058,0.25355037671318753,1.5544807774009797,0.626731989149931,0.6907374606161586,1254,
"VONG,SPMO,GSLC,LRGF","large_growth,momentum,quality,multifactor",VONG,SPMO,GSLC,quality,LRGF,multifactor,2015-12-02,2026-06-23,2653,1.1727705415765366,0.14944127260880702,-0.1485678585172198,1.005878889958463,5.371333837062527,0.6492854928679582,0.8478030976510222,0.6204708452173653,0.6902704997685464,1255,
"SPYG,SPMO,EQWL,DGRO","large_growth,momentum,broad_control,quality",SPYG,SPMO,EQWL,broad_control,DGRO,quality,2015-12-02,2026-06-23,2653,1.2311161886469701,0.14688373768686724,-0.16864253671805332,0.8709768042236952,5.170330960018315,1.6844945802787967,0.5613952338774618,-0.6945719617250982,0.6899997810772945,1256,
"VUG,SPMO,GSLC,LRGF","large_growth,momentum,quality,multifactor",VUG,SPMO,GSLC,quality,LRGF,multifactor,2015-12-02,2026-06-23,2653,1.1766435142670753,0.15037529521306725,-0.15150697056119264,0.9925305393941045,5.335497440223051,0.7180024704978343,0.9524004646341855,0.4279368422531748,0.6895822805585242,1257,
"IWF,PDP,EQWL,VIG","large_growth,momentum,broad_control,dividend_growth",IWF,PDP,EQWL,broad_control,VIG,dividend_growth,2015-12-02,2026-06-23,2653,1.171156807866653,0.14334286642044547,-0.139283508933375,1.0291445664900087,4.48041698338063,0.620653505992981,0.16486755927434543,1.2286657569976904,0.689110694614735,1258,
"IWF,XMMO,GSLC,RSP","large_growth,momentum,quality,broad_control",IWF,XMMO,GSLC,quality,RSP,broad_control,2015-12-02,2026-06-23,2653,1.1766725523150043,0.14988392378573057,-0.15086633909530775,0.9934881742642634,5.253730246788489,0.7185176837589122,0.8973737904661842,0.46990303432284136,0.6886473156049089,1259,
"VONG,SPMO,QUAL,XLY","large_growth,momentum,quality,sector",VONG,SPMO,QUAL,quality,XLY,sector,2015-12-02,2026-06-23,2653,1.1556004353267453,0.15455381853190686,-0.14902040051041515,1.0371319497366736,5.054100194874479,0.3446415148838518,1.420336181644521,0.5908259320069382,0.6874205067109451,1260,
"VUG,SPMO,OEF,XLY","large_growth,momentum,broad_control,sector",VUG,SPMO,OEF,broad_control,XLY,sector,2015-12-02,2026-06-23,2653,1.1537492258616848,0.15668070606053264,-0.15130438597009788,1.0355331410650401,5.26586607190735,0.31179606784273634,1.6585176071784165,0.4412076606768288,0.6872999305268842,1261,
"VONG,XMMO,DGRO,LRGF","large_growth,momentum,quality,multifactor",VONG,XMMO,DGRO,quality,LRGF,multifactor,2015-12-02,2026-06-23,2653,1.1925459620570609,0.1491627750553841,-0.15640878604819403,0.9536726089634299,5.279073327110236,1.000154769612737,0.8166152969849337,0.1068309628636515,0.6862727594310606,1262,
"IWF,PDP,SPY,DGRO","large_growth,momentum,broad_control,quality",IWF,PDP,SPY,broad_control,DGRO,quality,2015-12-02,2026-06-23,2653,1.1734542545269384,0.14807975181174626,-0.1471135484884241,1.0065677385478755,4.733779562838349,0.6614164039980038,0.6953319584989177,0.7157391191741885,0.6861921071760877,1263,
"IUSG,XMMO,EQWL,XLI","large_growth,momentum,broad_control,sector",IUSG,XMMO,EQWL,broad_control,XLI,sector,2015-12-02,2026-06-23,2653,1.1969438069999612,0.1522664862675922,-0.1626892278982226,0.9359346542774744,5.332926215736297,1.0781843961317177,1.1641872071211037,-0.30458533963815226,0.6848541781481032,1264,
"SPYG,SPMO,SPY,QUAL","large_growth,momentum,broad_control,quality",SPYG,SPMO,SPY,broad_control,QUAL,quality,2015-12-02,2026-06-23,2653,1.1864968150673947,0.15406270208950446,-0.1610474374114177,0.9566293296299414,5.352157821902841,0.8928265926327671,1.365338062195243,-0.19703568187628032,0.6839957776706718,1265,
"VUG,PDP,OEF,SPHQ","large_growth,momentum,broad_control,quality",VUG,PDP,OEF,broad_control,SPHQ,quality,2015-12-02,2026-06-23,2653,1.1422973732339032,0.15221718641261517,-0.1405063203412524,1.0833476105766644,4.916080991614131,0.10860932635955374,1.1586663182264136,1.1485623884610223,0.6831094929567092,1266,
"MGK,SPMO,SPY,XLF","large_growth,momentum,broad_control,sector",MGK,SPMO,SPY,broad_control,XLF,sector,2015-12-02,2026-06-23,2653,1.2016176899554578,0.15176302746873982,-0.16398790743400354,0.9254525522244157,5.224836432664282,1.1611116812329334,1.1078069177102559,-0.38965864268025024,0.6825543931783089,1267,
"VUG,SPMO,XLF,EFG","large_growth,momentum,sector,international",VUG,SPMO,XLF,sector,EFG,international,2015-12-02,2026-06-23,2653,1.1725285301190296,0.14006137049745715,-0.13550101045342208,1.0336555427061016,4.287299558419208,0.6449915571135674,-0.20261373266121163,1.4764479315645702,0.6825271470051735,1268,
"IUSG,SPMO,ITA,LRGF","large_growth,momentum,sector,multifactor",IUSG,SPMO,ITA,sector,LRGF,multifactor,2015-12-02,2026-06-23,2653,1.2039060308054692,0.15171422040352556,-0.16485435658058362,0.9202924542025377,5.494258931945546,1.2017130176131015,1.1023412143233118,-0.44641759574502465,0.6824308827832162,1269,
"VUG,PDP,OEF,VIG","large_growth,momentum,broad_control,dividend_growth",VUG,PDP,OEF,broad_control,VIG,dividend_growth,2015-12-02,2026-06-23,2653,1.1549301279895448,0.14763252250449277,-0.13916856912344575,1.0608179952869912,4.689172431590202,0.3327484554754871,0.6452485796138107,1.2361951813185499,0.6819075042629867,1270,
"SPYG,SPMO,SPHQ,DGRW","large_growth,momentum,quality,dividend_growth",SPYG,SPMO,SPHQ,quality,DGRW,dividend_growth,2015-12-02,2026-06-23,2653,1.1857451824494658,0.1481875115273732,-0.15250712713227899,0.9716759755027113,5.202258030937214,0.8794906034794534,0.7073995278168559,0.3624190445846309,0.6813463668953573,1271,
"VUG,PDP,SPY,VIG","large_growth,momentum,broad_control,dividend_growth",VUG,PDP,SPY,broad_control,VIG,dividend_growth,2015-12-02,2026-06-23,2653,1.1588783571437098,0.14740689330922518,-0.14048795973147538,1.049249299306321,4.765969159520825,0.40280068567250643,0.6199812899016828,1.1497651468602756,0.6811851750861313,1272,
"IUSG,SPMO,OEF,DGRO","large_growth,momentum,broad_control,quality",IUSG,SPMO,OEF,broad_control,DGRO,quality,2015-12-02,2026-06-23,2653,1.204097567899953,0.14942167526904093,-0.16177642460577485,0.9236307183395812,5.392444425007194,1.2051114020812104,0.8456084718142839,-0.2447898404586451,0.6802652967525222,1273,
"VUG,PDP,QUAL,EQWL","large_growth,momentum,quality,broad_control",VUG,PDP,QUAL,quality,EQWL,broad_control,2015-12-02,2026-06-23,2653,1.162290973310891,0.14909816693708167,-0.14433545849472043,1.0329974941156643,4.591194176100413,0.4633496973896358,0.8093800983619573,0.897724963565315,0.6801698774854199,1274,
"VUG,PDP,SPHQ,EQWL","large_growth,momentum,quality,broad_control",VUG,PDP,SPHQ,quality,EQWL,broad_control,2015-12-02,2026-06-23,2653,1.1643423569598441,0.1487047685853582,-0.14461000204287217,1.0283159289443344,4.730357805702899,0.499746774151826,0.7653250277693326,0.8797402908060571,0.6801393925524719,1275,
"IWF,XMMO,SPHQ,LRGF","large_growth,momentum,quality,multifactor",IWF,XMMO,SPHQ,quality,LRGF,multifactor,2015-12-02,2026-06-23,2653,1.1738051420144866,0.15283087727035505,-0.15435059397176248,0.990154124695591,5.246143801072727,0.6676420940709951,1.227391044553643,0.24165806486446414,0.6797841229296977,1276,
"IUSG,SPMO,OEF,SPHQ","large_growth,momentum,broad_control,quality",IUSG,SPMO,OEF,broad_control,SPHQ,quality,2015-12-02,2026-06-23,2653,1.173280890433299,0.1526909945752637,-0.15394284728713137,0.9918680683518037,5.485126098565848,0.6583404575619374,1.2117261542968887,0.26836854755885287,0.6796953087447499,1277,
"VUG,SPMO,SCHD,XLY","large_growth,momentum,dividend_growth,sector",VUG,SPMO,SCHD,dividend_growth,XLY,sector,2015-12-02,2026-06-23,2653,1.185159219208043,0.14781206569025795,-0.151840015533558,0.9734724089091664,4.785505913794404,0.8690940357341778,0.665354885826476,0.4061198850439064,0.6792670030501708,1278,
"IWY,SPMO,ITA,EFG","large_growth,momentum,sector,international",IWY,SPMO,ITA,sector,EFG,international,2015-12-02,2026-06-23,2653,1.204913709222985,0.14822536384287743,-0.16046707637118895,0.9237119987155854,4.747399621591487,1.2195919495879366,0.7116384536393151,-0.1590176571912939,0.6790206935670121,1279,
"SPYG,SPMO,DGRO,VIG","large_growth,momentum,quality,dividend_growth",SPYG,SPMO,DGRO,quality,VIG,dividend_growth,2015-12-02,2026-06-23,2653,1.216321409432509,0.1440233926930896,-0.15912822286497996,0.9050776166544211,5.145378183192437,1.4219953081298664,0.241076910051055,-0.07131265613096668,0.6787733193319136,1280,
"SPYG,SPMO,OEF,DGRW","large_growth,momentum,broad_control,dividend_growth",SPYG,SPMO,OEF,broad_control,DGRW,dividend_growth,2015-12-02,2026-06-23,2653,1.1814554132582067,0.1498478566146404,-0.1532721064683409,0.9776590148553364,5.219075796460137,0.8033785321825897,0.8933347756571677,0.31230712930092347,0.6785461721867344,1281,
"VONG,SPMO,SCHD,XLY","large_growth,momentum,dividend_growth,sector",VONG,SPMO,SCHD,dividend_growth,XLY,sector,2015-12-02,2026-06-23,2653,1.1820037716963963,0.14689049813750876,-0.1492908959210391,0.9839213384800106,4.860388915202996,0.8131078893304671,0.5621523090633269,0.5731064427830851,0.6783685602994676,1282,
"IWF,SPMO,RSP,EFG","large_growth,momentum,broad_control,international",IWF,SPMO,RSP,broad_control,EFG,international,2015-12-02,2026-06-23,2653,1.1759322899353086,0.1412830987083329,-0.13885750289608279,1.0174682373055877,4.34807288333548,0.7053834332876768,-0.06579739283840236,1.25657236498665,0.677944906265849,1283,
"VONG,PDP,OEF,SPHQ","large_growth,momentum,broad_control,quality",VONG,PDP,OEF,broad_control,SPHQ,quality,2015-12-02,2026-06-23,2653,1.1377274199874665,0.1512699277518348,-0.13758169235138654,1.0994916922920834,4.958090352163759,0.02752603450672758,1.0525866994701847,1.340147576655771,0.6775776633923047,1284,
"IUSG,SPMO,SPHQ,SCHD","large_growth,momentum,quality,dividend_growth",IUSG,SPMO,SPHQ,quality,SCHD,dividend_growth,2015-12-02,2026-06-23,2653,1.19810050070419,0.1436460596786442,-0.15126016614202087,0.9496621836562862,5.190242437344442,1.0987072610598099,0.1988209307987424,0.4441043928812079,0.6773548180409624,1285,
"VUG,XMMO,LRGF,SCHD","large_growth,momentum,multifactor,dividend_growth",VUG,XMMO,LRGF,multifactor,SCHD,dividend_growth,2015-12-02,2026-06-23,2653,1.1886406565296812,0.14602803492855787,-0.15083589877071837,0.96812520175009,4.991547068018002,0.9308641202832537,0.46556858575230203,0.47189710513641936,0.6768501321064655,1286,
"SPYG,XMMO,XLI,SCHD","large_growth,momentum,sector,dividend_growth",SPYG,XMMO,XLI,sector,SCHD,dividend_growth,2015-12-02,2026-06-23,2653,1.1918823039364677,0.14770169523598042,-0.15454808730982633,0.955700570657204,5.02474100386906,0.9883796852342446,0.6529949505770407,0.22872076190788995,0.6766358245720372,1287,
"MGC,SPMO,EQWL,SCHD","large_growth,momentum,broad_control,dividend_growth",MGC,SPMO,EQWL,broad_control,SCHD,dividend_growth,2015-12-02,2026-06-23,2653,1.201851414734795,0.13665018322410627,-0.14288243493541813,0.956381960356927,5.052158741917858,1.1652585889744966,-0.5846186278870324,0.9929089640689486,0.67608439728745,1288,
"IWF,PDP,DGRO,SCHD","large_growth,momentum,quality,dividend_growth",IWF,PDP,DGRO,quality,SCHD,dividend_growth,2015-12-02,2026-06-23,2653,1.172292698556427,0.13897152777118693,-0.13421934743156705,1.0354060754321788,4.315130342376981,0.6408072693566806,-0.3246607570840346,1.5604065246215997,0.6753200393259775,1289,
"IWF,PDP,OEF,VIG","large_growth,momentum,broad_control,dividend_growth",IWF,PDP,OEF,broad_control,VIG,dividend_growth,2015-12-02,2026-06-23,2653,1.1521406305702184,0.14694154692800532,-0.13739497852112523,1.0694826587524249,4.680111559562491,0.28325525036440635,0.5678690540856209,1.3523787405621301,0.6751457483540271,1290,
"VUG,PDP,EQWL,VIG","large_growth,momentum,broad_control,dividend_growth",VUG,PDP,EQWL,broad_control,VIG,dividend_growth,2015-12-02,2026-06-23,2653,1.1731579429293366,0.14402051490698797,-0.14177442123686465,1.015842728543894,4.503633587716354,0.6561590373572276,0.24075463856897375,1.065492216945997,0.675107891536795,1291,
"IWY,SPMO,SPY,XLF","large_growth,momentum,broad_control,sector",IWY,SPMO,SPY,broad_control,XLF,sector,2015-12-02,2026-06-23,2653,1.1970115052088623,0.1504673677713262,-0.16065285364203435,0.9365994089753089,5.364767005470949,1.0793855448818779,0.9627112934314355,-0.17118746939323998,0.675045077736732,1292,
"VONG,SPMO,SPGP,INDA","large_growth,momentum,multifactor,international",VONG,SPMO,SPGP,multifactor,INDA,international,2015-12-02,2026-06-23,2653,1.153062053890092,0.13808626085562614,-0.1251685269365428,1.1032027318307605,4.404591029562847,0.29960378435073576,-0.4237981741257813,2.1533035200222472,0.6748632154330599,1293,
"IWF,PDP,SPY,QUAL","large_growth,momentum,broad_control,quality",IWF,PDP,SPY,broad_control,QUAL,quality,2015-12-02,2026-06-23,2653,1.1431015725034834,0.15172290641278519,-0.14057017282954112,1.0793392606607104,4.823461605410752,0.122877989640528,1.1033139249343877,1.1443795689612821,0.6744374472602193,1294,
"VUG,SPMO,VIG,XLY","large_growth,momentum,dividend_growth,sector",VUG,SPMO,VIG,dividend_growth,XLY,sector,2015-12-02,2026-06-23,2653,1.1734533795341142,0.15048163118238822,-0.15114016889667128,0.9956428676830891,4.950007847996489,0.6614008792661943,0.9643085944330196,0.4519651173606334,0.6742970794862324,1295,
"MGK,SPMO,SCHD,XLF","large_growth,momentum,dividend_growth,sector",MGK,SPMO,SCHD,dividend_growth,XLF,sector,2015-12-02,2026-06-23,2653,1.2014052824062023,0.14261161343155093,-0.1513181142288194,0.9424622700220627,4.827844820945268,1.1573429986273813,0.08297753125139773,0.44030835620464803,0.6736412390565654,1296,
"MGC,SPMO,DGRO,SCHD","large_growth,momentum,quality,dividend_growth",MGC,SPMO,DGRO,quality,SCHD,dividend_growth,2015-12-02,2026-06-23,2653,1.20124830367362,0.13508940439366146,-0.14055247165675877,0.9611314749665976,5.192243574552294,1.1545577726737928,-0.7594038583118237,1.1455391292645158,0.6733617719046057,1297,
"MGK,SPMO,VIG,XLF","large_growth,momentum,dividend_growth,sector",MGK,SPMO,VIG,dividend_growth,XLF,sector,2015-12-02,2026-06-23,2653,1.2019798836916025,0.14547772303812878,-0.15567905924932698,0.9344720076008405,4.904261334062923,1.1675379746393224,0.40394141046140036,0.15463357111883183,0.6727675125386948,1298,
"VONG,SPMO,VIG,XLY","large_growth,momentum,dividend_growth,sector",VONG,SPMO,VIG,dividend_growth,XLY,sector,2015-12-02,2026-06-23,2653,1.1701948111823532,0.14955723929003994,-0.14857971188907546,1.0065791445449448,5.032823281889122,0.6035850911300177,0.8607897314427676,0.6196943599735741,0.6727190318612721,1299,
"VONG,PDP,QUAL,EQWL","large_growth,momentum,quality,broad_control",VONG,PDP,QUAL,quality,EQWL,broad_control,2015-12-02,2026-06-23,2653,1.1589666592767767,0.14817436258019345,-0.14205925970970593,1.0430461406245786,4.618324996448617,0.4043674035885532,0.7059270310621429,1.0468331489847063,0.6724970340757965,1300,
"VONG,MTUM,ITA,RSP","large_growth,momentum,sector,broad_control",VONG,MTUM,ITA,sector,RSP,broad_control,2015-12-02,2026-06-23,2653,1.1759484870972041,0.14948343202623504,-0.15083791214645906,0.991020293897274,4.953092489580063,0.7056708146096157,0.8525243581819789,0.4717652138423737,0.6722125202725339,1301,
"VONG,MTUM,GSLC,ITA","large_growth,momentum,quality,sector",VONG,MTUM,GSLC,quality,ITA,sector,2015-12-02,2026-06-23,2653,1.1736840452550077,0.1505799765901732,-0.1514908014455937,0.9939875896970046,5.026888125133282,0.6654935110632988,0.975321893963753,0.428996041257526,0.6720013658466805,1302,
"MGK,SPMO,ITA,EFG","large_growth,momentum,sector,international",MGK,SPMO,ITA,sector,EFG,international,2015-12-02,2026-06-23,2653,1.2072945631230834,0.14948721629229889,-0.16359835959082197,0.9137452029848181,4.7626058572472605,1.2618347169053366,0.8529481426433362,-0.3641403213397565,0.6718205618663086,1303,
"VUG,SPMO,RSP,EFA","large_growth,momentum,broad_control,international",VUG,SPMO,RSP,broad_control,EFA,international,2015-12-02,2026-06-23,2653,1.1831450240233137,0.13921262496646314,-0.1391705608990453,1.0003022483141988,4.227155451079971,0.8333567825928466,-0.29766126938652837,1.236064704996636,0.6714146463191397,1304,
"VONG,SPMO,RSP,SPGP","large_growth,momentum,broad_control,multifactor",VONG,SPMO,RSP,broad_control,SPGP,multifactor,2015-12-02,2026-06-23,2653,1.1684789397128006,0.1485314462198879,-0.14653836988723465,1.0136010543462914,5.168148225397454,0.5731409050202021,0.7459153657495947,0.7534176550209049,0.6704175452027611,1305,
"IWF,PDP,SPY,SPHQ","large_growth,momentum,broad_control,quality",IWF,PDP,SPY,broad_control,SPHQ,quality,2015-12-02,2026-06-23,2653,1.1463980527699722,0.15135594689769594,-0.14161863684467843,1.0687572643683683,4.954832758864099,0.1813664373600318,1.0622196313994319,1.0756972694170195,0.6698789854869782,1306,
"VUG,SPMO,RSP,SPGP","large_growth,momentum,broad_control,multifactor",VUG,SPMO,RSP,broad_control,SPGP,multifactor,2015-12-02,2026-06-23,2653,1.172386443580451,0.14946530778100664,-0.14948505366033,0.9998679073336106,5.132444214779574,0.6424705588331341,0.8504946981707532,0.5603876467001632,0.6698517200276476,1307,
"VUG,SPMO,SPGP,INDA","large_growth,momentum,multifactor,international",VUG,SPMO,SPGP,multifactor,INDA,international,2015-12-02,2026-06-23,2653,1.1570473902405178,0.13901163239626735,-0.1284736403382026,1.0820245462829872,4.3725601751395535,0.3703143962558398,-0.3201696043344917,1.9367936680834297,0.6676371776565339,1308,
"VONG,PDP,SPY,VIG","large_growth,momentum,broad_control,dividend_growth",VONG,PDP,SPY,broad_control,VIG,dividend_growth,2015-12-02,2026-06-23,2653,1.154784294577036,0.14647262201745903,-0.13819828970773065,1.0598728994926594,4.827360150856753,0.3301609775494124,0.5153560734230123,1.2997558000042078,0.667338198254251,1309,
"VUG,XMMO,DGRW,LRGF","large_growth,momentum,dividend_growth,multifactor",VUG,XMMO,DGRW,dividend_growth,LRGF,multifactor,2015-12-02,2026-06-23,2653,1.1777289075181814,0.14955151518060505,-0.15191631039471162,0.9844335660340728,5.130652672967506,0.7372602731510992,0.860148711865209,0.4011219962925648,0.6671408997720663,1310,
"SPYG,SPMO,EQWL,DGRW","large_growth,momentum,broad_control,dividend_growth",SPYG,SPMO,EQWL,broad_control,DGRW,dividend_growth,2015-12-02,2026-06-23,2653,1.210035968240042,0.1463412305819234,-0.1604819563231312,0.911885883838957,5.050545434113488,1.3104746349085452,0.500642084555418,-0.15999240625444366,0.6668763849713667,1311,
"VUG,PDP,SPY,DGRO","large_growth,momentum,broad_control,quality",VUG,PDP,SPY,broad_control,DGRO,quality,2015-12-02,2026-06-23,2653,1.1747217342231433,0.1487485108396034,-0.14958532190692772,0.9944057942540312,4.774320624748547,0.6839049111189563,0.7702235437143286,0.5538193204169751,0.666458892057205,1312,
"VUG,PDP,DGRO,SCHD","large_growth,momentum,quality,dividend_growth",VUG,PDP,DGRO,quality,SCHD,dividend_growth,2015-12-02,2026-06-23,2653,1.1748125168437225,0.13965406423184668,-0.13672417921863939,1.0214291651261043,4.316310795021422,0.6855156395712274,-0.2482262935824147,1.3963211534272788,0.6653218104396323,1313,
"IUSG,SPMO,SPHQ,EQWL","large_growth,momentum,quality,broad_control",IUSG,SPMO,SPHQ,quality,EQWL,broad_control,2015-12-02,2026-06-23,2653,1.201408663998326,0.14921014004082855,-0.16115139903482487,0.9259003703007518,5.292193961755995,1.157402997188921,0.8219195077632248,-0.2038459521925431,0.6651574400180577,1314,
"IUSG,SPMO,OEF,VIG","large_growth,momentum,broad_control,dividend_growth",IUSG,SPMO,OEF,broad_control,VIG,dividend_growth,2015-12-02,2026-06-23,2653,1.1851285570611412,0.14804474063707507,-0.15291327184509249,0.9681614869051429,5.316305226710694,0.8685500065785173,0.691411200404958,0.3358135031248964,0.6644443539990412,1315,
"SPYG,SPMO,QUAL,DGRW","large_growth,momentum,quality,dividend_growth",SPYG,SPMO,QUAL,quality,DGRW,dividend_growth,2015-12-02,2026-06-23,2653,1.1845081061692733,0.14859764257308705,-0.15345253804692374,0.9683622341107703,4.941958255084248,0.8575415349306075,0.7533284242954348,0.3004875002544777,0.6643720468689753,1316,
"MGK,XMMO,XLI,INDA","large_growth,momentum,sector,international",MGK,XMMO,XLI,sector,INDA,international,2015-12-02,2026-06-23,2653,1.1923335835222466,0.14484262933270764,-0.15132270900809613,0.957177083876804,4.807676975777375,0.9963866018016008,0.33281986685888165,0.44000736351241687,0.6635811465791658,1317,
"VUG,PDP,OEF,QUAL","large_growth,momentum,broad_control,quality",VUG,PDP,OEF,broad_control,QUAL,quality,2015-12-02,2026-06-23,2653,1.1384378768194352,0.15257261180190484,-0.14043932102037582,1.086395253789134,4.8193053924652975,0.04013145420117805,1.198468952240941,1.1529513492257897,0.6635617972185023,1318,
"IWF,PDP,OEF,QUAL","large_growth,momentum,broad_control,quality",IWF,PDP,OEF,broad_control,QUAL,quality,2015-12-02,2026-06-23,2653,1.1364087923285708,0.15189219015598265,-0.1386684220054194,1.0953625054595808,4.753072837008795,0.004130024625266845,1.1222713181824164,1.268958589199541,0.6631139173868364,1319,
"MGC,SPMO,SPHQ,EQWL","large_growth,momentum,quality,broad_control",MGC,SPMO,SPHQ,quality,EQWL,broad_control,2015-12-02,2026-06-23,2653,1.1979160878538622,0.14430065956098304,-0.15284244376600445,0.9441137946073505,5.239962260320726,1.0954352798910294,0.27212689128388645,0.3404532764254919,0.6631135816995825,1320,
"VONG,PDP,SPHQ,XLI","large_growth,momentum,quality,sector",VONG,PDP,SPHQ,quality,XLI,sector,2015-12-02,2026-06-23,2653,1.1678702530203384,0.1531623802427482,-0.153264845204478,0.9993314516346322,4.920303033396759,0.562341161987749,1.264514705053143,0.31278279684172805,0.6630170382102912,1321,
"MGK,SPMO,GSLC,SCHD","large_growth,momentum,quality,dividend_growth",MGK,SPMO,GSLC,quality,SCHD,dividend_growth,2015-12-02,2026-06-23,2653,1.2104189851423246,0.14570606444192746,-0.15993215447202053,0.9110492191075819,5.03858486247285,1.3172703874245189,0.42951242930146155,-0.12397623890603167,0.6629569099945893,1322,
"MGK,XMMO,ITA,INDA","large_growth,momentum,sector,international",MGK,XMMO,ITA,sector,INDA,international,2015-12-02,2026-06-23,2653,1.1993100310666525,0.1465595926966463,-0.15664971837327313,0.9355879743582842,4.820109020218292,1.120167590760308,0.5250955636732851,0.0910480786806293,0.6626637303646487,1323,
"IWF,PDP,XLI,GSLC","large_growth,momentum,sector,quality",IWF,PDP,XLI,sector,GSLC,quality,2015-12-02,2026-06-23,2653,1.1606175711607338,0.1501208887785319,-0.14602502264434034,1.0280490703580818,4.87234146725088,0.43365903150937973,0.923910529728331,0.7870457706239675,0.6622379277984939,1324,
"VONG,XMMO,SPHQ,INDA","large_growth,momentum,quality,international",VONG,XMMO,SPHQ,quality,INDA,international,2015-12-02,2026-06-23,2653,1.1769567114707609,0.14255987335745357,-0.141921634175326,1.0044971239644769,4.690243235156246,0.7235594333165962,0.07718337220919325,1.055848659331987,0.6616521858443627,1325,
"VONG,XMMO,LRGF,SCHD","large_growth,momentum,multifactor,dividend_growth",VONG,XMMO,LRGF,multifactor,SCHD,dividend_growth,2015-12-02,2026-06-23,2653,1.183890874867051,0.14508502714413418,-0.1483668442424292,0.9778803875282769,5.08175456292223,0.8465901874834936,0.35996500523353453,0.6336387960812118,0.6610484745003193,1326,
"VUG,SPMO,QUAL,XLY","large_growth,momentum,quality,sector",VUG,SPMO,QUAL,quality,XLY,sector,2015-12-02,2026-06-23,2653,1.1580491312389976,0.15546724917546917,-0.15270643639432901,1.0180792168708004,5.022623305008107,0.38808798240882825,1.5226275392653845,0.34936278491293077,0.660105312374198,1327,
"IWF,XMMO,RSP,XLF","large_growth,momentum,broad_control,sector",IWF,XMMO,RSP,broad_control,XLF,sector,2015-12-02,2026-06-23,2653,1.159864615558712,0.14667270729620374,-0.1409181307587473,1.0408363104624792,4.986451837315999,0.42029956905129895,0.5377628045163831,1.1215857006191154,0.660051217387915,1328,
"VONG,PDP,EQWL,VIG","large_growth,momentum,broad_control,dividend_growth",VONG,PDP,EQWL,broad_control,VIG,dividend_growth,2015-12-02,2026-06-23,2653,1.1688437781105343,0.1430859787293861,-0.13949070376583042,1.0257742979746611,4.552975606134507,0.5796141218535747,0.13609975861016896,1.215092932998706,0.6593791743862627,1329,
"IWF,PDP,EQWL,DGRW","large_growth,momentum,broad_control,dividend_growth",IWF,PDP,EQWL,broad_control,DGRW,dividend_growth,2015-12-02,2026-06-23,2653,1.166457269471866,0.14410749318442218,-0.13999288005292693,1.0293915885575011,4.419030799760291,0.5372710242279454,0.25049497971580736,1.1821965992414896,0.6590546856039741,1330,
"IWF,XMMO,QUAL,RDVY","large_growth,momentum,quality,dividend_growth",IWF,XMMO,QUAL,quality,RDVY,dividend_growth,2015-12-02,2026-06-23,2653,1.1627188497662204,0.15485967505632292,-0.15381935549120368,1.006763255260023,5.2819775273044485,0.4709413793245606,1.4545878014475337,0.27645819145383543,0.6585080284940864,1331,
