combo,start,end,n_obs,sharpe,cagr,maxdd,calmar,ulcer,z_sharpe,z_cagr,z_maxdd,blended_score,combo_rank,avg_corr
"IWY,IYW,MGC,SMH",2015-12-02,2026-06-23,2653,1.2923269938689304,0.23372949326092995,-0.23857063111105098,0.9797077375887582,7.29600240776436,1.086067855491696,0.9045156098459827,-0.8128367123460243,0.6518212682304378,729,
"DGRW,SMH,SOXX,XMMO",2015-12-02,2026-06-23,2653,1.274237613824178,0.24489350369851448,-0.22710473216591434,1.0783284934794064,7.680111555247191,0.6697799163747724,1.3287011250917728,-0.4134063266156405,0.6508190303917899,730,
"IGM,MGC,QQQ,SPMO",2015-12-02,2026-06-23,2653,1.2832942810036547,0.19654633153516898,-0.16330059502611446,1.2035861320881163,5.620029276919678,0.878199514287193,-0.5082883913048843,1.8092986903123514,0.6484729778146014,731,
"IUSG,IYW,MGC,SMH",2015-12-02,2026-06-23,2653,1.2934897359107944,0.2298023482535101,-0.2346173600952401,0.9794771715111985,7.318467972651856,1.1128258475917412,0.7553005909483694,-0.6751190702930338,0.6479792870217747,732,
"IUSG,SMH,SOXX,VONG",2015-12-02,2026-06-23,2653,1.2690954779093262,0.2601395348710962,-0.24397435370825857,1.0662577066693155,8.183714575463938,0.5514447850791174,1.9079862865085695,-1.0010828334491697,0.6479017118022956,733,
"IUSG,QQQ,SMH,VONG",2015-12-02,2026-06-23,2653,1.286525026090822,0.23195154876294732,-0.22676790785616693,1.022858794067405,6.646272952336593,0.9525481216370166,0.8369611851012531,-0.40167258776014125,0.647027898796856,734,
"DGRW,FTEC,IYW,SMH",2015-12-02,2026-06-23,2653,1.2925767307096805,0.2389492758360754,-0.2482311175476149,0.9626080654059856,7.32615392962931,1.0918150084897673,1.1028454281033118,-1.1493730661167476,0.6468865194525276,735,
"SPMO,VGT,VUG,XMMO",2015-12-02,2026-06-23,2653,1.2915902454791053,0.19866829720867485,-0.1808322515480379,1.0986331006109207,5.676286797598943,1.0691131855091303,-0.427662606549284,1.1985592829137957,0.6459696673725391,736,
"IGM,MGC,SOXX,VUG",2015-12-02,2026-06-23,2653,1.276357448357978,0.22790279543790382,-0.20371558092091868,1.1187303121717258,7.033004300877723,0.7185633211770008,0.6831255608075989,0.40138697902896736,0.6444967246365736,737,
"DGRW,IYW,QQQ,SMH",2015-12-02,2026-06-23,2653,1.2937403659928417,0.2310744237672211,-0.2376534925764666,0.972316549031449,6.904745545960406,1.1185935566054304,0.8036341186024158,-0.7808869279994054,0.6442096282835588,738,
"IWY,QQQ,SMH,VUG",2015-12-02,2026-06-23,2653,1.2852613479650565,0.23678183299662625,-0.23300502356255004,1.0162091330750314,6.604835090399199,0.9234673039760108,1.0204917020155695,-0.618951105944042,0.6440909414038678,739,
"DGRW,IGM,XLK,XMMO",2015-12-02,2026-06-23,2653,1.2932841332647935,0.197546244558914,-0.18207061728383644,1.0849979392938074,5.712212774431845,1.108094347586271,-0.4702958953689858,1.1554191064747636,0.6440422264773925,740,
"IGM,SOXX,VGT,XMMO",2015-12-02,2026-06-23,2653,1.2746412599642227,0.24618077709263742,-0.23098098098392086,1.0658054011372247,7.573470261258546,0.6790689588602538,1.3776121083805324,-0.5484407942986137,0.6431299530845639,741,
"QQQ,SOXX,SPMO,XMMO",2015-12-02,2026-06-23,2653,1.2866709704184864,0.22330022441578024,-0.213573533102801,1.045542587471723,6.616606456236387,0.9559067145373201,0.5082471896890882,0.057971633981723066,0.6420218409717312,742,
"IGM,MGK,SOXX,XMMO",2015-12-02,2026-06-23,2653,1.28093395440948,0.2353699817177819,-0.22389102376384934,1.0512702910592793,7.2252419797388265,0.8238817051029635,0.9668472822512507,-0.30145236706968864,0.6417045638129193,743,
"MGC,SPMO,XLK,XMMO",2015-12-02,2026-06-23,2653,1.2975495531217438,0.18937827626119264,-0.17653414993077113,1.0727571766451895,5.625822141555393,1.2062537558869075,-0.7806443906745723,1.3482895740238043,0.638591475545843,744,
"DGRW,FTEC,SMH,XLK",2015-12-02,2026-06-23,2653,1.290973391374663,0.23921547623509154,-0.24725287855880432,0.9674931900871632,7.11070420431466,1.0549176230720103,1.1129599254021634,-1.1152947632722205,0.6382878365022101,745,
"IWF,SPMO,VONG,XLK",2015-12-02,2026-06-23,2653,1.2813954238825227,0.2025124895955841,-0.17151354695101645,1.1807375755188645,5.510232306707975,0.834501426476668,-0.28159943888550887,1.5231891954488759,0.6374087206624566,746,
"IWF,IWY,QQQ,SMH",2015-12-02,2026-06-23,2653,1.2843062408463652,0.23607772838549446,-0.23144282216839493,1.0200261393880137,6.550681945916695,0.9014875803430142,0.993738683561343,-0.5645296682145049,0.635959461597009,747,
"IWF,SPMO,VGT,XMMO",2015-12-02,2026-06-23,2653,1.28989836409741,0.1979626910635255,-0.17843682295328994,1.1094273468170126,5.635103500998309,1.03017819647834,-0.45447267699073884,1.282007338070047,0.6351487627559578,748,
"IWF,QQQ,SOXX,SPMO",2015-12-02,2026-06-23,2653,1.2787118111141391,0.22529107878675392,-0.20472393951884763,1.1004627954905724,6.441942251934067,0.7727438855341666,0.5838912955283087,0.3662594181065728,0.6347912150468904,749,
"IWF,MGK,QQQ,SMH",2015-12-02,2026-06-23,2653,1.2844876027251864,0.2373486646082208,-0.2345382522254373,1.0119827463371822,6.47438847187842,0.9056612315451028,1.0420289229422328,-0.6723632386656291,0.6309666449220954,750,
"SMH,SPYG,VGT,VONG",2015-12-02,2026-06-23,2653,1.2834702858583065,0.2394248412095159,-0.23638766837569997,1.012848271040048,7.047077920388296,0.8822498851697929,1.1209149152373248,-0.736790198105102,0.6300413775350734,751,
"IGM,MGC,SPMO,VGT",2015-12-02,2026-06-23,2653,1.281749942835598,0.20298253928348275,-0.1739303453520013,1.1670334976492196,6.10364250826125,0.8426599130576632,-0.26373952463989353,1.4389966936522842,0.6300074378673204,752,
"QQQ,SOXX,SPMO,VUG",2015-12-02,2026-06-23,2653,1.2789113264066394,0.2259687978283924,-0.20705034084242757,1.0913712911989961,6.5128323494331,0.7773352982709092,0.6096417731435468,0.2852160230367639,0.6286033856858715,753,
"IGM,SPMO,VGT,XLK",2015-12-02,2026-06-23,2653,1.280530779813107,0.22689635270264485,-0.21131279785439425,1.073746384537431,6.588495495754603,0.8146035141747381,0.6448849632545951,0.13672746085811488,0.6281127382353705,754,
"SOXX,VUG,XLK,XMMO",2015-12-02,2026-06-23,2653,1.2811002672506306,0.23529396997769347,-0.22627126186207278,1.0398756255715789,7.050136726379893,0.8277090352668498,0.963959155326397,-0.3843712403523462,0.6261680161608747,755,
"IWF,SOXX,XLK,XMMO",2015-12-02,2026-06-23,2653,1.2802731880461966,0.2345955711317158,-0.22399672482907565,1.0473169699723412,6.987617701529721,0.8086755970479326,0.937422931987627,-0.30513460929574326,0.6245377562611059,756,
"QQQ,SPMO,VONG,XMMO",2015-12-02,2026-06-23,2653,1.2892662186355706,0.19124544211440986,-0.16806868327102975,1.1379005201463082,5.340494423790728,1.0156307365388497,-0.7096999291009894,1.643195767551913,0.6235445430495107,757,
"IGM,MGC,SOXX,VONG",2015-12-02,2026-06-23,2653,1.2747781590270901,0.22695415274121844,-0.20265614987347383,1.11989768325765,7.052936439523758,0.6822193945638058,0.6470811219988597,0.43829371909012355,0.6228927776995855,758,
"FTEC,IGM,XLK,XMMO",2015-12-02,2026-06-23,2653,1.2853927775714997,0.22841261177487593,-0.22275328263122957,1.0254062659674266,6.627783107796634,0.926491871975015,0.7024964407246574,-0.26181758730770593,0.6216313507433635,759,
"IUSG,SMH,VGT,VUG",2015-12-02,2026-06-23,2653,1.2842434972339005,0.2392978490513098,-0.23875283830015845,1.0022827404064876,7.036411934575646,0.9000436718695856,1.1160897465076827,-0.819184150796013,0.621011929727895,760,
"IGM,SOXX,SPYG,XMMO",2015-12-02,2026-06-23,2653,1.2788829139908853,0.23114710030262353,-0.2168099392129231,1.0661277852009372,7.262841132956288,0.7766814480023893,0.8063955217548329,-0.05477303149385754,0.6193047742288729,761,
"MGK,QQQ,SMH,VUG",2015-12-02,2026-06-23,2653,1.283932809497513,0.23800644669919846,-0.23639016665629525,1.0068373404264874,6.53018071890543,0.8928938658967079,1.0670218801542277,-0.736877229151391,0.6191780511643441,762,
"IYW,MGC,SPMO,XMMO",2015-12-02,2026-06-23,2653,1.2968326717992662,0.1890531707556118,-0.1776528312362768,1.0641720114450224,5.973861651082797,1.189756283470091,-0.7929970346608038,1.309318769597081,0.6188427852562206,763,
"FTEC,IGM,MGC,XMMO",2015-12-02,2026-06-23,2653,1.2865655571966723,0.20446435445708855,-0.18591907960002788,1.0997491752700022,6.232310040107763,0.9534808573351322,-0.20743677067623806,1.0213526198625469,0.6187799214372041,764,
"DGRW,IGM,IYW,XMMO",2015-12-02,2026-06-23,2653,1.2920680624017995,0.19720940108409568,-0.18314328526913648,1.0768038849706583,6.009306854887184,1.0801091080632184,-0.4830945328946158,1.1180512394475768,0.6187364420527398,765,
"DGRW,IGM,IWF,XMMO",2015-12-02,2026-06-23,2653,1.2869986831719105,0.18500828506509404,-0.15495937022085599,1.1939147971588346,5.191576493372264,0.9634483144377984,-0.9466857050839593,2.0998767476779645,0.6176937952293043,766,
"IGM,IYW,QQQ,SPMO",2015-12-02,2026-06-23,2653,1.2806481405383794,0.22009586114877688,-0.20206751367900963,1.0892194254362224,6.374293654011637,0.8173043173164751,0.38649484172706056,0.45879967185795495,0.6163605455479467,767,
"IWF,IYW,SOXX,XMMO",2015-12-02,2026-06-23,2653,1.2804299533972237,0.23428532352404186,-0.22498940557383587,1.0413171363624734,7.24138879264073,0.8122832123859122,0.9256348257286166,-0.3397160106044372,0.6158888517906536,768,
"IUSG,IWF,SMH,VGT",2015-12-02,2026-06-23,2653,1.2830644658755708,0.23858643005510616,-0.23650271027512798,1.0088105534924068,6.987572912745099,0.8729108163986374,1.0890588121362548,-0.7407978411589577,0.6150134836084036,769,
"FTEC,SPMO,XLK,XMMO",2015-12-02,2026-06-23,2653,1.2965338573734364,0.21194419494514394,-0.2153516701924105,0.9841771589501856,6.077979033809729,1.1828797160476945,0.07676575753893455,-0.003972221182418241,0.613675141049044,770,
"IWF,IYW,SPMO,VUG",2015-12-02,2026-06-23,2653,1.2802458499852138,0.2030758761293625,-0.17403499135520706,1.1668680795052457,5.694495364586288,0.8080464707297386,-0.2601931164488343,1.43535120596522,0.613035541623263,771,
"IYW,SOXX,VUG,XMMO",2015-12-02,2026-06-23,2653,1.2807760236247097,0.23496921798237302,-0.22725986068060114,1.0339230926160203,7.325293150945644,0.8202472698292,0.9516199432455538,-0.41881044213729446,0.6118475294608072,772,
"IWY,QQQ,SMH,VONG",2015-12-02,2026-06-23,2653,1.2824266249484986,0.23578782853061542,-0.23142934134815493,1.018832906653369,6.63758516450301,0.8582322876509183,0.9827237064615767,-0.5640600452696151,0.6111212467100091,773,
"IWF,VUG,XLK,XMMO",2015-12-02,2026-06-23,2653,1.2839531262621169,0.2034659020769738,-0.18111317066852894,1.1234185858816117,5.548669273932646,0.8933614122717364,-0.24537376828791344,1.1887730783437322,0.6108231913182406,774,
"MGK,QQQ,SMH,VONG",2015-12-02,2026-06-23,2653,1.2829166279100146,0.23706770483851902,-0.23452457191637385,1.0108437802545143,6.558414051084361,0.8695086455197922,1.0313536315368201,-0.6718866662527486,0.6097830789703924,775,
"IGM,QQQ,XLK,XMMO",2015-12-02,2026-06-23,2653,1.2855258330351491,0.22053255897880697,-0.2118968898031057,1.0407541100944215,6.272687463550773,0.9295538555595172,0.40308752542918275,0.11637981315145297,0.608979148038804,776,
"SPMO,VGT,VONG,XMMO",2015-12-02,2026-06-23,2653,1.287879711583933,0.19768983273164964,-0.17862871232954558,1.1067080434803722,5.727893939424003,0.9837232769316491,-0.46484014777939076,1.2753226072921027,0.607474115590428,777,
"QQQ,SOXX,SPMO,VONG",2015-12-02,2026-06-23,2653,1.2766874731791773,0.2250026405219261,-0.20490311827816388,1.0980928080190382,6.536829132787092,0.7261581283143701,0.572931852712787,0.36001747918047244,0.6069621158071156,778,
"IGM,IWY,SPMO,VUG",2015-12-02,2026-06-23,2653,1.2773591235674806,0.20281599936208528,-0.16974588704492483,1.1948212878254194,5.7099095026553215,0.7416147086538922,-0.2700673422966341,1.5847680634912977,0.6067407643362155,779,
"DGRW,IWF,SOXX,SPMO",2015-12-02,2026-06-23,2653,1.2831525449126122,0.20226505268262152,-0.17848252264735967,1.1332485090557054,6.069858262263675,0.8749377648467697,-0.291001002508426,1.2804153262690205,0.6062516469246613,780,
"IYW,SMH,SPYG,XLK",2015-12-02,2026-06-23,2653,1.2863484577254864,0.2547198664053587,-0.2700882350689351,0.9430987112057884,7.842770461264561,0.9484847827753766,1.70206164379589,-1.9107958663934177,0.6027017112477717,781,
"FTEC,IGM,IWF,SOXX",2015-12-02,2026-06-23,2653,1.2636059215653177,0.24938501402360824,-0.22386913712015563,1.1139767510237808,7.51098048955539,0.4251145243703505,1.4993596561038511,-0.30068991568452014,0.6022271758794266,782,
"MGC,SOXX,SPMO,XMMO",2015-12-02,2026-06-23,2653,1.2856934749346263,0.20855787546533744,-0.19357942852242654,1.0773762328840413,6.73084593001691,0.9334117711249119,-0.05190016241512856,0.754493811883879,0.6020345992146932,783,
"IGM,IWF,IWY,SPMO",2015-12-02,2026-06-23,2653,1.2765529590259725,0.20212912527441373,-0.16801215849031487,1.2030624872072313,5.65339490625635,0.7230625761461292,-0.29616567321605364,1.6451648861593857,0.6017145633401257,784,
"SOXX,VONG,XLK,XMMO",2015-12-02,2026-06-23,2653,1.2783957718811818,0.23430641508216898,-0.2241693582020684,1.0452205286280158,7.080642365294619,0.7654709264475418,0.9264362163669997,-0.3111485306720241,0.5984366219994659,785,
"IYW,QQQ,SMH,XLK",2015-12-02,2026-06-23,2653,1.2808037636871081,0.26321393423429096,-0.27548825700763774,0.9554452051544016,7.785075120715206,0.8208856473401079,2.024800551887406,-2.0989130699593375,0.5981003752444083,786,
"FTEC,IYW,SPMO,XMMO",2015-12-02,2026-06-23,2653,1.2961070081465953,0.21162039367810004,-0.21638307768914009,0.9779895726509529,6.426629552686725,1.173056704727476,0.06446266914017684,-0.03990272224781017,0.597886608656229,787,
"IWY,SMH,VGT,VUG",2015-12-02,2026-06-23,2653,1.280866094020094,0.2431499104701933,-0.2429624728745124,1.000771467270082,7.026853492478334,0.8223200450806033,1.262451904341804,-0.9658325705896795,0.596729079724907,788,
"FTEC,IGM,SOXX,VUG",2015-12-02,2026-06-23,2653,1.2637655646983075,0.25006174613290844,-0.22615416491588572,1.1057136454945005,7.585829573513096,0.4287883656331284,1.52507263443469,-0.3802920069135076,0.5958575717642698,789,
"DGRW,SMH,SPYG,XLK",2015-12-02,2026-06-23,2653,1.294353312230788,0.22271310032932812,-0.2319787693239421,0.9600581164318743,6.763736802016494,1.132699187951163,0.4859389399326691,-0.5832001257246949,0.5954912508104432,790,
"DGRW,IYW,SMH,SPYG",2015-12-02,2026-06-23,2653,1.2951828027009318,0.22242019960112702,-0.2330120515551653,0.9545437590744928,6.988101377622093,1.1517881162327854,0.47480994224832707,-0.6191959357488969,0.5944978536411115,791,
"DGRW,IGM,SOXX,XMMO",2015-12-02,2026-06-23,2653,1.28061905920388,0.21669157321696697,-0.19961708931277278,1.0855361831142663,6.769315803192172,0.8166350733304689,0.257146196052357,0.5441635804788549,0.5942941115767126,792,
"IWF,MGK,SMH,VGT",2015-12-02,2026-06-23,2653,1.2806993146946632,0.24373523382514573,-0.24409412781359843,0.9985296901991564,6.894838464683321,0.8184819797904103,1.2846917338631039,-1.0052553294152802,0.5935974441710803,793,
"IWY,SMH,SPYG,VUG",2015-12-02,2026-06-23,2653,1.2864219803430832,0.22813070280190417,-0.2280796718423913,1.0002237418139928,6.694863428119257,0.9501767467278234,0.6917850835810045,-0.44736969336973403,0.5931499597642662,794,
"FTEC,MGC,SMH,SPYG",2015-12-02,2026-06-23,2653,1.2893559471260807,0.22967004846705819,-0.23563493645925007,0.974685893009658,7.116846063348372,1.0176956435894027,0.7502737546338781,-0.7105677447957013,0.5918163992257245,795,
"IYW,SPMO,VONG,VUG",2015-12-02,2026-06-23,2653,1.2785848726732838,0.20280787000774358,-0.17393894153499292,1.1659716232488562,5.7895910903656915,0.7698226719929814,-0.27037622362376335,1.438697233775254,0.5915379156644125,796,
"DGRW,IGM,VUG,XMMO",2015-12-02,2026-06-23,2653,1.2874690466395182,0.18568522924194553,-0.16063315623718188,1.155958293988653,5.245485259743203,0.9742727118511928,-0.9209646690767129,1.9022225953174143,0.5912914742660653,797,
"IWF,MGK,SMH,SPYG",2015-12-02,2026-06-23,2653,1.2863401828321124,0.2287186673236461,-0.22917392864425515,0.9980134680969066,6.546613068303682,0.9482943540099583,0.7141252663491698,-0.4854896365637181,0.5912868295969865,798,
"QQQ,SPMO,XLK,XMMO",2015-12-02,2026-06-23,2653,1.2958125059672259,0.2040455729899997,-0.2044657987533232,0.9979447625672082,5.6976811604910305,1.166279374326332,-0.22334870782334315,0.37525210730081054,0.5911854962763252,799,
"IYW,SOXX,VONG,XMMO",2015-12-02,2026-06-23,2653,1.2785652515746537,0.23399674018181327,-0.22516207434240226,1.0392369179632632,7.334972564313504,0.7693711348650247,0.9146698705810942,-0.3457311650342883,0.589940295599983,800,
"IUSG,SMH,VGT,VONG",2015-12-02,2026-06-23,2653,1.281205309746737,0.23829576120582563,-0.2366747612973264,1.0068490611318832,7.076466283768706,0.8301263610190682,1.0780146164784943,-0.7467914755430431,0.5891092703444737,801,
"IWF,IWY,SMH,VGT",2015-12-02,2026-06-23,2653,1.2795228861686985,0.24243163887198915,-0.24073025315998428,1.007067602387616,6.97820607213369,0.7914090228742163,1.2351605998707056,-0.888070121620328,0.5886386670742543,802,
"VONG,VUG,XLK,XMMO",2015-12-02,2026-06-23,2653,1.282342046768329,0.20319900408082825,-0.18129727476299065,1.1208056179910573,5.639415687685446,0.8562859038483827,-0.25551477134824035,1.1823595585824602,0.5879604322362113,803,
"MGK,SMH,VGT,VUG",2015-12-02,2026-06-23,2653,1.2806149864465368,0.24440702568679495,-0.246321271427354,0.9922286624721178,6.948007128610453,0.8165413476330315,1.3102170035289447,-1.0828409454211383,0.5847675857909714,804,
"IWF,IWY,SMH,SPYG",2015-12-02,2026-06-23,2653,1.2849478292513041,0.22741541688740097,-0.22580428383279058,1.0071350863113095,6.634544250743319,0.9162523491848743,0.6646072225526656,-0.36810341737079816,0.5838876578840771,805,
"FTEC,IGM,IYW,XMMO",2015-12-02,2026-06-23,2653,1.2830621639354007,0.22803269917448832,-0.22374202822655456,1.0191768662416394,7.020889575937728,0.8728578422266656,0.6880613572889369,-0.2962619022645717,0.5835949478470995,806,
"FTEC,IYW,SMH,XLK",2015-12-02,2026-06-23,2653,1.2778910750547678,0.2710039768966057,-0.2856831463547449,0.9486173068119621,8.214997449464907,0.7538564210732865,2.320789460082625,-2.4540660853381127,0.5823518314938083,807,
"MGK,SMH,SPYG,VUG",2015-12-02,2026-06-23,2653,1.2861745730947678,0.22938800815962068,-0.231444337609733,0.9911152311119413,6.610500068099938,0.944483204258761,0.7395574073320439,-0.5645824607012613,0.5811923321887414,808,
"IWF,SOXX,SPMO,VGT",2015-12-02,2026-06-23,2653,1.2739001251715283,0.2316387480599107,-0.21495663996918118,1.0776068517498285,6.8825266945289965,0.6620133453071448,0.825076071939755,0.009789200856502792,0.5804873344067994,809,
"SOXX,SPMO,VGT,VUG",2015-12-02,2026-06-23,2653,1.2745679580690794,0.23233041977625057,-0.21725740966504006,1.0693785778558695,6.947245552941908,0.6773820743574634,0.8513566926017374,-0.07036128115027353,0.5800257887291983,810,
"DGRW,IGM,VONG,XMMO",2015-12-02,2026-06-23,2653,1.2851387291799186,0.1847443183248636,-0.15694547540050802,1.1771242073300674,5.284421771379792,0.9206454979640952,-0.9567153327288279,2.0306880375902994,0.5794457566814591,811,
"IGM,IYW,SPMO,VGT",2015-12-02,2026-06-23,2653,1.2772938707990291,0.22649130777095516,-0.21232219971720173,1.066733992359846,6.826436942264159,0.7401130573848527,0.62949495676839,0.10156355636642418,0.5792177269962282,812,
"FTEC,IGM,SOXX,VONG",2015-12-02,2026-06-23,2653,1.2619463343708273,0.24909354151402874,-0.22403534323255203,1.1118493087738657,7.604710801998644,0.38692271617846724,1.4882849247295658,-0.30647993458342215,0.5786508485914189,813,
"DGRW,IGM,IWF,SOXX",2015-12-02,2026-06-23,2653,1.2732252299603994,0.21870310090320388,-0.19301445726718622,1.1330918108401453,6.616781444508703,0.6464820923915862,0.333575801057473,0.7741753638918828,0.5781488592914116,814,
"IGM,IWF,MGK,SPMO",2015-12-02,2026-06-23,2653,1.276289179998917,0.2033794874559849,-0.17305908309012882,1.175202617652061,5.589630167375153,0.7169922726153501,-0.24865716100183854,1.4693483148376134,0.5777686509746462,815,
"DGRW,IGM,QQQ,SPMO",2015-12-02,2026-06-23,2653,1.284579241827618,0.18815262387105824,-0.1618765668025203,1.1623215613449052,5.241453834540828,0.9077701071947626,-0.8272140345787998,1.8589066752913601,0.5775021782820133,816,
"IGM,IWY,SPMO,VONG",2015-12-02,2026-06-23,2653,1.2746442543618102,0.20185586838029201,-0.1679159423685449,1.2021245007055683,5.749965251892131,0.6791378684413167,-0.3065482876963537,1.648516707313222,0.5773077893743968,817,
"IWF,IYW,SPMO,VONG",2015-12-02,2026-06-23,2653,1.2769849758238896,0.2021023610121131,-0.17220935880798957,1.1735852360814705,5.7435447383622025,0.733004507932838,-0.29718260279146397,1.4989496308271735,0.5771373992944144,818,
"DGRW,MGC,SMH,VGT",2015-12-02,2026-06-23,2653,1.2882573980838428,0.2137238506977217,-0.2100302750395019,1.0175859202085278,6.589877096063576,0.992414914472057,0.14438520277215383,0.18140590998030595,0.5758042000637359,819,
"IGM,SPMO,SPYG,XLK",2015-12-02,2026-06-23,2653,1.2820360737824628,0.21178909826144632,-0.19682793181995076,1.0760113989064386,6.2512454665974255,0.8492445976567593,0.07087273486083837,0.6413277242194758,0.5741496641305264,820,
"DGRW,SOXX,SPMO,VUG",2015-12-02,2026-06-23,2653,1.2835139205394706,0.2029430685839546,-0.1848652938530504,1.097788905392238,6.14240394700026,0.8832540429381013,-0.26523924547140504,1.0580626981046835,0.5736677874485658,821,
"DGRW,MGK,SMH,XLK",2015-12-02,2026-06-23,2653,1.2929312500742776,0.22684035488591237,-0.23954680748654772,0.9469562849367178,6.690958600339727,1.099973504541044,0.6427572813721648,-0.846843161214208,0.5734453044393298,822,
"MGK,SMH,VGT,VONG",2015-12-02,2026-06-23,2653,1.2792120992206355,0.24345378704777176,-0.2442557139912502,0.9967168549288997,6.979943773309404,0.7842569337593048,1.2739979382112545,-1.0108844065227078,0.5721509670384871,823,
"SOXX,SPMO,VGT,XMMO",2015-12-02,2026-06-23,2653,1.2803361373068949,0.22962106085611156,-0.22363639918006797,1.0267606780380365,7.0234217520120374,0.8101242380704656,0.7484124311331316,-0.2925821689105318,0.5710694145930659,824,
"IYW,SMH,SOXX,XLK",2015-12-02,2026-06-23,2653,1.2607701018862092,0.29111833157088873,-0.2919902723084532,0.9970138021014503,9.486118282402147,0.35985427072966486,3.085050470859086,-2.6737835069370868,0.5706855752351409,825,
"IWF,VONG,XLK,XMMO",2015-12-02,2026-06-23,2653,1.2799781954048641,0.2024761888593427,-0.17889324745105953,1.1318268953373147,5.59929429114136,0.8018869797259929,-0.2829787144238509,1.2661071618977957,0.5692713079154004,826,
"FTEC,MGC,SMH,SOXX",2015-12-02,2026-06-23,2653,1.2642565732053501,0.2662508995683637,-0.25735044496647796,1.0345849590547438,8.63777535917017,0.440087863956453,2.140192481357508,-1.4670573999790442,0.56869019638967,827,
"MGK,SMH,SPYG,VONG",2015-12-02,2026-06-23,2653,1.2846901497801744,0.22843960357754645,-0.22934800932251254,0.996039181906791,6.635764321772417,0.9103224137352366,0.7035220158786057,-0.49155397681277013,0.5679070162686459,828,
"IUSG,IYW,SMH,XLK",2015-12-02,2026-06-23,2653,1.2845114706589826,0.2535934928580803,-0.2703566380652361,0.9379961767274569,7.864419123105433,0.9062105003949168,1.6592641790154026,-1.9201460545345024,0.5668552929951787,829,
"FTEC,MGC,MGK,SMH",2015-12-02,2026-06-23,2653,1.2876462763732257,0.23378486386941155,-0.24316917016668438,0.9614083220712552,7.03432555023253,0.9783512706748122,0.9066194604487345,-0.9730331555186703,0.5665548423682923,830,
"IYW,MGC,SOXX,SPMO",2015-12-02,2026-06-23,2653,1.2804364996382713,0.22276438808376597,-0.21336972069824475,1.0440299933597772,7.29041958044364,0.812433859958574,0.487887659227017,0.06507171987625898,0.5655975717226439,831,
"MGC,SOXX,SPMO,XLK",2015-12-02,2026-06-23,2653,1.2794620588298398,0.22305093649273378,-0.21231392399519422,1.050571400572779,7.11364200917197,0.7900092132913112,0.4987752954559891,0.10185185254359046,0.5650075657911704,832,
"IGM,IWY,VUG,XMMO",2015-12-02,2026-06-23,2653,1.2784446443355277,0.2028354712478042,-0.17757669530695422,1.1422415024515935,5.963503491877454,0.7665956202319013,-0.2693274924082206,1.3119710695835685,0.5648937763101982,833,
"IWY,SMH,VGT,VONG",2015-12-02,2026-06-23,2653,1.2777481144337777,0.2421412273250223,-0.24089316685306097,1.0051809708356012,7.066751168227453,0.7505664917258107,1.2241261806203672,-0.893745444556432,0.5637720111377291,834,
"IGM,MGK,SPMO,XLK",2015-12-02,2026-06-23,2653,1.281355791179507,0.21592402771947206,-0.2040522647216865,1.0581800109593384,6.186008665042991,0.8335893655757857,0.22798269032565413,0.38965813499734414,0.563121116885058,835,
"IGM,IWF,IWY,XMMO",2015-12-02,2026-06-23,2653,1.2775090670311613,0.2021451921244488,-0.17516785570234067,1.1540084869677814,5.901255875432221,0.7450653330161017,-0.2955552003847526,1.3958863157441432,0.5630433695414537,836,
"IWY,SOXX,SPMO,XMMO",2015-12-02,2026-06-23,2653,1.285286702016794,0.21749009562931065,-0.21326811366392362,1.0197965926216246,6.741451694008359,0.9240507726145117,0.28748669446097397,0.06861134089559692,0.5619936628246675,837,
"MGK,SOXX,SPMO,XMMO",2015-12-02,2026-06-23,2653,1.2858890482010445,0.21876863533400415,-0.2165297430501327,1.0103398833450474,6.655668126072173,0.9379124666613103,0.3360658342270732,-0.04501201215127775,0.5607735811685216,838,
"DGRW,IYW,MGK,SMH",2015-12-02,2026-06-23,2653,1.2927199530314075,0.22651989681600337,-0.2405378412187536,0.9417224984986798,6.910573561187454,1.0951109603134221,0.6305812204253401,-0.8813671865715674,0.5604564089699997,839,
"IGM,IWY,SPMO,XLK",2015-12-02,2026-06-23,2653,1.2803276765107634,0.21463810285545581,-0.20065272560590505,1.0696994132889026,6.27005490936286,0.8099295311553503,0.17912294551802377,0.508085763464981,0.5603188019260785,840,
"IGM,MGK,SPMO,VUG",2015-12-02,2026-06-23,2653,1.275106553417042,0.20402107736278685,-0.1747861560480144,1.1672610804870698,5.667513425043637,0.6897766808540178,-0.22427943879216872,1.4091833490504908,0.5594411785994564,841,
"IWF,MGC,SOXX,XMMO",2015-12-02,2026-06-23,2653,1.2761237170935524,0.21052901743643204,-0.18713135454280133,1.12503336466941,6.547190813020647,0.7131845018844538,0.022994955007591605,0.9791213521424816,0.5593150078730007,842,
"IGM,MGK,SPMO,VONG",2015-12-02,2026-06-23,2653,1.2747872873734412,0.20311486429888426,-0.17296351152094638,1.1743220434923145,5.682722336852456,0.6824294637027488,-0.25871172973126233,1.4726776821140963,0.558136749354815,843,
"IWY,SMH,SPYG,VONG",2015-12-02,2026-06-23,2653,1.2829674091586194,0.22712749192645498,-0.22597975598166506,1.0050789325787353,6.727152541297121,0.8706772660736851,0.6536672831291208,-0.3742162314157537,0.556595571692428,844,
