combo,start,end,n_obs,sharpe,cagr,maxdd,calmar,ulcer,z_sharpe,z_cagr,z_maxdd,blended_score,combo_rank,avg_corr
"IGM,IWY,SMH,XMMO",2015-12-02,2026-06-23,2653,1.3454278908268031,0.2471031750343884,-0.2168971665587669,1.1392641912057315,6.821405529222633,2.3080700968711967,1.4126593567121946,-0.057811716254933525,1.5662705121982698,57,0.8439069925173941
"IGM,MGC,SMH,VUG",2015-12-02,2026-06-23,2653,1.3393230678394807,0.24075099534799205,-0.19658130860913228,1.2246891479732873,6.518649178628627,2.1675808057081585,1.171303203538366,0.6499191835283923,1.5651652006212675,58,0.9067195730499198
"IWF,MGC,SMH,XMMO",2015-12-02,2026-06-23,2653,1.3481302819790153,0.223280538767906,-0.18336073285946547,1.217711858400111,6.042371631958248,2.3702597816840023,0.5074992177364311,1.1104761530721565,1.5594748867773618,59,0.8436869372645178
"IGM,MGC,SMH,VONG",2015-12-02,2026-06-23,2653,1.337803300505503,0.23978932083686377,-0.19361028833936647,1.238515385177017,6.54568839582758,2.1326066490574807,1.1347636105057073,0.7534187676468013,1.5574161612098125,60,0.9063393581597854
"MGC,SMH,VUG,XMMO",2015-12-02,2026-06-23,2653,1.3486303505774657,0.22397516176362986,-0.1857378909296726,1.2058668300935718,6.103531248356351,2.381767778406444,0.5338919746216043,1.027664576808642,1.556584396951432,61,0.8419941923462252
"IGM,MGK,SMH,XMMO",2015-12-02,2026-06-23,2653,1.3446892451209236,0.24837022774760387,-0.22023508127652894,1.127750521433723,6.790274045807705,2.2910717642651344,1.4608020390398162,-0.1740925739208153,1.548957979060349,62,0.8459245370311974
"IGM,IWF,SMH,XLK",2015-12-02,2026-06-23,2653,1.327315358828362,0.2641113201843688,-0.21783377058467024,1.212444330718275,6.982096950721031,1.8912493656373612,2.0588974495691366,-0.09043960780824987,1.5452059961277715,63,0.9275347036942584
"FTEC,SMH,SPMO,VONG",2015-12-02,2026-06-23,2653,1.3415500913038587,0.24586598886093802,-0.2121552383106323,1.1588966212606417,6.519581849509655,2.2188309318074153,1.3656514774761412,0.10737988697837371,1.5405868865422248,64,0.8644668071444387
"SMH,VUG,XLK,XMMO",2015-12-02,2026-06-23,2653,1.3454632977583478,0.24830984277449786,-0.22262126375181263,1.1153913987808637,6.535033352693397,2.3088849107855887,1.458507663638317,-0.25721852776762794,1.5405510489307639,65,0.8464794061650185
"IGM,SMH,SPYG,XMMO",2015-12-02,2026-06-23,2653,1.3438959824672814,0.24410699346113596,-0.21316194974490807,1.145171517492967,6.833947328007755,2.272816540788919,1.2988170388887255,0.0723097072710495,1.540515323515287,66,0.8505926187785259
"IWF,QQQ,SMH,SPMO",2015-12-02,2026-06-23,2653,1.3424415296325778,0.23810842266787735,-0.20097971304443307,1.1847385940651423,5.999096893984358,2.239345456008589,1.0708965387331124,0.4966947055701584,1.54028063073826,67,0.8624689706498837
"DGRW,IGM,IWF,SMH",2015-12-02,2026-06-23,2653,1.3397169448570412,0.23148060806281223,-0.1857857052607901,1.2459548905438098,6.100058219483382,2.17664503297853,0.819067416132309,1.0259988987128306,1.5392425210715237,68,0.8664163257398072
"IGM,SMH,VUG,XLK",2015-12-02,2026-06-23,2653,1.327500883185004,0.26480282123890864,-0.22013605126365274,1.2029052929715696,7.048540492394766,1.8955188072595406,2.0851715857993836,-0.1706427269937409,1.5391823339708373,69,0.9277722582322135
"IWF,SMH,XLK,XMMO",2015-12-02,2026-06-23,2653,1.344613905135626,0.2475990693779384,-0.22033665293163573,1.1237307369589635,6.486869551910641,2.289337977527556,1.4315012593422811,-0.17763096245648174,1.538593174075166,70,0.8478202670257765
"IWY,SMH,SPMO,XMMO",2015-12-02,2026-06-23,2653,1.3549044746642527,0.23030075900185998,-0.20959926248457675,1.0987670293868832,6.268531046573917,2.5261531680323355,0.7742381063936327,0.19642082611485034,1.5346321811572277,71,0.802983800046947
"QQQ,SMH,SPMO,VUG",2015-12-02,2026-06-23,2653,1.3426399947172896,0.2387981957169294,-0.20331639608972032,1.1745151906565938,6.056523145142212,2.243912700485566,1.0971050180112907,0.4152931325600787,1.5341464821581858,72,0.8610982103359993
"MGK,SMH,SPMO,XMMO",2015-12-02,2026-06-23,2653,1.355436857485749,0.23160052446318247,-0.2128705947298499,1.0879873979640184,6.225639417027801,2.53840480667521,0.823623735777642,0.08245946060535118,1.5327814161919677,73,0.8032446399697856
"MGC,SMH,VONG,XMMO",2015-12-02,2026-06-23,2653,1.3460942726202518,0.22299817478283668,-0.18355106057019127,1.2149108487311657,6.136840546648804,2.323405431900562,0.4967705720438179,1.1038458250643701,1.5315030525763005,74,0.8431976260833127
"IGM,SMH,VGT,XMMO",2015-12-02,2026-06-23,2653,1.3358352578589718,0.2593204637647677,-0.22735019101459078,1.140621270681603,7.132157941671029,2.087316406086642,1.8768650240193103,-0.4219572237652575,1.5223262654960625,75,0.8585646329199226
"IWF,IYW,SMH,XMMO",2015-12-02,2026-06-23,2653,1.3441263143007116,0.24726431714270247,-0.2213348812928202,1.1171502462622613,6.8181869401159725,2.278117129532949,1.4187820801389734,-0.21240562262597854,1.5222120642829708,76,0.8479130830949481
