combo,sharpe,cagr,maxdd,calmar,ulcer,avg_corr
"DGRW,IWY,QQQ,SPMO",1.2268716249406564,0.17023205458153012,-0.18455297059127648,0.922402137641759,5.254447196165489,0.8735825306330761
