variant,CAGR,AnnReturn,AnnVol,Sharpe,MaxDD,UlcerIndex,TotalReturn
exitset_0_days0,0.08786714421619446,0.08679885537667231,0.07156506312062115,0.793667369243275,-0.10789474540216723,2.876365558225958,3.7575836944469065
exitset_1_days1,0.12108908354895531,0.12190178184594436,0.12288685732913274,0.7478568810641825,-0.14831655742309843,5.665804118347033,6.029149758079843
exitset_2_days2,0.12052002528270012,0.12189989492020857,0.12692446108949257,0.7240518819726273,-0.18206082570633314,6.318071499633676,5.981225495786958
exitset_3_days3,0.1228403217539411,0.12466828540780872,0.13228732782209376,0.7156262581335312,-0.2018483611879367,7.464440079024989,6.1788990915800275
baseline_buyhold,0.1739096880433897,0.1792356960864973,0.19396431147192406,0.7693977049386166,-0.3190613043330954,7.976159562816728,12.431848008846135
baseline_sma200,0.10231744313353697,0.10544685879447087,0.12663740615953975,0.5957707211676601,-0.22668758425499866,5.8121821261334485,4.62367326894437
