variant,year,cal_year_return,ann_return,ann_vol,sharpe,max_dd,ulcer_index,exposure,entries,exits
tier_e2_x3,2015,-0.009150714953806038,-0.007081242259592231,0.06508674237594173,-0.5697203594152951,-0.043008074193363846,1.7881390186964596,0.2261904761904762,0,0
tier_e2_x3,2016,0.013967944667360621,0.018162316515564117,0.0927436386603659,-0.12763876482985925,-0.06928957011620053,2.8195358572751292,0.7182539682539683,0,0
tier_e2_x3,2017,0.2933273195921817,0.26233610243923583,0.08912182257614831,2.6069496305545257,-0.03625748926823724,0.9192611289851924,1.0,1,0
tier_e2_x3,2018,0.021210467169434644,0.03298540737170558,0.15422653561963318,0.019357287380612934,-0.11282962103783131,5.766447551632236,0.7888446215139442,1,0
tier_e2_x3,2019,0.2099839935811949,0.1989368126022269,0.12847902533025163,1.3148979934116072,-0.0966380683656637,2.860697666824648,0.8690476190476191,0,0
tier_e2_x3,2020,0.32253115203621285,0.30612379230040854,0.23412190569629954,1.1794017799367884,-0.19952159151100773,8.028002010333608,0.8695652173913043,1,0
tier_e2_x3,2021,0.26904277669314514,0.25147745326132886,0.16211550787581788,1.3661706777058176,-0.08488330827043053,2.506790226062497,0.996031746031746,1,0
tier_e2_x3,2022,-0.14924387810068995,-0.1600794131429846,0.06528862374334486,-2.9113711125264796,-0.1571971039844051,12.712740403758325,0.13545816733067728,1,0
tier_e2_x3,2023,0.2939832875609065,0.27009525826200326,0.14300495475743635,1.6789296473625726,-0.09478789731986068,3.4162032100442747,0.892,0,0
tier_e2_x3,2024,0.22141799654693872,0.21273573275399205,0.15910992308762684,1.1484873426364097,-0.11781947945395586,3.5912290099125457,0.9880952380952381,1,0
tier_e2_x3,2025,0.09216921775587084,0.12617253288238933,0.12129908580040981,0.7928545565515254,-0.12019964229269595,6.844157431716639,0.7593582887700535,2,0
