ticker,variant,CAGR,AnnReturn,AnnVol,Sharpe,Sharpe_noRF,MaxDD,UlcerIndex,TotalMultiple,TotalReturn,sharpe_wins,cagr_wins,sharpe_win_share,cagr_win_share,is_baseline
IVW,hybridL150_S10_cd0_eL1_eS1_xL1_xS1,0.0665823277939637,0.07092520811755328,0.12282630567853042,0.5679391152142983,0.5679391152142983,-0.2122967454313999,7.766154969358405,1.4140033250834279,0.4140033250834277,13.0,5.0,0.26,0.1,False
IVW,hybridL150_S10_cd0_eL1_eS1_xL1_xS2,0.08036509321418217,0.08443109292368316,0.12599596459467197,0.6588262345212635,0.6588262345212635,-0.1965445679704031,6.8489546816137326,1.5018192620542763,0.5018192620542762,25.0,15.0,0.5,0.3,False
IVW,hybridL150_S10_cd0_eL1_eS1_xL2_xS1,0.06838733823381074,0.07306282813693875,0.12543341549178053,0.5704733647987691,0.5704733647987691,-0.2125079920395457,7.508935134410018,1.4239215677482706,0.42392156774827083,13.0,6.0,0.26,0.12,False
IVW,hybridL150_S10_cd0_eL1_eS1_xL2_xS2,0.0822333810943166,0.08656871294306864,0.12853583698648532,0.6602311005821647,0.6602311005821647,-0.19421382983978008,6.500503349656944,1.5137759920294689,0.5137759920294689,25.0,14.0,0.5,0.28,False
IVW,hybridL150_S10_cd0_eL1_eS2_xL1_xS1,0.06668358009984,0.07060417545685026,0.11847754565798425,0.5769723915573048,0.5769723915573048,-0.19133359864955296,7.187453672321405,1.4115847336748366,0.4115847336748366,14.0,5.0,0.28,0.1,False
IVW,hybridL150_S10_cd0_eL1_eS2_xL1_xS2,0.07392108883700227,0.07781458868584444,0.12152763163292819,0.6171032222900557,0.6171032222900557,-0.19210300115435255,6.948277631174227,1.4592862041738286,0.4592862041738286,21.0,13.0,0.42,0.26,False
IVW,hybridL150_S10_cd0_eL1_eS2_xL2_xS1,0.06849575612924617,0.07274179547623576,0.12115799933052367,0.5798387431259104,0.5798387431259104,-0.19080712890271354,6.880623405802969,1.4215673135895017,0.42156731358950156,15.0,4.0,0.3,0.08,False
IVW,hybridL150_S10_cd0_eL1_eS2_xL2_xS2,0.07578137707481274,0.07995220870522993,0.12413669794710025,0.6197837924364706,0.6197837924364706,-0.190402640346292,6.610671257253542,1.470975610153948,0.4709756101539481,23.0,14.0,0.46,0.28,False
IVW,hybridL150_S10_cd0_eL1_eS3_xL1_xS1,0.06276455419244685,0.06674759660343878,0.1162438661380487,0.553104922097201,0.553104922097201,-0.19224648863075186,7.509239675039182,1.3836396537044384,0.3836396537044385,13.0,3.0,0.26,0.06,False
IVW,hybridL150_S10_cd0_eL1_eS3_xL1_xS2,0.06516546009808577,0.06936683943789237,0.11842359932043854,0.5633152664154316,0.5633152664154316,-0.20107214502724435,7.625822116084176,1.3972677289085977,0.3972677289085976,15.0,8.0,0.3,0.16,False
IVW,hybridL150_S10_cd0_eL1_eS3_xL2_xS1,0.06459998564963959,0.06888521662282425,0.11896851534013653,0.5563628733905557,0.5563628733905557,-0.1921533799471462,7.214153453606355,1.3943588289268047,0.3943588289268048,14.0,4.0,0.28,0.08,False
IVW,hybridL150_S10_cd0_eL1_eS3_xL2_xS2,0.06703585016014744,0.07150445945727785,0.12110610233496572,0.5667522041613602,0.5667522041613602,-0.20056245747858764,7.335695723839124,1.4091134357780857,0.40911343577808557,18.0,10.0,0.36,0.2,False
IVW,hybridL150_S10_cd0_eL2_eS1_xL1_xS1,0.0666062900148821,0.07062241878864302,0.12175324436588685,0.563197600381714,0.563197600381714,-0.20114171212031684,7.512458159870394,1.4194184540399124,0.4194184540399124,16.0,6.0,0.32,0.12,False
IVW,hybridL150_S10_cd0_eL2_eS1_xL1_xS2,0.08042428221399056,0.0841283035947729,0.1249509184652012,0.6537641394193766,0.6537641394193766,-0.18675515107732288,6.700438344299301,1.5088818394280263,0.5088818394280262,27.0,15.0,0.54,0.3,False
IVW,hybridL150_S10_cd0_eL2_eS1_xL2_xS1,0.06917909355154034,0.07352464107110966,0.1242820085217195,0.5751310123706539,0.5751310123706539,-0.20620040901209089,7.165889903485611,1.43263858089924,0.4326385808992399,17.0,5.0,0.34,0.1,False
