variant,CAGR,AnnReturn,AnnVol,Sharpe,MaxDD,UlcerIndex,TotalReturn,wins,win_share,group
"set_[100, 200, 221]__x100_0_200_0_221_1",0.10223873921958922,0.10167473628850814,0.09505193342203605,0.7475280038855505,-0.11590255973992517,4.596585475856009,3.1212697450612157,74.0,0.14979757085020243,strategy
"set_[100, 200]__x100_0_200_0",0.08965057897183819,0.0889054739831936,0.07996295650523183,0.7343012464366759,-0.12057408290895157,3.924523018889527,2.697814593258641,56.0,0.11336032388663968,strategy
sma200_3in_0out,0.10132650817598635,0.10120724330014298,0.1005106358078958,0.7044657759985921,-0.14980331314613257,5.1793123771456315,3.1414333807821935,97.0,0.19635627530364372,strategy
"set_[100, 200, 221]__x100_1_200_0_221_1",0.10966936508090311,0.11013624269630022,0.11258339975476957,0.7038940533762135,-0.13585042841944214,5.60495818373354,3.348582681617388,0.0,0.0,strategy
sma200_3in_1out,0.12918603888564784,0.13094966036985056,0.14210701044335652,0.6981909350175339,-0.18680834009740532,7.266062900045235,4.150216614386731,141.0,0.2854251012145749,strategy
"set_[100, 200, 221]__x100_0_200_1_221_1",0.11080673934476243,0.11158887531174398,0.11608964106285292,0.693559365952381,-0.1424594183078929,5.99190247211514,3.3887585863539003,1.0,0.0020242914979757085,strategy
"set_[100, 200, 221]__x100_0_200_0_221_0",0.08607186922060986,0.08569028908291695,0.08049297339342727,0.6903844180847482,-0.12417979545576167,4.183402919845147,2.6113542014795303,72.0,0.145748987854251,strategy
"set_[100, 200]__x100_0_200_1",0.10323603187580521,0.10377668251804738,0.10704378292297845,0.6808076584026588,-0.12449860811302357,5.273033277650862,3.073705841734322,0.0,0.0,strategy
"set_[100, 200]__x100_1_200_0",0.10112921749988178,0.10159773359488172,0.1050307390246843,0.6763952696034964,-0.1355545778169866,5.115598242973858,3.0068214313646267,8.0,0.016194331983805668,strategy
"set_[100, 200, 221]__x100_1_200_1_221_1",0.11802336032469056,0.12005038171953608,0.13299130818281532,0.6669389848536633,-0.1660105873925093,6.8800681065435665,3.6308595950750493,0.0,0.0,strategy
"set_[100, 200, 221]__x100_1_200_0_221_0",0.0938237002086437,0.09415179549070905,0.09612843635921017,0.6662254450735158,-0.13054687634380988,4.87021799914428,2.805867599757046,0.0,0.0,strategy
"set_[100, 200, 221]__x100_0_200_1_221_0",0.09514847703256234,0.09560442810615281,0.09845603706054545,0.6612508857068755,-0.12550960105300318,4.86628305958797,2.845918578353624,6.0,0.012145748987854251,strategy
"set_[100, 200]__x100_1_200_1",0.1142493867646438,0.11646894212973549,0.13176472275171297,0.6463529395923215,-0.16278612118489216,6.621643082232599,3.4172006705961406,2.0,0.004048582995951417,strategy
"set_[100, 200, 221]__x100_1_200_1_221_0",0.10269628463160743,0.10406593451394489,0.11408825664092442,0.6426222598093322,-0.1387105081317062,5.708423725575468,3.0547924405747318,8.0,0.016194331983805668,strategy
sma100_3in_1out,0.09767913439736908,0.10198822388962045,0.13460339109556868,0.5294593581889686,-0.1717370142153144,7.189296429513062,2.788268652639963,13.0,0.02631578947368421,strategy
sma100_3in_0out,0.07462577384046601,0.07660370466624421,0.09688060947388621,0.4808817079020854,-0.13997085054099231,5.506781574147656,2.251659887678958,21.0,0.04251012145748988,strategy
baseline_buyhold,0.1569568031462608,0.16955196975937192,0.22367829730491637,0.6466360305838522,-0.40711336832004935,13.259092022620354,5.979261624664941,,,baseline
