window,variant,CAGR,AnnReturn,AnnVol,Sharpe,Sharpe_noRF,MaxDD,UlcerIndex,TotalMultiple,TotalReturn
2015-03-05_2020-03-03,"set_[100, 200]__x100_0_200_0",0.04578277094568395,0.04638681283746524,0.05680614246061011,0.28846903041916644,0.8165809334726484,-0.05901031183811784,2.4266402589362386,1.2504119505916942,0.2504119505916942
2015-03-05_2020-03-03,"set_[100, 200]__x100_0_200_1",0.06745778989405071,0.06819719453037723,0.07610434158619528,0.5019055908540426,0.8961012356060861,-0.08380243322098596,3.1642163232388834,1.3852512437857942,0.38525124378579423
2015-03-05_2020-03-03,"set_[100, 200]__x100_1_200_0",0.04374525888393466,0.045507337709122485,0.07320544586311727,0.2118331160514859,0.621638693304513,-0.0838024332209859,3.002606557217379,1.2382975202995261,0.2382975202995261
2015-03-05_2020-03-03,"set_[100, 200]__x100_1_200_1",0.06459435922296608,0.06731771940203446,0.09681611929081063,0.3854494445283607,0.6953152005590042,-0.12555808273534455,4.294309390269143,1.3668002712390115,0.3668002712390115
2015-03-05_2020-03-03,"set_[100, 150, 200]__x100_0_150_0_200_0",0.045913990383893655,0.046502850127102355,0.056651505039782606,0.29130470788928725,0.820858158921753,-0.0608274022079879,2.556371657376949,1.2511953778484441,0.25119537784844415
2015-03-05_2020-03-03,"set_[100, 150, 200]__x100_0_150_0_200_1",0.06026607984294596,0.06104310458904369,0.07080517280807438,0.43842989654427683,0.8621277537801948,-0.08486076857451855,2.797740321413632,1.339283853087064,0.3392838530870641
2015-03-05_2020-03-03,"set_[100, 150, 200]__x100_0_150_1_200_0",0.05037069040353148,0.05145024508886564,0.06776193462965248,0.31655302060220497,0.7592794593315983,-0.06962115665274934,2.7868191403349893,1.2780374725945176,0.2780374725945176
2015-03-05_2020-03-03,"set_[100, 150, 200]__x100_0_150_1_200_1",0.06445712098283463,0.06599049955080698,0.08368867420542306,0.4300522130684535,0.7885236583964282,-0.09785198030666734,3.4019498856211396,1.3659209159351273,0.3659209159351273
2015-03-05_2020-03-03,"set_[100, 150, 200]__x100_1_150_0_200_0",0.04446178173541382,0.04591653337487385,0.06932684196612238,0.22958688039838462,0.662319702912642,-0.08486076857451866,2.6819264398298137,1.2425469997106227,0.24254699971062266
2015-03-05_2020-03-03,"set_[100, 150, 200]__x100_1_150_0_200_1",0.05844725983232202,0.060456787836815185,0.08517255495949014,0.35758922403233157,0.7098153608937728,-0.11296584748495529,3.2437873272170266,1.3278540029889359,0.32785400298893586
2015-03-05_2020-03-03,"set_[100, 150, 200]__x100_1_150_1_200_0",0.048681358488475546,0.05086392833663715,0.081400390330709,0.25631238685554625,0.6248609881351921,-0.0978519803066673,3.707998552671147,1.2678092096934062,0.26780920969340616
2015-03-05_2020-03-03,"set_[100, 150, 200]__x100_1_150_1_200_1",0.062395673301612664,0.06540418279857849,0.09839873769374702,0.3598032213458804,0.6646851812483643,-0.12555808273534472,4.336678910439354,1.3527665169055665,0.3527665169055665
2015-03-05_2020-03-03,"set_[100, 200, 250]__x100_0_200_0_250_0",0.05403473549646898,0.05411046429025536,0.05432461809160221,0.44382206699732846,0.9960578866659358,-0.05523985896626056,1.804491412522745,1.300448708538598,0.30044870853859806
2015-03-05_2020-03-03,"set_[100, 200, 250]__x100_0_200_0_250_1",0.06412329292285701,0.06452704235121033,0.06872608015424228,0.5023863178828347,0.9389018289183958,-0.06962115665274965,2.2820844144952974,1.3637837981338827,0.36378379813388273
2015-03-05_2020-03-03,"set_[100, 200, 250]__x100_0_200_1_250_0",0.06849516419865376,0.0686507187521967,0.06900490914090643,0.5601154937146984,0.9948671711459475,-0.07737699257346937,2.493518674359964,1.3919846661834692,0.39198466618346917
2015-03-05_2020-03-03,"set_[100, 200, 250]__x100_0_200_1_250_1",0.07833986449780816,0.07906729681315167,0.0850497116936412,0.5769249046945355,0.9296597864783027,-0.09785198030666718,3.3196537196135316,1.4571972327230254,0.45719723272302537
2015-03-05_2020-03-03,"set_[100, 200, 250]__x100_1_200_0_250_0",0.05275249095640211,0.053524147538026874,0.06487387639609504,0.36261356411627754,0.8250493189466425,-0.07737699257346897,2.592243779331123,1.2925703686828713,0.29257036868287134
2015-03-05_2020-03-03,"set_[100, 200, 250]__x100_1_200_0_250_1",0.06245353715887103,0.06394072559898183,0.08172732926529998,0.41529223950050803,0.782366512815071,-0.09785198030666717,3.017398792985993,1.3531343673179286,0.3531343673179286
2015-03-05_2020-03-03,"set_[100, 200, 250]__x100_1_200_1_250_0",0.06684710270732586,0.06806440199996822,0.0816290807349013,0.4663093306610448,0.8338254135314135,-0.10537247807698506,3.2139689074424465,1.3812995724521488,0.38129957245214885
2015-03-05_2020-03-03,"set_[100, 200, 250]__x100_1_200_1_250_1",0.07629386766719293,0.07848098006092318,0.09916506109949114,0.48889174799461665,0.7914176544719127,-0.12555808273534488,4.079700565695594,1.4434472238429517,0.44344722384295165
2015-03-05_2020-03-03,sma100_3in_1out,0.04875811833925314,0.052333823001660555,0.09687932627497386,0.23053239385945123,0.5401959841578664,-0.12555808273534486,4.517849445862242,1.2682725371402732,0.2682725371402732
2015-03-05_2020-03-03,sma100_3in_0out,0.05330657670762973,0.05409277325834606,0.06545545178480501,0.3680789392082236,0.826405926219629,-0.07221791154018593,3.3201009548122093,1.2959700738072744,0.29597007380727436
2015-03-05_2020-03-03,sma200_3in_1out,0.07964995909727124,0.08230161580240841,0.1060193630091625,0.4933213548725846,0.7762885332115765,-0.1569427672680138,5.449522048658589,1.4660565163032537,0.46605651630325373
