ticker,variant,CAGR,AnnReturn,AnnVol,Sharpe,Sharpe_noRF,MaxDD,UlcerIndex,TotalMultiple,TotalReturn,sharpe_wins,cagr_wins,sharpe_win_share,cagr_win_share,is_baseline
IVW,hybridL200_S10_eL2_eS2_xL1_xS1,0.08894214574804127,0.0939208481786277,0.13178194479999353,0.7126989081939268,0.7126989081939268,-0.3305595014281011,9.396902855848662,7.978453964099908,6.978453964099908,1.0,0.0,1.0,0.0,False
IVW,hybridL200_S10_eL2_eS2_xL1_xS2,0.09561870508688397,0.10058161525968304,0.13589910760601884,0.7401197626056257,0.7401197626056257,-0.28069035843845236,8.266545505579048,9.260194668860816,8.260194668860816,1.0,0.0,1.0,0.0,False
IVW,hybridL200_S10_eL2_eS2_xL2_xS1,0.08655372797813543,0.09205800795259002,0.1342341134456695,0.6858018844058592,0.6858018844058592,-0.3136572239249281,9.441351491398239,7.562695614965723,6.562695614965723,1.0,0.0,1.0,0.0,False
IVW,hybridL200_S10_eL2_eS2_xL2_xS2,0.0932156433682354,0.09871877503364539,0.13827863962730183,0.7139119628289595,0.7139119628289595,-0.27023531060692824,8.845826843493542,8.777644632787439,7.777644632787439,1.0,0.0,1.0,0.0,False
IVW,hybridL200_S10_eL2_eS3_xL1_xS1,0.08468834768248512,0.08964619307469791,0.12901799241809087,0.6948348164044734,0.6948348164044734,-0.3122514158841092,9.45199548690593,7.252516241230646,6.252516241230646,1.0,0.0,1.0,0.0,False
IVW,hybridL200_S10_eL2_eS3_xL1_xS2,0.08728525372072116,0.09245785036880928,0.13222947046209446,0.6992227227841293,0.6992227227841293,-0.2729388025438573,8.84140774397864,7.687774796529638,6.687774796529638,1.0,0.0,1.0,0.0,False
IVW,hybridL200_S10_eL2_eS3_xL2_xS1,0.08230925992788718,0.08778335284866023,0.13152146363301723,0.6674450726430561,0.6674450726430561,-0.2940097558436132,9.839752540731135,6.874586608109892,5.874586608109892,1.0,0.0,1.0,0.0,False
IVW,hybridL200_S10_eL2_eS3_xL2_xS2,0.08490047007442447,0.0905950101427716,0.13467341037794953,0.6727015369145579,0.6727015369145579,-0.31193637968122434,9.611022242181928,7.287163779369873,6.287163779369873,1.0,0.0,1.0,0.0,False
IVW,hybridL200_S10_eL3_eS2_xL1_xS1,0.08350153174604924,0.08882497231874113,0.1311235934991125,0.6774141094550031,0.6774141094550031,-0.3302923947810252,9.727323941010892,7.0615604016170925,6.0615604016170925,1.0,0.0,1.0,0.0,False
IVW,hybridL200_S10_eL3_eS2_xL1_xS2,0.09061264070803055,0.09591711502919734,0.13527734904478683,0.7090404691286614,0.7090404691286614,-0.2728375688004225,8.549044489801746,8.28217406702345,7.282174067023449,1.0,0.0,1.0,0.0,False
