variant,CAGR,AnnReturn,AnnVol,Sharpe,Sharpe_noRF,MaxDD,UlcerIndex,TotalMultiple,TotalReturn,sharpe_wins,cagr_wins,sharpe_win_share,cagr_win_share,is_baseline
hybridL200_S20_eL2_eS2_xL1_xS1,0.11693718281992549,0.1191094114050622,0.13023787132823772,0.9145528116385708,0.9145528116385708,-0.19921706493845706,6.100401214114845,14.811718776785781,13.811718776785781,1.0,1.0,1.0,1.0,False
hybridL200_S20_eL2_eS2_xL2_xS1,0.1185521699677281,0.12080106718928078,0.1320992664654838,0.914471899969595,0.914471899969595,-0.19595962268856465,6.1195068169487135,15.34261628736071,14.34261628736071,1.0,1.0,1.0,1.0,False
hybridL200_S20_eL3_eS2_xL2_xS1,0.11797555324512032,0.12022984677261256,0.13167690241053023,0.9130670950761807,0.9130670950761807,-0.19689565801643089,6.101406214608803,15.151003059519097,14.151003059519097,1.0,1.0,1.0,1.0,False
hybridL200_S20_eL3_eS2_xL1_xS1,0.1139940252772409,0.11638771499559954,0.12960298199179637,0.8980326934373059,0.8980326934373059,-0.19903805279844566,6.210183536561335,13.889183937201492,12.889183937201492,1.0,1.0,1.0,1.0,False
hybridL200_S20_eL3_eS2_xL2_xS2,0.11568962363810531,0.11834923007049268,0.13293004326872962,0.8903121308043168,0.8903121308043168,-0.20016917490528668,6.464086239971293,14.413713860241653,13.413713860241653,1.0,1.0,1.0,1.0,False
hybridL200_S20_eL2_eS2_xL2_xS2,0.11601023224988616,0.11869399204635948,0.13336303021413268,0.8900067121733809,0.8900067121733809,-0.20124844577825513,6.514583766460557,14.51500608614952,13.51500608614952,1.0,1.0,1.0,1.0,False
hybridL200_S20_eL2_eS2_xL1_xS2,0.11439949536617955,0.1170023362621409,0.13151548256549633,0.8896468611889274,0.8896468611889274,-0.19057264428581283,6.45667258151768,14.012924013331224,13.012924013331224,1.0,1.0,1.0,1.0,False
hybridL200_S20_eL2_eS3_xL2_xS1,0.11128521547153669,0.1139432678623837,0.1294997348188015,0.8798725960467432,0.8798725960467432,-0.24765173763959256,6.747689015009602,13.089001859031375,12.089001859031375,1.0,1.0,1.0,1.0,False
hybridL200_S20_eL2_eS3_xL1_xS1,0.10968068113737117,0.11225161207816509,0.12760034459505273,0.8797124524577283,0.8797124524577283,-0.25069975747242773,6.775190421377894,12.636074799300268,11.636074799300268,1.0,1.0,1.0,1.0,False
hybridL200_S20_eL3_eS3_xL2_xS1,0.11070227895480889,0.1133720474457155,0.1291385965270001,0.8779098619211945,0.8779098619211945,-0.2485275948381862,6.7445085073559605,12.922679194516721,11.922679194516721,1.0,1.0,1.0,1.0,False
