variant,CAGR,AnnReturn,AnnVol,Sharpe,Sharpe_noRF,MaxDD,UlcerIndex,TotalMultiple,TotalReturn,sharpe_wins,cagr_wins,sharpe_win_share,cagr_win_share,is_baseline
hybridL200_S20_eL2_eS2_xL1_xS1,0.10385427882138869,0.10585987199128412,0.12328451593497049,0.8483140900840153,0.8483140900840153,-0.16106621482123237,5.621908871836262,2.052182635317729,1.0521826353177286,406.0,186.0,0.8731182795698925,0.4,False
hybridL200_S20_eL2_eS2_xL2_xS1,0.10513045442797177,0.1073586798559556,0.1255227450599517,0.844525390161104,0.844525390161104,-0.16632768908698048,5.654080636892347,2.063919492352033,1.063919492352033,389.0,200.0,0.8365591397849462,0.43010752688172044,False
hybridL200_S20_eL3_eS2_xL2_xS1,0.1042782640478112,0.10656898263666713,0.12506111891841537,0.8421458321493553,0.8421458321493553,-0.1679447215368875,5.6348978043230105,2.0492236209725054,1.0492236209725057,389.0,195.0,0.8365591397849462,0.41935483870967744,False
hybridL200_S20_eL2_eS2_xL1_xS2,0.10234604106532949,0.10469946952418016,0.1241711122877803,0.8361942213842,0.8361942213842,-0.16712983113201307,5.816840316966428,2.024520952878843,1.0245209528788428,408.0,175.0,0.8774193548387097,0.3763440860215054,False
hybridL200_S20_eL2_eS2_xL2_xS2,0.10362466696659163,0.10619827738885164,0.1264010400245293,0.8326562100937914,0.8326562100937914,-0.16987023673829163,5.8594775640287295,2.036491280160796,1.0364912801607964,393.0,185.0,0.8451612903225807,0.3978494623655914,False
hybridL200_S20_eL3_eS2_xL2_xS2,0.10301825279844884,0.10562459174168044,0.12592669795504494,0.8320039367175346,0.8320039367175346,-0.16994642273214483,5.811559403509746,2.025503882198855,1.025503882198855,390.0,169.0,0.8387096774193549,0.3634408602150538,False
hybridL200_S20_eL3_eS2_xL1_xS1,0.1000218957877871,0.1023793378019393,0.12255126060104211,0.8258969012252368,0.8258969012252368,-0.1642153072568667,5.78194233813006,1.9957459193216687,0.9957459193216688,377.0,175.0,0.810752688172043,0.3763440860215054,False
hybridL200_S30_eL2_eS2_xL1_xS1,0.09756473027263958,0.09995928181485567,0.12093156945031475,0.8202148908351102,0.8202148908351102,-0.1703102181252554,6.015206561695246,1.9614580958736108,0.9614580958736108,412.0,130.0,0.886021505376344,0.27956989247311825,False
hybridL200_S20_eL2_eS3_xL1_xS1,0.09884288625028395,0.10073770113427115,0.12087766557744295,0.8170787717445804,0.8170787717445804,-0.1745555851533049,5.968619820704198,2.009315957942998,1.0093159579429982,387.0,122.0,0.832258064516129,0.2623655913978495,False
hybridL200_S20_eL3_eS2_xL1_xS2,0.0987649784118461,0.10143494690695264,0.12342627026239836,0.8155725498863647,0.8155725498863647,-0.16821212706124414,5.9484117776934555,1.9723851864094397,0.9723851864094396,375.0,171.0,0.8064516129032258,0.36774193548387096,False
