scenario,strategy,year,cal_year_return,ann_return,ann_vol,sharpe,max_dd,ulcer_index,exposure,entries,exits,avg_trade_days,median_trade_days
base,SMA220,2014,0.19181420043769504,0.18507806559282414,0.13827769397779927,1.1214973372185557,-0.0824852221041139,2.4782671785160386,1.0,1,0,252.0,252.0
base,SMA220,2015,0.03295922183270372,0.042944726600471356,0.14505159815095894,0.08924221977202516,-0.10743628602075833,5.1863865131263305,0.8412698412698413,2,1,106.0,106.0
base,SMA220,2016,0.04158795467276133,0.04512548938863629,0.09370548325638323,0.16141520072258883,-0.055054001121925496,2.0915010819134037,0.6428571428571429,4,3,40.5,17.0
base,SMA220,2017,0.32663555338675576,0.28924058408762254,0.10315909756772554,2.513017176380659,-0.048819361817442265,1.206727783317458,1.0,1,0,251.0,251.0
base,SMA220,2018,0.027377718802991113,0.0424238075360757,0.17466305731459872,0.0711301389491783,-0.15083937127435706,7.4350317247835935,0.8087649402390438,2,2,101.5,101.5
base,SMA220,2019,0.19304208929269517,0.18576621414899083,0.13558840893097474,1.1488165941108448,-0.08979134822128153,3.0119612613034885,0.8452380952380952,3,2,71.0,55.0
base,SMA220,2020,0.41594327714816637,0.37911451328804646,0.25432868635750483,1.372690270563121,-0.1831800399775176,8.333532577601677,0.9051383399209486,2,1,114.5,114.5
base,SMA220,2021,0.27419715702606173,0.2589816984349954,0.18218118217135468,1.2568899581495823,-0.10851539231447471,3.1514338595043148,1.0,1,0,252.0,252.0
base,SMA220,2022,-0.1276981201252767,-0.13432431506953832,0.07434055638035357,-2.2104262204979315,-0.15914975572230605,14.36957105250685,0.05976095617529881,2,2,7.5,7.5
base,SMA220,2023,0.021112720176838407,0.028411716464963002,0.12139378671334428,-0.013083730049442523,-0.157777481307466,7.423681944589451,0.856,3,2,71.33333333333333,11.0
base,SMA220,2024,0.255782614218087,0.2440482370517495,0.180071281751877,1.1886861412287268,-0.13557740239176252,3.771639709336737,1.0,1,0,252.0,252.0
base,SMA220,2025,0.08383560716294114,0.11798657958995099,0.13765752106937235,0.6391701587130154,-0.13501872894040712,7.906922077178144,0.7540106951871658,2,1,70.5,70.5
base,SMA221,2012,0.09897871857171436,0.10520732105634717,0.14213792055483387,0.5291151070929995,-0.11487151772715896,5.504137955557846,0.864,3,3,72.0,3.0
base,SMA221,2013,0.33605907087893994,0.2968584665680487,0.11819873097195906,2.2577100817720033,-0.05853823568723458,1.3492271417943988,0.9880952380952381,1,0,249.0,249.0
base,SMA221,2014,0.19181420043769504,0.18507806559282414,0.13827769397779927,1.1214973372185557,-0.0824852221041139,2.4782671785160386,1.0,1,0,252.0,252.0
base,SMA221,2015,0.03295922183270372,0.042944726600471356,0.14505159815095894,0.08924221977202516,-0.10743628602075833,5.1863865131263305,0.8412698412698413,2,1,106.0,106.0
base,SMA221,2016,0.04158795467276133,0.04512548938863629,0.09370548325638323,0.16141520072258883,-0.055054001121925496,2.0915010819134037,0.6428571428571429,4,3,40.5,17.0
base,SMA221,2017,0.32663555338675576,0.28924058408762254,0.10315909756772554,2.513017176380659,-0.048819361817442265,1.206727783317458,1.0,1,0,251.0,251.0
base,SMA221,2018,-0.003828262830652296,0.011924763728889285,0.17730398560612162,-0.10194489542533244,-0.17535694534902616,8.13793563378123,0.8127490039840638,3,3,68.0,6.0
base,SMA221,2019,0.19304208929269517,0.18576621414899083,0.13558840893097474,1.1488165941108448,-0.08979134822128153,3.0119612613034885,0.8452380952380952,3,2,71.0,55.0
base,SMA221,2020,0.41594327714816637,0.37911451328804646,0.25432868635750483,1.372690270563121,-0.1831800399775176,8.333532577601677,0.9051383399209486,2,1,114.5,114.5
base,SMA221,2021,0.27419715702606173,0.2589816984349954,0.18218118217135468,1.2568899581495823,-0.10851539231447471,3.1514338595043148,1.0,1,0,252.0,252.0
base,SMA221,2022,-0.1276981201252767,-0.13432431506953832,0.07434055638035357,-2.2104262204979315,-0.15914975572230605,14.36957105250685,0.05976095617529881,2,2,7.5,7.5
base,SMA221,2023,0.021112720176838407,0.028411716464963002,0.12139378671334428,-0.013083730049442523,-0.157777481307466,7.423681944589451,0.856,3,2,71.33333333333333,11.0
base,SMA221,2024,0.255782614218087,0.2440482370517495,0.180071281751877,1.1886861412287268,-0.13557740239176252,3.771639709336737,1.0,1,0,252.0,252.0
base,SMA221,2025,0.08383560716294114,0.11798657958995099,0.13765752106937235,0.6391701587130154,-0.13501872894040712,7.906922077178144,0.7540106951871658,2,1,70.5,70.5
base,SMA225,2012,0.10209740024423519,0.10816588795087893,0.14284856174992464,0.5471940843739029,-0.11487151772715896,5.398465193596492,0.88,4,4,55.0,4.0
base,SMA225,2013,0.33605907087893994,0.2968584665680487,0.11819873097195906,2.2577100817720033,-0.05853823568723458,1.3492271417943988,0.9880952380952381,1,0,249.0,249.0
base,SMA225,2014,0.19181420043769504,0.18507806559282414,0.13827769397779927,1.1214973372185557,-0.0824852221041139,2.4782671785160386,1.0,1,0,252.0,252.0
base,SMA225,2015,0.018146378648435046,0.02860281812542395,0.14576397279276218,-0.009585234594027376,-0.12023582935963821,5.7437053168034335,0.8452380952380952,3,2,71.0,51.0
base,SMA225,2016,0.04158795467276133,0.04512548938863629,0.09370548325638323,0.16141520072258883,-0.055054001121925496,2.0915010819134037,0.6428571428571429,4,3,40.5,17.0
base,SMA225,2017,0.32663555338675576,0.28924058408762254,0.10315909756772554,2.513017176380659,-0.048819361817442265,1.206727783317458,1.0,1,0,251.0,251.0
base,SMA225,2018,-0.003828262830652296,0.011924763728889285,0.17730398560612162,-0.10194489542533244,-0.17535694534902616,8.13793563378123,0.8127490039840638,3,3,68.0,6.0
base,SMA225,2019,0.19304208929269517,0.18576621414899083,0.13558840893097474,1.1488165941108448,-0.08979134822128153,3.0119612613034885,0.8452380952380952,3,2,71.0,55.0
base,SMA225,2020,0.41594327714816637,0.37911451328804646,0.25432868635750483,1.372690270563121,-0.1831800399775176,8.333532577601677,0.9051383399209486,2,1,114.5,114.5
base,SMA225,2021,0.27419715702606173,0.2589816984349954,0.18218118217135468,1.2568899581495823,-0.10851539231447471,3.1514338595043148,1.0,1,0,252.0,252.0
base,SMA225,2022,-0.13861267765477525,-0.14688802334998816,0.07528139259461031,-2.3496911687397803,-0.1658069463384234,15.195962988275,0.06374501992031872,3,3,5.333333333333333,1.0
base,SMA225,2023,0.28040738325858827,0.2609668455869113,0.15325975764293745,1.5070286495233458,-0.10779925137080705,3.6697055904621383,0.848,3,2,70.66666666666667,11.0
base,SMA225,2024,0.255782614218087,0.2440482370517495,0.180071281751877,1.1886861412287268,-0.13557740239176252,3.771639709336737,1.0,1,0,252.0,252.0
base,SMA225,2025,0.08383560716294114,0.11798657958995099,0.13765752106937235,0.6391701587130154,-0.13501872894040712,7.906922077178144,0.7540106951871658,2,1,70.5,70.5
base,SMA230,2012,0.09326136618458913,0.10008331498206796,0.1430928208530316,0.4897752002111234,-0.11487151772715896,5.462845462253392,0.884,4,4,55.25,4.0
base,SMA230,2013,0.33605907087893994,0.2968584665680487,0.11819873097195906,2.2577100817720033,-0.05853823568723458,1.3492271417943988,0.9880952380952381,1,0,249.0,249.0
base,SMA230,2014,0.19181420043769504,0.18507806559282414,0.13827769397779927,1.1214973372185557,-0.0824852221041139,2.4782671785160386,1.0,1,0,252.0,252.0
base,SMA230,2015,0.018146378648435046,0.02860281812542395,0.14576397279276218,-0.009585234594027376,-0.12023582935963821,5.7437053168034335,0.8452380952380952,3,2,71.0,51.0
base,SMA230,2016,0.023991421477373542,0.027857485932437344,0.091228821923908,-0.02348505683159738,-0.049510858964957924,2.0751117733840556,0.623015873015873,4,3,39.25,16.0
base,SMA230,2017,0.32663555338675576,0.28924058408762254,0.10315909756772554,2.513017176380659,-0.048819361817442265,1.206727783317458,1.0,1,0,251.0,251.0
base,SMA230,2018,0.04055701781944854,0.05656288271635959,0.1822252223066533,0.14576951741432856,-0.13861427131889817,6.648649028623923,0.8247011952191236,2,2,103.5,103.5
base,SMA230,2019,0.19109069318020988,0.18413037209525057,0.13560576302520227,1.1366063554880443,-0.08979134822128128,3.014481124479499,0.8492063492063492,3,2,71.33333333333333,55.0
base,SMA230,2020,0.41594327714816637,0.37911451328804646,0.25432868635750483,1.372690270563121,-0.1831800399775176,8.333532577601677,0.9051383399209486,2,1,114.5,114.5
base,SMA230,2021,0.27419715702606173,0.2589816984349954,0.18218118217135468,1.2568899581495823,-0.10851539231447471,3.1514338595043148,1.0,1,0,252.0,252.0
base,SMA230,2022,-0.13861267765477525,-0.14688802334998816,0.07528139259461031,-2.3496911687397803,-0.1658069463384234,15.195962988275,0.06374501992031872,3,3,5.333333333333333,1.0
base,SMA230,2023,0.28040738325858827,0.2609668455869113,0.15325975764293745,1.5070286495233458,-0.10779925137080705,3.6697055904621383,0.848,3,2,70.66666666666667,11.0
base,SMA230,2024,0.255782614218087,0.2440482370517495,0.180071281751877,1.1886861412287268,-0.13557740239176252,3.771639709336737,1.0,1,0,252.0,252.0
base,SMA230,2025,0.08383560716294114,0.11798657958995099,0.13765752106937235,0.6391701587130154,-0.13501872894040712,7.906922077178144,0.7540106951871658,2,1,70.5,70.5
base,SMA240,2012,0.07872779602679314,0.08689112051519055,0.1451956549713585,0.39182384986942603,-0.12139566701488809,5.716956526878929,0.916,3,3,76.33333333333333,13.0
base,SMA240,2013,0.33605907087893994,0.2968584665680487,0.11819873097195906,2.2577100817720033,-0.05853823568723458,1.3492271417943988,0.9880952380952381,1,0,249.0,249.0
base,SMA240,2014,0.19181420043769504,0.18507806559282414,0.13827769397779927,1.1214973372185557,-0.0824852221041139,2.4782671785160386,1.0,1,0,252.0,252.0
base,SMA240,2015,0.018146378648435046,0.02860281812542395,0.14576397279276218,-0.009585234594027376,-0.12023582935963821,5.7437053168034335,0.8452380952380952,3,2,71.0,51.0
base,SMA240,2016,0.023991421477373542,0.027857485932437344,0.091228821923908,-0.02348505683159738,-0.049510858964957924,2.0751117733840556,0.623015873015873,4,3,39.25,16.0
base,SMA240,2017,0.32663555338675576,0.28924058408762254,0.10315909756772554,2.513017176380659,-0.048819361817442265,1.206727783317458,1.0,1,0,251.0,251.0
base,SMA240,2018,0.022899754565420816,0.039524199547013056,0.18302678143528364,0.052037190799755786,-0.1532311681483077,7.06429304333087,0.8286852589641435,2,2,104.0,104.0
base,SMA240,2019,0.23128879967647786,0.21757878634063546,0.13731935796503578,1.366003956910407,-0.0897913482212812,3.002736771755652,0.8611111111111112,2,1,108.5,108.5
base,SMA240,2020,0.41594327714816637,0.37911451328804646,0.25432868635750483,1.372690270563121,-0.1831800399775176,8.333532577601677,0.9051383399209486,2,1,114.5,114.5
base,SMA240,2021,0.27419715702606173,0.2589816984349954,0.18218118217135468,1.2568899581495823,-0.10851539231447471,3.1514338595043148,1.0,1,0,252.0,252.0
base,SMA240,2022,-0.13861267765477525,-0.14688802334998816,0.07528139259461031,-2.3496911687397803,-0.1658069463384234,15.195962988275,0.06374501992031872,3,3,5.333333333333333,1.0
base,SMA240,2023,0.04043710633470865,0.046595915208304,0.11536150627658656,0.14386007728188152,-0.14183856206723766,6.056392009943721,0.828,3,2,69.0,5.0
base,SMA240,2024,0.255782614218087,0.2440482370517495,0.180071281751877,1.1886861412287268,-0.13557740239176252,3.771639709336737,1.0,1,0,252.0,252.0
