variant,CAGR,AnnReturn,AnnVol,Sharpe,MaxDD,UlcerIndex,TotalReturn,wins,win_share,group
x100_0_x200_0_x221_1,0.11247799827352392,0.1114550489909516,0.09900368174057145,0.8189459592154605,-0.11817585458375053,4.3903729835443,3.1549131331092406,14.0,0.7,strategy
x100_1_x200_0_x221_1,0.12225019348458317,0.12224905201737284,0.11813075084608131,0.7747630719151105,-0.13707352905594872,5.389750459939133,3.4403680697474437,2.0,0.1,strategy
x100_0_x200_1_x221_1,0.12450479799842025,0.12467727646094491,0.12199578472572284,0.7687329594572101,-0.14387298477008098,5.83784873842525,3.5034252961073653,1.0,0.05,strategy
x100_1_x200_1_x221_1,0.13414999394593882,0.13547127948736615,0.13974333011872242,0.7458411143732537,-0.17192065910768434,6.656794333210177,3.8165080925664454,1.0,0.05,strategy
x100_0_x200_0_x221_0,0.08856900641126904,0.08828799265122489,0.08262221103627163,0.7060737739942002,-0.13922571403139983,4.476435139805773,2.547500103615442,2.0,0.1,strategy
x100_0_x200_1_x221_0,0.10105852049590683,0.10151022012121817,0.10244335708635124,0.6947354597307488,-0.1287127124053657,4.762552861019469,2.845155145250819,0.0,0.0,strategy
x100_1_x200_0_x221_0,0.0985585668461291,0.0990819956776461,0.10065193924454272,0.6847467302523331,-0.14376175474023775,4.972560151278178,2.7849776206939874,0.0,0.0,strategy
x100_1_x200_1_x221_0,0.11093498860744762,0.11230422314763941,0.119508688200925,0.6830140655276722,-0.14149578506165664,5.523485950927254,3.1074351452571682,0.0,0.0,strategy
baseline_buyhold,0.1766599130625861,0.18732326925646345,0.22308553704127534,0.7024343329724076,-0.39755325845027134,11.196663292985235,5.912829170074697,,,baseline
baseline_sma100_3in_0out,0.07596468667881856,0.07831191931385215,0.10075320906168998,0.4790503828694977,-0.14454781196257313,5.737680697348265,2.149868692890996,,,baseline
baseline_sma100_3in_1out,0.10777649661825124,0.11214159793964791,0.1405540450167432,0.5764112784484622,-0.17311101341083351,6.947935906149827,2.830220253258627,,,baseline
baseline_sma200_3in_0out,0.12137544437956656,0.12056475191555634,0.11034918525929079,0.8183958162644519,-0.16033095682031753,5.499317684280682,3.1258634187470387,,,baseline
baseline_sma200_3in_1out,0.16466486044799603,0.1640854712501547,0.15610731542878137,0.8454364629170026,-0.1912663596864407,7.173006956462848,4.398225757789606,,,baseline
