window,variant,CAGR,AnnReturn,AnnVol,Sharpe,MaxDD,UlcerIndex,TotalReturn
2007-03-13_2025-10-01,x100_0_200_0,0.0951172102011455,0.09411169582279445,0.08037456443860277,0.7976615023745313,-0.14383853029310803,3.955634143151701,5.386093569762944
2007-03-13_2025-10-01,x100_0_200_1,0.10471094691517124,0.10557067234959691,0.10911232036323394,0.6925952275418837,-0.13711162746870584,5.358271818548758,6.331012027505389
2007-03-13_2025-10-01,x100_1_200_0,0.10571734117942055,0.1061977705758162,0.10645631462437163,0.7157656250329355,-0.14507567744352237,5.34185996217332,6.438752950473722
2007-03-13_2025-10-01,x100_1_200_1,0.11474025791964237,0.11765674710261868,0.13403379097069854,0.6539899115573145,-0.16747379643108237,6.94993251243378,7.4853267139672
2007-03-13_2025-10-01,baseline_buyhold,0.1635458947269135,0.17652764903558368,0.22358498256225087,0.6553555044547201,-0.5340401699040946,13.30731167455107,16.56088160847668
2007-03-13_2025-10-01,baseline_sma200_3in_1out,0.13352898981050165,0.13644856238428593,0.14863882013324353,0.7161558621688655,-0.19232886877939068,7.553630614757443,9.241600827346762
2007-03-13_2025-10-01,baseline_sma200_3in_0out,0.1129108713391378,0.11251055282035502,0.1048450365071076,0.7869762419774781,-0.16759158230855944,5.065594010899713,6.672723001632642
2007-03-13_2025-10-01,baseline_sma100_3in_1out,0.10024515220957975,0.10499070127287594,0.1371751775872894,0.5466783611426836,-0.187364416530374,7.927322841977789,5.656825370305449
2007-03-13_2025-10-01,baseline_sma100_3in_0out,0.0782905299830019,0.08029502457341782,0.09895731679163731,0.5082496798020311,-0.150329027751949,5.763980420227827,3.9245591295042566
2013-11-12_2025-10-01,x100_0_200_0,0.09311980662526587,0.09217616705287532,0.07900830333049494,0.7869573757683404,-0.14383853029310747,3.5048935066464644,2.8750317121532953
2013-11-12_2025-10-01,x100_0_200_1,0.11162646431568501,0.11218755937657016,0.11246695781651316,0.7307707167704932,-0.11880391069131171,4.6855639030048115,3.5085151120599485
2013-11-12_2025-10-01,x100_1_200_0,0.10739180078534671,0.1079534816260072,0.10866264525743613,0.7173898761743296,-0.14507567744352226,4.574982270443494,3.35322491838991
2013-11-12_2025-10-01,x100_1_200_1,0.1256669966605506,0.12796487394970202,0.13802089669735426,0.7097829118188879,-0.16667483141635986,5.975114641909677,4.071729610290328
2013-11-12_2025-10-01,baseline_buyhold,0.19255099341007975,0.19905632163023043,0.21383657948039822,0.7905865406237822,-0.3511872285595195,9.692094440213474,8.07424089404732
2013-11-12_2025-10-01,baseline_sma200_3in_1out,0.15667879266262918,0.1576948608073065,0.15529933642476915,0.8222498804376093,-0.1831800277699382,7.042033445325879,5.010207365875678
2013-11-12_2025-10-01,baseline_sma200_3in_0out,0.11500801769673674,0.11481740442341838,0.10883035933366353,0.7793542623834981,-0.16759158230855947,5.544438022298093,3.3376046544134703
2013-11-12_2025-10-01,baseline_sma100_3in_1out,0.10473629175963795,0.1093651746778317,0.139290647133446,0.5697810751198299,-0.17174931629603243,6.743900370000288,3.1340134439560776
2013-11-12_2025-10-01,baseline_sma100_3in_0out,0.07431732060607255,0.07672960840856448,0.10021486417313448,0.46629418494079766,-0.1503290277519485,5.65437287578624,2.2752876389269687
2007-02-23_2020-06-08,x100_0_200_0,0.08986947908896292,0.08908066924946102,0.07751535392481294,0.76218021666736,-0.10496939177276185,4.000075549597038,3.1350912209826403
2007-02-23_2020-06-08,x100_0_200_1,0.08396191407995901,0.08587969569062778,0.10228066098501279,0.5463368651754787,-0.13711162746870595,5.673277092949007,2.9168118701498473
