variant,CAGR,AnnReturn,AnnVol,Sharpe,MaxDD,UlcerIndex,TotalReturn
x100_0_x200_0_x221_0,0.08786699018908917,0.08679870980635872,0.07156500818464358,0.7936659443930111,-0.10789434431280663,2.876359302047572,3.7575753319916867
x100_0_x200_0_x221_1,0.10626211621995085,0.10477684437934469,0.08674590027382795,0.8620216533957118,-0.0874373020620923,3.538184938888421,4.8907089224756515
x100_0_x200_1_x221_0,0.0981193339333879,0.09750350143858338,0.08807820944233771,0.7664041068270807,-0.10317092523701928,3.5992451424651786,4.354514706204935
x100_0_x200_1_x221_1,0.11602993305500564,0.1154816360115694,0.1064591584549121,0.8029523927504353,-0.12358157614754205,4.804120082117903,5.615404013365618
x100_1_x200_0_x221_0,0.09352512275262947,0.09321887973599952,0.08699944370889563,0.7266584364324553,-0.13203015885003425,3.6874650823027606,4.07680923148122
x100_1_x200_0_x221_1,0.11158334687204308,0.11119701430898551,0.10365906027331767,0.783308416021653,-0.11691762246929457,4.423796707789624,5.273859110303049
x100_1_x200_1_x221_0,0.10352725903761528,0.1039236713682242,0.10369377657472786,0.7129036458128268,-0.11691762246929475,4.405348027207171,4.704084218149478
x100_1_x200_1_x221_1,0.12108911193060701,0.12190180594121021,0.12288684833590031,0.7478571318714659,-0.1483165952740906,5.6658074831619585,6.029152157233134
baseline_buyhold,0.17390970987731413,0.17923572083926353,0.19396434474094665,0.7693977005855308,-0.31906146527651774,7.97616023021764,12.431851643283325
baseline_sma200,0.10363357615209856,0.10241987504847956,0.08697980550722696,0.8326056218010554,-0.14732707253135008,4.004752610578131,4.711212870687626
