variant,CAGR,AnnReturn,AnnVol,Sharpe,MaxDD,UlcerIndex,TotalReturn
x100_0_x200_0_x221_0,0.07719421053310915,0.07700663952967608,0.07255537882578203,0.6478725670021948,-0.10789481688768698,3.346145628880902,6.274957682907643
x100_0_x200_0_x221_1,0.09038863286582988,0.09017294376184394,0.08506858468488598,0.70734624285497,-0.10450337610375077,4.134622029520507,8.476153976204282
x100_0_x200_1_x221_0,0.08472147837693011,0.08518226372379789,0.08762932864904815,0.6297236846900949,-0.12212741902135425,4.3352340257470825,7.452542444570729
x100_0_x200_1_x221_1,0.09737086960865637,0.09834856795596576,0.10395892620015636,0.6574574252947889,-0.14477460970097325,5.569487701699178,9.923516671160817
x100_1_x200_0_x221_0,0.07866048452926178,0.0795165587138249,0.08689934302969589,0.5698151100740053,-0.1320290611521253,4.492144973919661,6.48935600290016
x100_1_x200_0_x221_1,0.09144723594429038,0.09268286294599275,0.10148897452089825,0.617632242732784,-0.12750209305805354,5.347198795244892,8.681754258044286
x100_1_x200_1_x221_0,0.08586511790096774,0.08769218290794673,0.10284024254289317,0.5609883979404672,-0.1446774888284798,5.566515983295838,7.649050046532929
x100_1_x200_1_x221_1,0.09809879006152888,0.10085848714011457,0.12033623564854294,0.5888374915355145,-0.16684971671516,6.804704814676446,10.087380232187849
baseline_buyhold,0.1056706460620691,0.1260676536246784,0.22635548255632543,0.4244105445989067,-0.6299277242283461,22.416919952741814,11.953291630488998
baseline_sma200,0.08052486586867458,0.08095060119775878,0.08346586155024965,0.6104364137795973,-0.1473255105660008,4.216526793824853,6.7721305727381385
