variant,CAGR,AnnReturn,AnnVol,Sharpe,MaxDD,UlcerIndex,TotalReturn
x100_0_x200_0_x221_0,0.08104581907580477,0.08047769249382837,0.07115899090724062,0.70936492845477,-0.1078942533557395,3.2763498743687522,4.647423894585513
x100_0_x200_0_x221_1,0.09644881507217162,0.09580464208654009,0.0860651111067775,0.764591380180744,-0.10450307317170032,4.189752809298235,6.142455298441867
x100_0_x200_1_x221_0,0.09183674159470723,0.09180555049018133,0.08854967907072629,0.6979759965116991,-0.12212616451063928,4.193342281170377,5.652647366817159
x100_0_x200_1_x221_1,0.10679736862049616,0.10713250008289302,0.10609387293837187,0.7270212496408534,-0.14477385091357492,5.521485389771453,7.392161866864022
x100_1_x200_0_x221_0,0.08709003354318656,0.08728496930494628,0.08666437433137186,0.660997898466447,-0.1320285106367659,4.275099690194886,5.187387693610046
x100_1_x200_0_x221_1,0.10214749456846817,0.10261191889765797,0.1031131100153643,0.7041967688380119,-0.1275023145808529,5.239207576515144,6.8033977801893135
x100_1_x200_1_x221_0,0.09763363281956972,0.09861282730129922,0.10414014486973854,0.658850891624187,-0.14467677210534696,5.189295817654813,6.27464064892964
x100_1_x200_1_x221_1,0.11223744341498287,0.11393977689401093,0.12262965506325205,0.6844981896973863,-0.1668494718354815,6.536561571962009,8.142372012773256
baseline_buyhold,0.14152257126333523,0.1542779554822812,0.2091415848475384,0.5942288118973483,-0.5335756411726852,12.601108737845692,13.591454014778048
baseline_sma200,0.08823798490526213,0.0882847751478312,0.08602533612627716,0.6775303389954165,-0.14732459712426207,4.202092595402154,5.296452477767323
