variant,CAGR,AnnReturn,AnnVol,Sharpe,MaxDD,UlcerIndex,TotalReturn
x100_0_x200_0_x221_0,0.07521742017779287,0.0750716905426533,0.07119965393204326,0.633032438411458,-0.10789475399523772,3.280999914645998,6.447698339039349
x100_0_x200_0_x221_1,0.08787259902707878,0.08772608411426253,0.08345795889813665,0.6916785993378922,-0.1045029973777044,4.053865660820959,8.709586102930857
x100_0_x200_1_x221_0,0.08243783954346706,0.08292946933478525,0.08596607076969334,0.6157018561030372,-0.12212796437435455,4.250534896894563,7.6577575650615195
x100_0_x200_1_x221_1,0.09456713777171855,0.09558386290639447,0.10196675575980586,0.6431886786795945,-0.14477467755309306,5.460404746428033,10.196885042074918
x100_1_x200_0_x221_0,0.07612128199972967,0.07702096794600309,0.08529978804208525,0.5512436668987251,-0.13202858573331244,4.418646371256984,6.588442945415195
x100_1_x200_0_x221_1,0.0883791824566742,0.08967536151761232,0.09958855927528684,0.5992190463630988,-0.12750171545120914,5.254539464496721,8.814413839860626
x100_1_x200_1_x221_0,0.08302868124767282,0.08487874673813503,0.10091147885214354,0.5438305667737157,-0.1446780133629009,5.469069449484431,7.765902530715706
x100_1_x200_1_x221_1,0.09475349866145266,0.09753314030974426,0.11805154652027605,0.572064850485843,-0.16684977645237384,6.680735961795069,10.241594519852908
baseline_buyhold,0.0836453943122899,0.10922047973605274,0.2404848799163846,0.3294197945567194,-0.7528822729434618,36.06646102213661,7.880347947686358
baseline_sma200,0.07853068192054402,0.07896706411873437,0.08182798761125869,0.5984146200852801,-0.14732489269057134,4.133709320287627,6.97819734703187
