,EdgeOnly,MiddleOnly,BuyAndHold
CAGR,0.09364164535892328,0.04913538410733631,0.14737814767941293
AnnReturn,0.09657447351193411,0.05724551361348033,0.15381998712541442
AnnVol,0.11866772197846487,0.13592300321018647,0.18031421023193597
Sharpe,0.8138225955787699,0.4211613359142596,0.8530663608129256
MaxDD,-0.20656293808761472,-0.28886740413760303,-0.33717256702739784
UlcerIndex,5.004748270421681,12.578492533461988,7.238768078758162
TotalReturn,1.4424450392748578,0.6136872143825454,2.941342331709903
