variant,CAGR,AnnReturn,AnnVol,Sharpe,Sharpe_noRF,MaxDD,UlcerIndex,TotalMultiple,TotalReturn,kind,note,long_window,short_window,entry_days_long,entry_days_short,exit_days_long,exit_days_short,window,entry_days,exit_days,beat_sharpe_count,beat_cagr_count,better_maxdd_count,beat_sharpe_share,beat_cagr_share,better_maxdd_share
hybridL200_S20_eL3_eS2_xL2_xS1,0.1168259402882469,0.1191805779851026,0.13231778697232163,0.8960501325420593,0.8960501325420593,-0.20041876318350044,6.7245810278222455,4.68471311986733,3.68471311986733,hybrid,Close variant with a slower bull-regime entry.,200.0,20.0,3.0,2.0,2.0,1.0,,,,9.0,1.0,9.0,1.0,0.1111111111111111,1.0
hybridL200_S20_eL2_eS2_xL2_xS1,0.1156360982098934,0.11828758055369455,0.13319084707442908,0.8839914105074012,0.8839914105074012,-0.21054242384152483,6.764685613452434,4.717117069425358,3.717117069425358,hybrid,Best overall variant from hybridSMAtiming/v4.,200.0,20.0,2.0,2.0,2.0,1.0,,,,9.0,1.0,9.0,1.0,0.1111111111111111,1.0
hybridL200_S20_eL2_eS2_xL1_xS1,0.1135843311608463,0.11613158685041215,0.13099573481217297,0.8816061319240263,0.8816061319240263,-0.205150700205171,6.957325847890777,4.725809590257448,3.725809590257448,hybrid,Near-tie full-span variant with a faster 200-SMA exit.,200.0,20.0,2.0,2.0,1.0,1.0,,,,9.0,2.0,8.0,1.0,0.2222222222222222,0.8888888888888888
200SMA_3in_2out_hybrid20SMA,0.11415918680165493,0.11654828497701783,0.13107620271202966,0.8804303397608471,0.8804303397608471,-0.20939827364668764,6.812143089030066,4.519629284989779,3.5196292849897777,hybrid,Simpler remembered 3-day version from SMAtiming/v13.,200.0,20.0,3.0,3.0,2.0,1.0,,,,9.0,1.0,9.0,1.0,0.1111111111111111,1.0
sma200_3in_2out,0.08918261114388054,0.09285392377669052,0.12273489204817291,0.743326855228581,0.743326855228581,-0.2286865475691413,8.266194902474016,3.4212492791846767,2.4212492791846767,single_sma,Plain 200-SMA control without the 20-SMA regime switch.,,,,,,,200.0,3.0,2.0,4.0,0.0,8.0,0.4444444444444444,0.0,0.8888888888888888
