Date,baseline: follow original signal,reclaim SMA20 after pullback/touch,reclaim SMA50 after pullback/touch,reclaim SMA100 after pullback/touch,reclaim SMA200 after pullback/touch,touch/undercut SMA20,touch/undercut SMA50,touch/undercut SMA100,touch/undercut SMA200,above rising SMA20,above rising SMA50,above rising SMA100,first reclaim among SMA20/50/100,first touch among SMA20/50/100,no fallback: stay bonds until next full cycle
2015-11-02,1.032958201923695,0.9997813657058535,1.0119366862234436,1.032056225296551,1.0242147900842198,0.9997813657058535,1.0106615056634256,1.032958201923695,1.032958201923695,1.032958201923695,1.0158755340313077,1.00601380709373,1.0347480135641098,1.032958201923695,0.9997813657058535
2015-11-03,1.0349875305022573,1.0,1.0122920390227625,1.0340837818702604,1.0262269415345238,1.0,1.0110164106689372,1.0349875305022573,1.0349875305022573,1.0349875305022573,1.017871302349554,1.0078876450917935,1.0367808583700524,1.0349875305022573,1.0
2015-11-04,1.032586762623833,0.9997813657058535,1.0118376458806104,1.0316851103365958,1.0238464948097075,0.9997813657058535,1.0105625901251594,1.032586762623833,1.032586762623833,1.032586762623833,1.0155102374526033,1.0060560421308413,1.034375930669588,1.032586762623833,0.9997813657058535
2015-11-05,1.0319089349381774,0.9997813657058535,1.0117385760622908,1.0310078745284514,1.023174404555248,0.9997813657058535,1.0104636451485498,1.0319089349381774,1.0319089349381774,1.0319089349381774,1.0148436194221118,1.0051385644010127,1.0336969285086444,1.0319089349381774,0.9997813657058535
2015-11-06,1.0310984069117237,0.9997813657058535,1.0115997674694523,1.0301980542531286,1.0223707371939494,0.9997813657058535,1.0103250114737883,1.0310984069117237,1.0310984069117237,1.0310984069117237,1.014046495598333,1.0043490635552184,1.0328849960763842,1.0310984069117237,0.9997813657058535
2015-11-09,1.024450018693501,1.0,1.0098521576565003,1.0235554713915698,1.015778623853212,1.0,1.008579603891559,1.024450018693501,1.024450018693501,1.024450018693501,1.0075080558830993,0.9994549249780685,1.0262250881639465,1.024450018693501,1.0
2015-11-10,1.0249740304134085,0.9997813657058535,1.009935488013017,1.0240790255456989,1.0162982001078051,0.9997813657058535,1.0086628292402702,1.0249740304134085,1.0249740304134085,1.0249740304134085,1.0080234016974878,0.9999591054131879,1.0267500078414793,1.0249740304134085,0.9997813657058535
2015-11-11,1.0237893487089147,1.0,1.0094330995305796,1.022895378302431,1.0151235460695052,1.0,1.008161073836992,1.0237893487089147,1.0237893487089147,1.0237893487089147,1.0068583118061751,0.9985898732234059,1.0255632734333031,1.0237893487089147,1.0
2015-11-12,1.0129304140151931,1.0,1.007029439601867,1.012045925604468,1.0043565261676777,0.9893933896583164,1.0057604428531293,1.0129304140151931,1.0129304140151931,1.0129304140151931,0.9961789580235616,0.9907100366264533,1.0146855234112546,1.0129304140151931,1.0
2015-11-13,1.00753675851428,0.9997813657058535,1.0041029301836037,1.0066569798306162,0.9990085249355211,0.9841250641891025,1.0028376212425814,1.00753675851428,1.00753675851428,1.00753675851428,0.9908745007355835,0.985434700270742,1.0092825222975357,1.00753675851428,0.9997813657058535
2015-11-16,1.013271569683688,1.0,1.0069158028906886,1.0123867833766507,1.0046947941447777,0.9897266180406248,1.0056469493399662,1.013271569683688,1.013271569683688,1.013271569683688,0.9965144717900186,0.991043708456377,1.015027270201816,1.013271569683688,1.0
2015-11-17,1.0130219532597526,0.9997813657058535,1.0068206742953383,1.0121373849171786,1.0044472905838722,0.9894828018451836,1.0055519406198383,1.0130219532597526,1.0130219532597526,1.0130219532597526,0.9962689834270857,0.9907995677996468,1.014777221266303,1.0130219532597526,0.9997813657058535
2015-11-18,1.0201092960284084,1.006776074171619,1.010380346896084,1.0192185390351087,1.0114746429709631,0.9964054591062632,1.0091071275394516,1.0201092960284084,1.0201092960284084,1.0201092960284084,1.003239118430189,0.997731437468844,1.0218768443078328,1.0201092960284084,0.9997813657058535
2015-11-19,1.0199677890797338,1.0066364167733293,1.0104573460952313,1.0190771556499627,1.0113343337992442,0.9962672402931324,1.0091840297089298,1.0199677890797338,1.0199677890797338,1.0199677890797338,1.0030999516693402,0.997593034719391,1.0217350921693882,1.0199677890797338,1.0
2015-11-20,1.0215971429150017,1.0082444743256858,1.0113781878047936,1.0207050867373653,1.0129498960681278,0.9978587335405692,1.0101037110302358,1.0215971429150017,1.0215971429150017,1.0215971429150017,1.0047023598737053,0.9991866458653107,1.0233672691938764,1.0215971429150017,0.9997813657058535
2015-11-23,1.0200773880835339,1.0078602571880613,1.0115551240540903,1.020316121167237,1.0125638858101647,0.9974784741529729,1.010280424315321,1.021207837404234,1.021207837404234,1.0200773880835339,1.00320773816671,0.9977002294798272,1.0229772891315794,1.021207837404234,1.0
2015-11-24,1.0204362104824225,1.0080713932266536,1.0113981097780036,1.0205298665772764,1.0127760072090857,0.9976874353180866,1.0101236078989968,1.021421769619371,1.021421769619371,1.0204362104824225,1.0035606264979267,0.9980511804899131,1.0231915920280938,1.021421769619371,0.9997813657058535
2015-11-25,1.0206820419054516,1.008237404932631,1.011715891008197,1.0206979299756525,1.0129427936826028,0.9978517369680315,1.0104409886807704,1.02158997989856,1.02158997989856,1.0206820419054516,1.0038023924548516,0.9982916191762665,1.0233600937660419,1.02158997989856,0.9997813657058535
2015-11-27,1.0217598885498318,1.0087165096262178,1.0121111969293513,1.0211829557905976,1.013424134331555,0.9983259064923382,1.010835796461643,1.0220754296070276,1.0220754296070276,1.0217598885498318,1.0048624140834366,0.9993458213936712,1.023846384615552,1.0220754296070276,1.0
2015-11-30,1.0171865249707248,1.0063633965583831,1.010723299965249,1.018800761254284,1.0110600394139075,0.9959970324091774,1.009449648440189,1.0196911531262032,1.0196911531262032,1.0171865249707248,1.0003646830430206,0.9948727824402815,1.0214579768874117,1.0196911531262032,1.0
2015-12-01,1.0234635845624158,1.01014638769839,1.012460397139796,1.0226305053272875,1.014860685566379,0.9997410556536263,1.0111845566313955,1.0235242442451884,1.0235242442451884,1.0234635845624158,1.0065379350226071,1.001012143892901,1.025297709621799,1.0235242442451884,0.9997813657058535
2015-12-02,1.0162731511739331,1.006715397552607,1.0109370413789682,1.0191571125306758,1.0114136831774931,0.9943096090930567,1.0096631205100852,1.0200478158396218,1.0179635871083956,1.0162731511739331,0.9994664142729408,0.9939794450746019,1.0218152575920278,1.0179635871083956,0.9997813657058535
2015-12-03,1.0052825325137495,1.001047988827172,1.0080888412730198,1.013419661880584,1.0057198249659274,0.983556518025882,1.0068185095312587,1.0143053508828876,1.0069546870081252,1.0052825325137495,0.9886575542629661,0.9832299246093053,1.0160628426386673,1.0069546870081252,1.0
2015-12-04,1.0169594620475646,1.0126757317227666,1.0123600943129736,1.0218156674769092,1.017401833900791,0.9949810875195886,1.0110843802000449,1.0227086942585157,1.0186510395693669,1.0169594620475646,1.0001413751996884,0.9946507005343501,1.0278649916183695,1.0186510395693669,1.0
2015-12-07,1.0137910111398614,1.0095206272558435,1.0113100318920627,1.019644202316143,1.0142320047341185,0.9918811126950743,1.010035641003407,1.0205353313224408,1.0154773183627632,1.0137910111398614,0.9970253229219479,0.9915517550674281,1.0246625633139683,1.0154773183627632,1.0
2015-12-08,1.010203635961923,1.005948363150086,1.0106356613929908,1.0176310772663393,1.0106430690674242,0.9883712673284761,1.0093621203046856,1.0185204468803697,1.0118839760608247,1.010203635961923,0.9934972743834186,0.9880430751573837,1.0210367183370415,1.0118839760608247,0.9997813657058535
2015-12-09,1.0048880187662863,1.000655136886857,1.0081265714642047,1.0135671041455752,1.0053251396071223,0.983170530450033,1.005575953500856,1.0144529220066307,1.006559517039237,1.0048880187662863,0.9882695648330545,0.9828440652019945,1.0156640982591096,1.006559517039237,0.9995623169391116
2015-12-10,1.0061865268031105,1.0019481752285144,1.0089469853088304,1.014876827225177,1.0066242124879035,0.9844409753269909,1.0063942916514679,1.0157637897327905,1.0078601849723883,1.0061865268031105,0.9895465986403238,0.9841140882232428,1.016976531057266,1.0078601849723883,0.9997813657058535
2015-12-11,0.9982193237714527,0.9940145323833776,1.0050097822537454,1.006840812510969,0.9986535437661158,0.9766459582857341,0.9984254434927033,1.0077207518571791,0.999879729552545,0.9982193237714527,0.981711154166919,0.9763216595449331,1.0089238904329598,0.999879729552545,1.0
2015-12-14,1.0008723006438267,0.9966563341421867,1.0062340918136685,1.0095167027949417,1.001307674669048,0.9792415994220329,1.0010789681713965,1.0103989807642169,1.0025371193009585,1.0008723006438267,0.9843202571218851,0.9789164387894226,1.0116053169326906,1.0025371193009585,1.0
2015-12-15,1.0006534756348446,0.9964384308880649,1.0060140945332587,1.009295987823197,1.0010887544723732,0.9790275036261444,1.0008600979778055,1.010178072896251,1.0023179303055245,1.0006534756348446,0.9841050509572552,0.9787024140847995,1.0113841453182681,1.0023179303055245,0.9997813657058535
2015-12-16,1.0008723006438267,0.9966563341421868,1.0062340918136685,1.0095167027949419,1.001307674669048,0.979241599422033,1.0010789681713965,1.0103989807642169,1.0025371193009587,1.0008723006438267,0.9843202571218852,0.9789164387894227,1.0116053169326906,1.0025371193009587,1.0
2015-12-17,1.0006534756348446,0.996438430888065,1.0060140945332587,1.0092959878231973,1.0010887544723732,0.9790275036261445,1.0008600979778055,1.010178072896251,1.0023179303055247,1.0006534756348446,0.9841050509572553,0.9787024140847996,1.0113841453182681,1.0023179303055247,0.9997813657058535
2015-12-18,0.9932065887870275,0.9966563341421869,1.0062340918136685,1.009516702794942,1.001307674669048,0.9717415577738311,0.993411673441622,1.0026603037701989,0.9948586565466563,1.0008723006438267,0.9843202571218853,0.9789164387894228,1.0116053169326906,0.9948586565466563,1.0
2015-12-21,0.9964928030346613,0.9964384308880652,1.0060140945332587,1.0128568821789719,1.0010887544723732,0.974956750854733,0.9966985662511194,1.0059777974447128,0.9981503369769262,1.0006534756348446,0.9841050509572554,0.9787024140847997,1.014952406896669,0.9981503369769262,0.9997813657058535
2015-12-22,0.9964928030346613,0.9964384308880652,1.0060140945332587,1.0128568821789719,1.0010887544723732,0.974956750854733,0.9966985662511194,1.0059777974447128,0.9981503369769262,1.0006534756348446,0.9841050509572554,0.9787024140847997,1.014952406896669,0.9981503369769262,0.9997813657058535
2015-12-23,0.9964928030346613,0.9964384308880652,1.0060140945332587,1.0128568821789719,1.0010887544723732,0.974956750854733,0.9966985662511194,1.0059777974447128,0.9981503369769262,1.0006534756348446,0.9841050509572554,0.9787024140847997,1.014952406896669,0.9981503369769262,0.9997813657058535
2015-12-24,0.9967107181789986,0.996656334142187,1.0062340918136685,1.0130783758545918,1.001307674669048,0.9751699564498343,0.9969165263921902,1.0061977867875989,0.9983686145942761,1.0008723006438267,0.9843202571218854,0.9789164387894229,1.0151743588260467,0.9983686145942761,1.0
2015-12-28,0.9963958676994193,0.9964384308880653,1.0060140945332587,1.0128568821789719,1.0010887544723732,0.9748619104713376,0.9966016108999514,1.0059777974447128,0.9981503369769262,1.0006534756348446,0.9841050509572555,0.9787024140847999,1.014952406896669,0.9980532404025786,0.9997813657058535
2015-12-29,1.000861346402938,1.0009041003440935,1.0105226785812336,1.0128568821789719,1.0010887544723732,0.9792308819225464,1.001068011668595,1.0059777974447128,0.9981503369769262,1.0006534756348446,0.9885154467542806,0.9830885972564228,1.019501049163268,1.0025261468391395,0.9997813657058535
2015-12-30,0.9981637402028501,0.9982063789099654,1.0077990323410555,1.0130783758545918,1.001307674669048,0.9765915759808339,0.998369848446794,1.0061977867875989,0.9983686145942761,1.0008723006438267,0.9858511162677146,0.980438893673878,1.0167532036588902,0.9998240535280302,1.0
2015-12-31,0.9938085651100699,0.993851017776531,1.003401816666513,1.0128568821789719,1.0010887544723732,0.9723305242753628,0.9940137740651954,1.0059777974447128,0.9940125455962068,1.0006534756348446,0.9815496634560885,0.9761610554017186,1.0123169192601202,0.9954616341776709,0.9997813657058535
2016-01-04,0.9874246881584507,0.9874668681239023,0.9969563160384111,1.0130783758545918,1.001307674669048,0.9660846147096812,0.9876285789233685,0.9995157496214113,0.987627358345633,1.0008723006438267,0.9752445333803451,0.9698905398503085,1.0058141511461394,0.989067138491327,1.0
2016-01-05,0.9874246881584507,0.9874668681239023,0.9969563160384111,1.0130783758545918,1.001307674669048,0.9660846147096812,0.9876285789233685,0.9995157496214113,0.987627358345633,1.0008723006438267,0.9752445333803451,0.9698905398503085,1.0058141511461394,0.989067138491327,1.0
2016-01-06,0.9869925090985407,0.9870346706025359,0.9965199651464354,1.012634968610128,1.0008694192611076,0.9656617758384378,0.9871963106239244,0.9990782785087108,0.9871950905804151,1.0004342357917224,0.9748176853678605,0.9694660351901001,1.005373923329781,0.988634240558728,0.9995623169391116
2016-01-07,0.9872088032587324,0.987250974002197,0.9967383471979592,1.0128568821789719,1.001088754472373,0.9658733954818582,0.9874126494461366,0.9992972212010045,0.9874114291352613,1.0006534756348446,0.9750313114801693,0.969678488516729,1.0055942456791611,0.9888508944956395,0.9997813657058535
2016-01-08,0.9872088032587324,0.987250974002197,0.9967383471979592,1.0128568821789719,1.001088754472373,0.9658733954818582,0.9874126494461366,0.9992972212010045,0.9874114291352613,1.0006534756348446,0.9750313114801693,0.969678488516729,1.0055942456791611,0.9888508944956395,0.9997813657058535
2016-01-11,0.9872088032587324,0.987250974002197,0.9967383471979592,1.0128568821789719,1.001088754472373,0.9658733954818582,0.9874126494461366,0.9992972212010045,0.9874114291352613,1.0006534756348446,0.9750313114801693,0.969678488516729,1.0055942456791611,0.9888508944956395,0.9997813657058535
2016-01-12,0.9874246881584507,0.9874668681239023,0.9969563160384112,1.0130783758545918,1.0013076746690477,0.9660846147096811,0.9876285789233684,0.9995157496214113,0.987627358345633,1.0008723006438267,0.9752445333803452,0.9698905398503086,1.0058141511461396,0.989067138491327,1.0
2016-01-13,0.9872088032587324,0.987250974002197,0.9967383471979593,1.0128568821789719,1.001088754472373,0.9658733954818582,0.9874126494461366,0.9992972212010045,0.9874114291352614,1.0006534756348446,0.9750313114801694,0.9696784885167291,1.0055942456791611,0.9888508944956395,0.9997813657058535
2016-01-14,0.9869925090985407,0.9870346706025359,0.9965199651464355,1.012634968610128,1.0008694192611074,0.9656617758384377,0.9871963106239243,0.9990782785087108,0.9871950905804151,1.0004342357917224,0.9748176853678606,0.9694660351901002,1.005373923329781,0.988634240558728,0.9995623169391116
2016-01-15,0.9869925090985407,0.9870346706025359,0.9965199651464355,1.012634968610128,1.0008694192611074,0.9656617758384377,0.9871963106239243,0.9990782785087108,0.9871950905804151,1.0004342357917224,0.9748176853678606,0.9694660351901002,1.005373923329781,0.988634240558728,0.9995623169391116
2016-01-19,0.9872088032587324,0.987250974002197,0.9967383471979593,1.0128568821789719,1.0010887544723728,0.9658733954818581,0.9874126494461365,0.9992972212010045,0.9874114291352613,1.0006534756348446,0.9750313114801694,0.9696784885167291,1.0055942456791611,0.9888508944956395,0.9997813657058535
2016-01-20,0.9872088032587324,0.987250974002197,0.9967383471979593,1.0128568821789719,1.0010887544723728,0.9658733954818581,0.9874126494461365,0.9992972212010045,0.9874114291352613,1.0006534756348446,0.9750313114801694,0.9696784885167291,1.0055942456791611,0.9888508944956395,0.9997813657058535
2016-01-21,0.9874246881584507,0.9874668681239023,0.9969563160384113,1.0130783758545918,1.0013076746690475,0.966084614709681,0.9876285789233683,0.9995157496214113,0.987627358345633,1.0008723006438267,0.9752445333803453,0.9698905398503087,1.0058141511461396,0.989067138491327,1.0
2016-01-22,0.9869925090985407,0.9870346706025359,0.9965199651464356,1.012634968610128,1.0008694192611072,0.9656617758384376,0.9871963106239242,0.9990782785087108,0.9871950905804151,1.0004342357917224,0.9748176853678607,0.9694660351901003,1.0053739233297811,0.988634240558728,0.9995623169391116
2016-01-25,0.9872088032587324,0.987250974002197,0.9967383471979594,1.0128568821789719,1.0010887544723726,0.965873395481858,0.9874126494461364,0.9992972212010045,0.9874114291352613,1.0006534756348446,0.9750313114801695,0.9696784885167292,1.0055942456791613,0.9888508944956395,0.9997813657058535
2016-01-26,0.9869925090985407,0.9870346706025359,0.9965199651464356,1.012634968610128,1.000869419261107,0.9656617758384375,0.9871963106239241,0.9990782785087108,0.987195090580415,1.0004342357917224,0.9748176853678607,0.9694660351901003,1.0053739233297811,0.988634240558728,0.9995623169391116
2016-01-27,0.9872088032587324,0.987250974002197,0.9967383471979594,1.0128568821789719,1.0010887544723723,0.9658733954818579,0.9874126494461363,0.9992972212010045,0.9874114291352611,1.0006534756348446,0.9750313114801695,0.9696784885167292,1.0055942456791613,0.9888508944956395,0.9997813657058535
2016-01-28,0.9872088032587324,0.987250974002197,0.9967383471979594,1.0128568821789719,1.0010887544723723,0.9658733954818579,0.9874126494461363,0.9992972212010045,0.9874114291352611,1.0006534756348446,0.9750313114801695,0.9696784885167292,1.0055942456791613,0.9888508944956395,0.9997813657058535
2016-01-29,0.9874246881584507,0.9874668681239023,0.9969563160384114,1.0130783758545918,1.001307674669047,0.9660846147096808,0.9876285789233681,0.9995157496214113,0.9876273583456329,1.0008723006438267,0.9752445333803454,0.9698905398503088,1.0058141511461398,0.989067138491327,1.0
2016-02-01,0.9869925090985407,0.9870346706025359,0.9965199651464357,1.012634968610128,1.0008694192611067,0.9656617758384374,0.987196310623924,0.9990782785087108,0.987195090580415,1.0004342357917224,0.9748176853678608,0.9694660351901004,1.0053739233297814,0.988634240558728,0.9995623169391116
2016-02-02,0.9869925090985407,0.9870346706025359,0.9965199651464357,1.012634968610128,1.0008694192611067,0.9656617758384374,0.987196310623924,0.9990782785087108,0.987195090580415,1.0004342357917224,0.9748176853678608,0.9694660351901004,1.0053739233297814,0.988634240558728,0.9995623169391116
2016-02-03,0.9872088032587324,0.987250974002197,0.9967383471979595,1.0128568821789719,1.001088754472372,0.9658733954818578,0.9874126494461362,0.9992972212010045,0.9874114291352611,1.0006534756348446,0.9750313114801696,0.9696784885167293,1.0055942456791616,0.9888508944956395,0.9997813657058535
2016-02-04,0.9874246881584507,0.9874668681239023,0.9969563160384115,1.0130783758545918,1.0013076746690468,0.9660846147096807,0.987628578923368,0.9995157496214113,0.9876273583456329,1.0008723006438267,0.9752445333803456,0.9698905398503089,1.00581415114614,0.989067138491327,1.0
2016-02-05,0.9874246881584507,0.9874668681239023,0.9969563160384115,1.0130783758545918,1.0013076746690468,0.9660846147096807,0.987628578923368,0.9995157496214113,0.9876273583456329,1.0008723006438267,0.9752445333803456,0.9698905398503089,1.00581415114614,0.989067138491327,1.0
2016-02-08,0.9872088032587324,0.987250974002197,0.9967383471979596,1.0128568821789719,1.001088754472372,0.9658733954818578,0.9874126494461362,0.9992972212010045,0.9874114291352613,1.0006534756348446,0.9750313114801697,0.9696784885167294,1.0055942456791616,0.9888508944956395,0.9997813657058535
2016-02-09,0.9874246881584507,0.9874668681239023,0.9969563160384116,1.0130783758545918,1.0013076746690468,0.9660846147096807,0.987628578923368,0.9995157496214113,0.987627358345633,1.0008723006438267,0.9752445333803457,0.969890539850309,1.00581415114614,0.989067138491327,1.0
2016-02-10,0.9872088032587324,0.987250974002197,0.9967383471979597,1.0128568821789719,1.001088754472372,0.9658733954818578,0.9874126494461362,0.9992972212010045,0.9874114291352614,1.0006534756348446,0.9750313114801699,0.9696784885167296,1.0055942456791616,0.9888508944956395,0.9997813657058535
2016-02-11,0.9874246881584507,0.9874668681239023,0.9969563160384117,1.0130783758545918,1.0013076746690468,0.9660846147096807,0.987628578923368,0.9995157496214113,0.9876273583456331,1.0008723006438267,0.9752445333803458,0.9698905398503092,1.00581415114614,0.989067138491327,1.0
2016-02-12,0.9872088032587324,0.987250974002197,0.9967383471979598,1.0128568821789719,1.001088754472372,0.9658733954818578,0.9874126494461362,0.9992972212010045,0.9874114291352615,1.0006534756348446,0.97503131148017,0.9696784885167297,1.0055942456791616,0.9888508944956395,0.9997813657058535
2016-02-16,0.9872088032587324,0.987250974002197,0.9967383471979598,1.0128568821789719,1.001088754472372,0.9658733954818578,0.9874126494461362,0.9992972212010045,0.9874114291352615,1.0006534756348446,0.97503131148017,0.9696784885167297,1.0055942456791616,0.9888508944956395,0.9997813657058535
2016-02-17,0.9872088032587324,0.987250974002197,0.9967383471979598,1.0128568821789719,1.001088754472372,0.9658733954818578,0.9874126494461362,0.9992972212010045,0.9874114291352615,1.0006534756348446,0.97503131148017,0.9696784885167297,1.0055942456791616,0.9888508944956395,0.9997813657058535
2016-02-18,0.9872663376835975,0.9874668681239023,0.9969563160384118,1.0130783758545918,1.0013076746690468,0.9660846147096807,0.987628578923368,0.9993554601375916,0.9874689753691414,1.000711793613797,0.9752445333803459,0.9698905398503093,1.00581415114614,0.9889085246214085,1.0
2016-02-19,0.9871558760365208,0.9874668681239023,0.9969563160384118,1.0130783758545918,1.0013076746690468,0.9660846147096807,0.987902152997709,0.999243645882483,0.9873584910496696,1.000599827603459,0.9752445333803459,0.9698905398503093,1.00581415114614,0.9887978792359959,1.0
2016-02-22,0.9981523975713115,0.9874668681239023,0.9969563160384118,1.0130783758545918,1.0013076746690468,0.9660846147096807,0.9931808744502751,1.0103748203374918,0.998357269634648,1.0117461093802815,0.9752445333803459,0.9698905398503093,1.00581415114614,0.9998126920295245,1.0
2016-02-23,0.9895224673587515,0.987250974002197,0.99673834719796,1.0128568821789719,1.001088754472372,0.9658733954818578,0.9884536468369818,1.0016392162260792,0.9897255681178129,1.0029986492348912,0.9750313114801701,0.9696784885167298,1.0055942456791616,0.9911684070697921,0.9997813657058535
2016-02-24,0.992035946127657,0.9874668681239023,0.996956316038412,1.0130783758545918,1.0013076746690468,0.9660846147096807,0.9902240293279064,1.0041834726600007,0.9922395627814683,1.0055463587546376,0.975244533380346,0.9698905398503094,1.00581415114614,0.9936860666780976,1.0
2016-02-25,1.0012242579774027,0.987250974002197,1.001413465819141,1.0155660986813937,1.001088754472372,0.9658733954818578,0.9946510806883208,1.0134842958178476,1.0014297605440383,1.0148598050664157,0.9750313114801702,0.9722722103044334,1.0130006923676373,1.0028896620689953,0.9997813657058535
2016-02-26,0.9997097441796882,0.987250974002197,1.0005794965547135,1.0158375471957017,1.001088754472372,0.9658733954818578,0.993822743085086,1.0119512367278853,0.999914935890419,1.013324665296007,0.9750313114801702,0.9725320868868959,1.012427836164283,1.0013726290779479,0.9997813657058535
2016-02-29,0.9936358504460343,0.9874668681239023,0.99735457558371,1.0147369846332481,1.0013076746690468,0.9660846147096807,0.9906195994901283,1.005802967881543,0.9938397954822646,1.007168051968457,0.9752445333803461,0.9714784416376456,1.007846459045636,0.9952886322256417,1.0
2016-03-01,1.0113482766462518,0.9874668681239023,1.0075636930517369,1.0224385097421267,1.0052268225506296,0.9660846147096807,1.000759776419086,1.0237322835685367,1.01155585718074,1.0251217014706364,0.9752445333803461,0.9788516484136958,1.0258122017460256,1.0130305207034966,1.0
2016-03-02,1.0133633407286295,0.987250974002197,1.0082245634090705,1.0235815035853788,1.0063505752832385,0.9658733954818578,1.001416184024489,1.025772022204796,1.0135713348576123,1.0271642084570027,0.9752208068374049,0.979945916085476,1.0278560845218563,1.0150489365783835,0.9997813657058535
2016-03-03,1.0164729568424808,0.9874668681239023,1.0091789949342183,1.025977345098917,1.0087060853007517,0.9660846147096807,1.0023641704260446,1.028919715713318,1.0166815892241703,1.0303161740411264,0.9775034531002603,0.9822396221543682,1.0310101732032675,1.0181637251272393,1.0
2016-03-04,1.0189746303845038,0.9874668681239023,1.0102061465908772,1.027458161017748,1.0101619732262215,0.9660846147096807,1.0033843858916824,1.031452022364802,1.019183776237905,1.0328519175600919,0.9789143055727617,0.9836573104449928,1.0335476247453834,1.0206695598722288,1.0
2016-03-07,1.0196576769659766,0.9874668681239023,1.009734250029745,1.0286268498189137,1.0113109883688949,0.9660846147096807,1.002915675972629,1.0321434328835937,1.0198669630155672,1.0335442664669443,0.9800277778576969,0.984776177690899,1.0342404400038019,1.0213537426113233,1.0
