ticker,variant,CAGR,AnnReturn,AnnVol,Sharpe,Sharpe_noRF,MaxDD,UlcerIndex,TotalMultiple,TotalReturn,sharpe_wins,cagr_wins,sharpe_win_share,cagr_win_share,is_baseline
IVW,200SMA_3in_2out_hybrid20SMA,0.102317261224943,0.1031906722606039,0.1105404070281824,0.9233709965519642,0.9233709965519642,-0.1414437264010492,4.2932718630840165,1.6393437348227884,0.6393437348227884,4.0,0.0,0.8,0.0,False
IVW,"set_[100, 150, 200]__x100_1_150_1_200_1",0.06489658883901281,0.06698762689156379,0.0942113890278726,0.6876812435482974,0.6876812435482974,-0.13248704600250286,5.5088625831772635,1.3793215426543575,0.37932154265435747,1.0,0.0,0.2,0.0,False
IVW,"set_[100, 150, 200]__x100_1_150_1_200_2",0.06787848729712573,0.06987912945531707,0.09477239392147674,0.7145694518804873,0.7145694518804873,-0.13012133165110454,5.063165350716702,1.3974928015245704,0.3974928015245704,1.0,0.0,0.2,0.0,False
IVW,"set_[100, 150, 200]__x100_1_150_2_200_1",0.06879256363228495,0.0706877828958143,0.09488541603800979,0.7209851201180835,0.7209851201180835,-0.12680189845434295,5.110751068275808,1.405097872623364,0.405097872623364,1.0,0.0,0.2,0.0,False
IVW,"set_[100, 150, 200]__x100_1_150_2_200_2",0.07176148211351832,0.07357928545956757,0.09577364389525253,0.7446967022685842,0.7446967022685842,-0.1268876591694329,4.7088521170012525,1.4236993603865447,0.42369936038654454,1.0,0.0,0.2,0.0,False
IVW,"set_[100, 150, 200]__x100_2_150_1_200_1",0.06785847509669862,0.06991501128597871,0.09601311047423175,0.7036853959556935,0.7036853959556935,-0.13119569967178402,5.400367064700731,1.3992069899917379,0.3992069899917379,1.0,0.0,0.2,0.0,False
IVW,"set_[100, 150, 200]__x100_2_150_1_200_2",0.07083853165829827,0.072806513849732,0.09673036875033143,0.7286291096324806,0.7286291096324806,-0.13066088286593633,4.976139090791742,1.4177472047131443,0.41774720471314436,1.0,0.0,0.2,0.0,False
IVW,"set_[100, 150, 200]__x100_2_150_2_200_1",0.071749715402456,0.07361516729022922,0.09692854666301906,0.7346004293399533,0.7346004293399533,-0.12681398390569923,5.0205544508629725,1.4255129311310226,0.42551293113102256,1.0,0.0,0.2,0.0,False
IVW,"set_[100, 150, 200]__x100_2_150_2_200_2",0.07471638587557013,0.0765066698539825,0.09796195622511732,0.756299471308133,0.756299471308133,-0.12804487864538688,4.640028018315137,1.4444885681853397,0.4444885681853396,1.0,0.0,0.2,0.0,False
IVW,"set_[100, 200, 250]__x100_1_200_1_250_1",0.06805690476116108,0.07000687551614075,0.0941433096772662,0.7215035447878617,0.7215035447878617,-0.12930702946543216,5.172372048538611,1.398415067841279,0.3984150678412791,1.0,0.0,0.2,0.0,False
IVW,"set_[100, 200, 250]__x100_1_200_1_250_2",0.06993390853643829,0.07178855592460924,0.09456104751551518,0.7367302343631426,0.7367302343631426,-0.12671782267456044,4.985376201311687,1.41114105790897,0.41114105790897,2.0,0.0,0.4,0.0,False
IVW,"set_[100, 200, 250]__x100_1_200_2_250_1",0.07098959391873697,0.07289837807989404,0.09532006793394676,0.7431272382565988,0.7431272382565988,-0.1275324684316066,4.729488194895977,1.416711816423071,0.4167118164230709,2.0,0.0,0.4,0.0,False
IVW,"set_[100, 200, 250]__x100_1_200_2_250_2",0.07285214712646933,0.07468005848836252,0.09590155917908946,0.7566860930152339,0.7566860930152339,-0.124993068528955,4.534999628079672,1.429417914388185,0.4294179143881851,2.0,0.0,0.4,0.0,False
IVW,"set_[100, 200, 250]__x100_2_200_1_250_1",0.07102178268936168,0.07293425991055566,0.09601068821020167,0.7362447441680953,0.7362447441680953,-0.1299844710453186,5.065362045127953,1.4185665397899783,0.41856653978997826,1.0,0.0,0.2,0.0,False
IVW,"set_[100, 200, 250]__x100_2_200_1_250_2",0.07289489708322416,0.07471594031902416,0.09651937028337745,0.7504016568645884,0.7504016568645884,-0.12756454968069836,4.875557929726158,1.431449002222417,0.4314490022224172,2.0,0.0,0.4,0.0,False
IVW,"set_[100, 200, 250]__x100_2_200_2_250_1",0.07395230798519328,0.07582576247430896,0.09733167433637738,0.7559816660917988,0.7559816660917988,-0.12821622624293377,4.6821161363134465,1.437237462576331,0.43723746257633084,1.0,0.0,0.2,0.0,False
IVW,"set_[100, 200, 250]__x100_2_200_2_250_2",0.07581086350927593,0.07760744288277745,0.097998257489985,0.768493906186507,0.768493906186507,-0.12584681668441774,4.501917866085661,1.450098178765304,0.450098178765304,2.0,0.0,0.4,0.0,False
IVW,"set_[100, 200]__x100_1_200_1",0.06413921570277137,0.06622832541231576,0.09333057863450117,0.6885154078367894,0.6885154078367894,-0.12728204471116514,5.302505544799743,1.3734231650361841,0.3734231650361842,1.0,0.0,0.2,0.0,False
