variant,CAGR,AnnReturn,AnnVol,Sharpe,MaxDD,UlcerIndex,TotalReturn
hybrid_100e3x2_200e3x1_221e3x0,0.08891905523096,0.09068144642904771,0.10457934334832805,0.5802431387136632,-0.14120787635497253,5.626203107104142,8.198464862736186
baseline_buyhold,0.10567064677026794,0.12606765290936808,0.22635548136609132,0.4244105436704449,-0.6299278631107422,22.416922769989174,11.953291819586596
baseline_sma200,0.08258879208581171,0.09121894945056858,0.1538775174640412,0.3978420659462127,-0.47566578125168396,14.13598047691076,7.098954661263153
