CAGR,AnnReturn,AnnVol,Sharpe,MaxDD,UlcerIndex,TotalReturn,variant
0.08891905523096,0.09068144642904771,0.10457934334832805,0.5802431387136632,-0.14120787635497253,5.626203107104142,8.198464862736186,hybrid_100e3x2_200e3x1_221e3x0
