CAGR,AnnReturn,AnnVol,Sharpe,MaxDD,UlcerIndex,TotalReturn,variant
0.10567064677026794,0.12606765290936808,0.22635548136609132,0.4244105436704449,-0.6299278631107422,22.416922769989174,11.953291819586596,baseline_buyhold
