variant,CAGR,AnnReturn,AnnVol,Sharpe,Sharpe_noRF,MaxDD,UlcerIndex,TotalMultiple,TotalReturn,sharpe_wins,cagr_wins,sharpe_win_share,cagr_win_share,is_baseline
hybridL200_S20_cd0,0.10880717928688197,0.10902763559679751,0.11046116244442414,0.9808658017399946,0.9808658017399946,-0.12693133713548704,4.018999202672233,1.6885072361720888,0.6885072361720889,5.0,0.0,1.0,0.0,False
hybridL200_S20_cd1,0.10880717928688197,0.10902763559679751,0.11046116244442414,0.9808658017399946,0.9808658017399946,-0.12693133713548704,4.018999202672233,1.6885072361720888,0.6885072361720889,5.0,0.0,1.0,0.0,False
hybridL200_S20_cd2,0.10880717928688197,0.10902763559679751,0.11046116244442414,0.9808658017399946,0.9808658017399946,-0.12693133713548704,4.018999202672233,1.6885072361720888,0.6885072361720889,5.0,0.0,1.0,0.0,False
hybridL200_S30_cd0,0.10342273812017604,0.10404887723191458,0.10955286229845722,0.944884810792623,0.944884810792623,-0.12804564266972365,4.323728965875845,1.6480184665143465,0.6480184665143464,3.0,0.0,0.6,0.0,False
hybridL200_S30_cd1,0.10342273812017604,0.10404887723191458,0.10955286229845722,0.944884810792623,0.944884810792623,-0.12804564266972365,4.323728965875845,1.6480184665143465,0.6480184665143464,3.0,0.0,0.6,0.0,False
hybridL200_S30_cd2,0.10342273812017604,0.10404887723191458,0.10955286229845722,0.944884810792623,0.944884810792623,-0.12804564266972365,4.323728965875845,1.6480184665143465,0.6480184665143464,3.0,0.0,0.6,0.0,False
hybridL200_S15_cd0,0.10341581497200228,0.10415640560848308,0.11053888745310543,0.9351291851616155,0.9351291851616155,-0.14563936905121988,4.618724720465536,1.6483292143375359,0.6483292143375357,3.0,0.0,0.6,0.0,False
hybridL200_S15_cd1,0.10341581497200228,0.10415640560848308,0.11053888745310543,0.9351291851616155,0.9351291851616155,-0.14563936905121988,4.618724720465536,1.6483292143375359,0.6483292143375357,3.0,0.0,0.6,0.0,False
hybridL200_S15_cd2,0.10341581497200228,0.10415640560848308,0.11053888745310543,0.9351291851616155,0.9351291851616155,-0.14563936905121988,4.618724720465536,1.6483292143375359,0.6483292143375357,3.0,0.0,0.6,0.0,False
hybridL150_S20_cd0,0.10109066112300864,0.10164342846715009,0.10830117282653964,0.9291457528413268,0.9291457528413268,-0.13901900734661315,4.7821895301965505,1.6356134953448571,0.6356134953448569,3.0,0.0,0.6,0.0,False
hybridL150_S20_cd1,0.10109066112300864,0.10164342846715009,0.10830117282653964,0.9291457528413268,0.9291457528413268,-0.13901900734661315,4.7821895301965505,1.6356134953448571,0.6356134953448569,3.0,0.0,0.6,0.0,False
hybridL150_S20_cd2,0.10109066112300864,0.10164342846715009,0.10830117282653964,0.9291457528413268,0.9291457528413268,-0.13901900734661315,4.7821895301965505,1.6356134953448571,0.6356134953448569,3.0,0.0,0.6,0.0,False
hybridL200_S50_cd0,0.09665252112207937,0.09776450293060826,0.10670251497637936,0.9059255995309055,0.9059255995309055,-0.13533313255593832,4.664181504549765,1.5933752587817989,0.5933752587817989,3.0,0.0,0.6,0.0,False
hybridL200_S50_cd1,0.09665252112207937,0.09776450293060826,0.10670251497637936,0.9059255995309055,0.9059255995309055,-0.13533313255593832,4.664181504549765,1.5933752587817989,0.5933752587817989,3.0,0.0,0.6,0.0,False
hybridL200_S50_cd2,0.09665252112207937,0.09776450293060826,0.10670251497637936,0.9059255995309055,0.9059255995309055,-0.13533313255593832,4.664181504549765,1.5933752587817989,0.5933752587817989,3.0,0.0,0.6,0.0,False
hybridL250_S20_cd0,0.09608607337218414,0.09767656466057935,0.11045796682843109,0.8774865243930134,0.8774865243930134,-0.14003215197436447,4.405218509001408,1.5892321397976505,0.5892321397976505,3.0,0.0,0.6,0.0,False
hybridL250_S20_cd1,0.09608607337218414,0.09767656466057935,0.11045796682843109,0.8774865243930134,0.8774865243930134,-0.14003215197436447,4.405218509001408,1.5892321397976505,0.5892321397976505,3.0,0.0,0.6,0.0,False
hybridL250_S20_cd2,0.09608607337218414,0.09767656466057935,0.11045796682843109,0.8774865243930134,0.8774865243930134,-0.14003215197436447,4.405218509001408,1.5892321397976505,0.5892321397976505,3.0,0.0,0.6,0.0,False
hybridL150_S30_cd0,0.09397675362790521,0.09492903835726822,0.10742819242215669,0.8768967332419763,0.8768967332419763,-0.14309033153506673,5.22359755515985,1.5872308026258408,0.5872308026258408,2.0,0.0,0.4,0.0,False
hybridL150_S30_cd1,0.09397675362790521,0.09492903835726822,0.10742819242215669,0.8768967332419763,0.8768967332419763,-0.14309033153506673,5.22359755515985,1.5872308026258408,0.5872308026258408,2.0,0.0,0.4,0.0,False
hybridL150_S30_cd2,0.09397675362790521,0.09492903835726822,0.10742819242215669,0.8768967332419763,0.8768967332419763,-0.14309033153506673,5.22359755515985,1.5872308026258408,0.5872308026258408,2.0,0.0,0.4,0.0,False
hybridL150_S15_cd0,0.09413565706013771,0.09526978014809565,0.10846214052621812,0.8688019789414622,0.8688019789414622,-0.156253373118814,5.470608465526616,1.5865052660207744,0.5865052660207744,2.0,0.0,0.4,0.0,False
hybridL150_S15_cd1,0.09413565706013771,0.09526978014809565,0.10846214052621812,0.8688019789414622,0.8688019789414622,-0.156253373118814,5.470608465526616,1.5865052660207744,0.5865052660207744,2.0,0.0,0.4,0.0,False
hybridL150_S15_cd2,0.09413565706013771,0.09526978014809565,0.10846214052621812,0.8688019789414622,0.8688019789414622,-0.156253373118814,5.470608465526616,1.5865052660207744,0.5865052660207744,2.0,0.0,0.4,0.0,False
hybridL150_S50_cd0,0.08968783158401732,0.09100825786932255,0.10416470530575309,0.8618033214720929,0.8618033214720929,-0.1555342228273356,5.7082701981639286,1.5464285471856019,0.5464285471856017,2.0,0.0,0.4,0.0,False
hybridL150_S50_cd1,0.08968783158401732,0.09100825786932255,0.10416470530575309,0.8618033214720929,0.8618033214720929,-0.1555342228273356,5.7082701981639286,1.5464285471856019,0.5464285471856017,2.0,0.0,0.4,0.0,False
hybridL150_S50_cd2,0.08968783158401732,0.09100825786932255,0.10416470530575309,0.8618033214720929,0.8618033214720929,-0.1555342228273356,5.7082701981639286,1.5464285471856019,0.5464285471856017,2.0,0.0,0.4,0.0,False
hybridL250_S30_cd0,0.09255043417915054,0.09439074269083784,0.109494991827325,0.8574068619037231,0.8574068619037231,-0.14063240878225153,4.806113075562149,1.561969874580922,0.5619698745809221,3.0,0.0,0.6,0.0,False
hybridL250_S30_cd1,0.09255043417915054,0.09439074269083784,0.109494991827325,0.8574068619037231,0.8574068619037231,-0.14063240878225153,4.806113075562149,1.561969874580922,0.5619698745809221,3.0,0.0,0.6,0.0,False
hybridL250_S30_cd2,0.09255043417915054,0.09439074269083784,0.109494991827325,0.8574068619037231,0.8574068619037231,-0.14063240878225153,4.806113075562149,1.561969874580922,0.5619698745809221,3.0,0.0,0.6,0.0,False
hybridL200_S10_cd0,0.09276018402086472,0.09451737003053631,0.11109280522382932,0.8423905408471501,0.8423905408471501,-0.1510105765813919,4.941055793517964,1.5700612702141856,0.5700612702141855,1.0,0.0,0.2,0.0,False
