Date,rotation_original_cefs_bil,rotation_top4_bil,winningstrat_top4_zero_cash,winningstrat_top4_bil_cash,hybrid_rotation_gate_plus_winning_daily_bil,hybrid_rotation_gate_or_winning_daily_bil
2017-03-31,-0.0198956316,0.0055218616,0.005576921394276235,0.005576921394276235,-0.00017510727518577074,0.005576921394276235
2017-04-30,-0.0014403076,0.0230443307,0.02313287996811031,0.02313287996811031,0.02313287996811031,0.02313287996811031
2017-05-31,-0.0178035609,0.0252409961,0.02528842698578404,0.02528842698578404,0.02528842698578404,0.02528842698578404
2017-06-30,0.0078658193,-0.0004832774,-0.0003583794660984019,-0.0003583794660984019,-0.0003583794660984019,-0.0003583794660984019
2017-07-31,0.0258220633,0.0253534546,0.025367467583320646,0.025367467583320646,0.025367467583320646,0.025367467583320646
2017-08-31,-0.0040702312,0.0153549296,0.015443318855485666,0.015443318855485666,0.015443318855485666,0.015443318855485666
2017-09-30,0.0072433236,0.0105480944,0.010615815803532103,0.010615815803532103,0.010615815803532103,0.010615815803532103
2017-10-31,0.0069857625,0.0480911418,0.04813017650499596,0.04813017650499596,0.04813017650499596,0.04813017650499596
2017-11-30,0.0111500965,0.0302076394,0.030231410910524836,0.030231410910524836,0.030231410910524836,0.030231410910524836
2017-12-31,0.0101622623,0.0104980248,0.010537326718527362,0.010537326718527362,0.010537326718527362,0.010537326718527362
2018-01-31,-0.0148178358,0.0717680976,0.07175193531770985,0.07175193531770985,0.07175193531770985,0.07175193531770985
2018-02-28,-0.0264799315,-0.0213131685,-0.02126383841006141,-0.02126383841006141,-0.02126383841006141,-0.02126383841006141
2018-03-31,-0.0219796342,-0.0359337971,-0.035838096210638715,-0.035838096210638715,-0.035838096210638715,-0.035838096210638715
2018-04-30,0.0026413871,0.0044920316,0.004563396965393096,0.004563396965393096,0.004563396965393096,0.004563396965393096
2018-05-31,0.0014981281,0.0359109042,0.03856993837072653,0.03865431588745749,0.03865431588745749,0.04251246826405519
2018-06-30,0.0148342569,0.0050742891,0.005111776783301325,0.005111776783301325,0.005964212857921147,0.005111776783301325
2018-07-31,0.019137182,0.0347931092,0.034861049056100546,0.034861049056100546,0.034861049056100546,0.034861049056100546
2018-08-31,0.0215582785,0.0462732841,0.046255964237299274,0.046255964237299274,0.046255964237299274,0.046255964237299274
2018-09-30,-0.019326146,0.0082141089,0.00824756920787606,0.00824756920787606,0.00824756920787606,0.00824756920787606
2018-10-31,-0.0622030066,-0.0834530289,-0.07109445353251875,-0.07078949675545754,-0.07078949675545754,-0.08327284952970271
2018-11-30,0.0130928696,0.0069037264,-0.03188461169216339,-0.030191003213984713,-0.030191003213984713,0.010493368804184389
2018-12-31,-0.0554674178,-0.0215837302,-0.010060975623868429,-0.008288824302922326,-0.003300232563389738,-0.06947137904441869
2019-01-31,0.0017499087,0.0017499087,0.03133107024438209,0.03228951227809551,0.007678702588758801,0.04189995594826401
2019-02-28,0.0262136166,0.0018480411,0.03560594962556407,0.03560594962556407,0.001848041139950185,0.03560594962556407
2019-03-31,0.0306635594,0.015890343,0.014427107586202581,0.014565535780612704,0.0017495708898958018,0.014565535780612704
2019-04-30,0.0224751464,0.0355811847,0.035528981438953666,0.035528981438953666,0.015046632427472728,0.035528981438953666
2019-05-31,0.0020754774,-0.0615007251,-0.05834595259827147,-0.05826903905936631,-0.05826903905936631,-0.06167102585744855
2019-06-30,0.026004489,0.0489149421,0.04144014346617442,0.0416836646715415,0.0416836646715415,0.06590489596589899
2019-07-31,0.0219633453,0.0182408046,0.01827186064576436,0.01827186064576436,0.013427123355985282,0.01827186064576436
2019-08-31,0.0038316933,-0.0096700845,-0.009629279471996766,-0.009629279471996766,-0.009629279471996766,-0.009629279471996766
2019-09-30,0.0177552142,0.0110051934,0.01103318000674669,0.01103318000674669,0.01103318000674669,0.01103318000674669
2019-10-31,-0.0026186084,0.0228564457,0.02280146433863628,0.02280146433863628,0.02280146433863628,0.02280146433863628
2019-11-30,0.0039875633,0.0357174749,0.03575603164060159,0.03575603164060159,0.03575603164060159,0.03575603164060159
2019-12-31,0.0097656178,0.0285271678,0.028528543216865376,0.028528543216865376,0.028528543216865376,0.028528543216865376
2020-01-31,-0.0044875675,0.0178101133,0.017694606455889828,0.017694606455889828,0.017694606455889828,0.017694606455889828
2020-02-29,-0.0260206669,-0.073845021,-0.07379440612742372,-0.07379440612742372,-0.07379440612742372,-0.07379440612742372
2020-03-31,-0.0293582226,-0.0388124712,-0.06799541387013708,-0.06688060046771971,-0.06688060046771971,-0.08660090458939773
2020-04-30,-0.0001965359,-0.0001965359,0.05553281447745695,0.054979787662253754,0.04075332560892586,0.08717978539784177
2020-05-31,-0.0001745795,0.0312445658,0.044831611434326124,0.044775005885200114,-0.00017457950750299212,0.044775005885200114
2020-06-30,0.0028833659,0.0386889111,0.027209552273411486,0.027236763019371946,0.02801747610531291,0.027236763019371946
2020-07-31,0.0258099529,0.068441955,0.06704897314464153,0.06707795270646288,0.06707795270646288,0.06862592702033044
2020-08-31,0.0194795743,0.0948739828,0.09484735941509803,0.09484735941509803,0.09484735941509803,0.09484735941509803
2020-09-30,-0.0085932169,-0.0378188575,-0.03777145528911352,-0.03777145528911352,-0.03777145528911352,-0.03777145528911352
2020-10-31,-0.0138381767,-0.0369178775,-0.03676271837666667,-0.03676271837666667,-0.03676271837666667,-0.03676271837666667
2020-11-30,0.1685662722,0.0967059971,0.09700812897606537,0.09700812897606537,0.09700812897606537,0.09700812897606537
2020-12-31,0.0266808328,0.0383062208,0.038365990225079916,0.038365990225079916,0.038365990225079916,0.038365990225079916
2021-01-31,0.0247493894,-0.0052111292,-0.00507903424904832,-0.00507903424904832,-0.00507903424904832,-0.00507903424904832
2021-02-28,0.0403094842,-0.0019349084,-0.0018668707709239563,-0.0018668707709239563,-0.0018668707709239563,-0.0018668707709239563
2021-03-31,0.0506557041,0.0322621637,0.03244324814287469,0.03244324814287469,0.03244324814287469,0.03244324814287469
2021-04-30,0.0539825244,0.0518223656,0.051793644118170556,0.051793644118170556,0.051793644118170556,0.051793644118170556
2021-05-31,0.0391147795,-0.0038938904,-0.0038102314542451943,-0.0038102314542451943,-0.0038102314542451943,-0.0038102314542451943
2021-06-30,0.0389858384,0.0504508501,0.05023863592688116,0.05023863592688116,0.05023863592688116,0.05023863592688116
2021-07-31,-0.009027234,0.0293688805,0.029415197484981448,0.029415197484981448,0.029415197484981448,0.029415197484981448
2021-08-31,0.0132467116,0.0362675893,0.0362801106750168,0.0362801106750168,0.0362801106750168,0.0362801106750168
2021-09-30,-0.0388674658,-0.0542478085,-0.05416703348096752,-0.05416703348096752,-0.05416703348096752,-0.05416703348096752
2021-10-31,0.0697903561,0.0756122579,0.0756428519039063,0.0756428519039063,0.0756428519039063,0.0756428519039063
2021-11-30,-0.0515626434,0.0007686496,0.0007271909397268406,0.0007271909397268406,0.0007271909397268406,0.0007271909397268406
2021-12-31,0.0405668889,0.0326220516,0.03264777887368431,0.03264777887368431,0.03264777887368431,0.03264777887368431
2022-01-31,-0.0353192878,-0.0651930309,-0.08532765818259591,-0.0852775851639258,-0.0852775851639258,-0.06512058896666217
2022-02-28,-0.0033670863,-0.018556358,-0.021375068138874243,-0.0214294904300264,-0.0214294904300264,-0.03449723357682988
2022-03-31,0.0332147427,0.0073343117,0.012283554437400701,0.012527228332706697,0.0014235766352939105,0.03072234954835662
2022-04-30,-0.0007823113,-0.009453909,-0.027762559496402495,-0.027710143264462972,-0.00713239517972708,-0.0298611804167197
2022-05-31,0.0034435008,0.0016452188,0.0,0.000328117745590939,0.000328117745590939,0.0021104560049256538
2022-06-30,-0.0270184193,0.000776544,-0.030638448699984555,-0.02999889329048888,-0.006939752728850612,-0.03841528514285364
2022-07-31,0.0289992604,0.0003608961,0.07054612299491625,0.07040640920505248,0.0003608961033481073,0.07040640920505248
2022-08-31,0.0006306037,0.0019373297,0.0009519422434081104,0.0014981518775070146,0.001937329667764942,0.0014981518775070146
2022-09-30,-0.0202632031,0.0020677113,0.0,0.0020677113470237707,0.0020677113470237707,0.0020677113470237707
2022-10-31,0.0252631907,0.00158549,0.019618016667005023,0.020677444960374602,0.001585489972868226,0.020677444960374602
2022-11-30,0.0068684254,0.0031519395,0.009888918001757618,0.010442346561338356,0.0031519395257453287,0.010442346561338356
2022-12-31,-0.010554999,-0.0168719856,-0.04199015825991059,-0.040437251337004265,0.003625749467514927,-0.040437251337004265
2023-01-31,0.0028424208,0.0088295921,0.03407660194494122,0.03475642056107908,0.007393055219072409,0.0363859567865239
2023-02-28,-0.0396434307,-0.0212315531,-0.022002564766915755,-0.02138894497179189,-0.016951394451777513,-0.01970707032627661
2023-03-31,-0.0045826081,0.0039908442,0.028099254757705694,0.029920838261170424,0.029920838261170424,0.0546072093408525
2023-04-30,0.0057775813,0.0108196704,0.014566604856520282,0.014655364050646158,0.0036305749060905335,0.014655364050646158
2023-05-31,-0.019089551,0.0168124305,0.024437149092982446,0.025411065269470345,0.03109269453755048,0.025411065269470345
2023-06-30,0.0224303093,0.0502317049,0.05601224195622523,0.05658932816678597,0.05658932816678597,0.06442405289844189
2023-07-31,0.0161314642,0.0258007102,0.024134191210105183,0.02432968308386374,0.025879200300870542,0.02432968308386374
2023-08-31,-0.0211308515,-0.0081301654,-0.0033734618095689894,-0.0033734618095689894,-0.007923153924225157,-0.0033734618095689894
2023-09-30,-0.0152637192,-0.0423517073,-0.043369846699141124,-0.04326604450294891,-0.039304887154473,-0.04239482269714656
2023-10-31,-0.0187279297,-0.0113620047,-0.01943037568558892,-0.01869548201619542,-0.01869548201619542,-0.016004346644577394
2023-11-30,0.0046825749,0.0046825749,0.08483740996757172,0.08511949845672961,0.07502658237434501,0.08910881833278395
2023-12-31,0.0193188612,0.0519975017,0.052012189233307415,0.052012189233307415,0.004274832096113679,0.052012189233307415
2024-01-31,0.0047864915,0.0291010138,0.02905410687564558,0.02905410687564558,0.02905410687564558,0.02905410687564558
2024-02-29,0.0431942343,0.068695189,0.06847470556101243,0.06847470556101243,0.06847470556101243,0.06847470556101243
2024-03-31,0.0402845313,0.0256032945,0.025633426475313525,0.025633426475313525,0.025633426475313525,0.025633426475313525
2024-04-30,-0.0414566543,-0.0446497621,-0.044552949077885984,-0.044552949077885984,-0.044552949077885984,-0.044552949077885984
2024-05-31,0.0435748258,0.0609246427,0.060936563011791955,0.060936563011791955,0.060936563011791955,0.060936563011791955
2024-06-30,0.0511851871,0.0607719166,0.06069729770493271,0.06069729770493271,0.06069729770493271,0.06069729770493271
2024-07-31,0.0251661041,-0.007843087,-0.007764187536078326,-0.007764187536078326,-0.007764187536078326,-0.007764187536078326
2024-08-31,0.0480342525,0.024510822,0.024569420607352566,0.024569420607352566,0.024569420607352566,0.024569420607352566
2024-09-30,0.0339254793,0.0218772981,0.021975173084423982,0.021975173084423982,0.021975173084423982,0.021975173084423982
2024-10-31,-0.0080567433,-0.0066686471,-0.006584584766004098,-0.006584584766004098,-0.006584584766004098,-0.006584584766004098
2024-11-30,0.0785076319,0.0545975463,0.054644521853751016,0.054644521853751016,0.054644521853751016,0.054644521853751016
2024-12-31,-0.0629968722,-0.01060836,-0.010788552482709157,-0.010788552482709157,-0.010788552482709157,-0.010788552482709157
2025-01-31,0.0269819989,0.0291832894,0.029323910887877336,0.029323910887877336,0.029323910887877336,0.029323910887877336
2025-02-28,-0.0024935651,-0.0153948149,-0.01537614480311289,-0.01537614480311289,-0.01537614480311289,-0.01537614480311289
2025-03-31,-0.0290000951,-0.0567819196,-0.048012322620575754,-0.04634660608794139,-0.04634660608794139,-0.06728206480642496
2025-04-30,-0.016881883,0.0034021421,-0.0006000933724841229,0.002718060839831171,0.002718060839831171,0.016142181866666272
2025-05-31,0.0036321526,0.0036321526,0.07949569675813106,0.07964750814089072,0.0036321526284013306,0.07964750814089072
2025-06-30,0.0304070372,0.0502715633,0.05899700666858476,0.05899700666858476,0.0033469404605217523,0.05899700666858476
2025-07-31,0.0066708458,0.0267620171,0.026836242448062597,0.026836242448062597,0.02331570442804809,0.026836242448062597
2025-08-31,0.01260668,0.0138733026,0.013919179370120327,0.013919179370120327,0.013919179370120327,0.013919179370120327
2025-09-30,0.008877608,0.0435263531,0.0434770957392947,0.0434770957392947,0.0434770957392947,0.0434770957392947
2025-10-31,0.0136195637,0.0234826145,0.023423914813496927,0.023423914813496927,0.023423914813496927,0.023423914813496927
2025-11-30,0.0013467874,-0.0091822954,-0.009088883778520684,-0.009088883778520684,-0.009088883778520684,-0.009088883778520684
2025-12-31,-0.0004341133,-0.0051110358,-0.005026454685075565,-0.005026454685075565,-0.005026454685075565,-0.005026454685075565
2026-01-31,0.0237339435,0.0060647272,0.0060696592239293246,0.0060696592239293246,0.0060696592239293246,0.0060696592239293246
2026-02-28,0.0537333364,-0.0116845971,-0.011754298809213193,-0.011754298809213193,-0.011754298809213193,-0.011754298809213193
2026-03-31,-0.0397956644,-0.0396314967,-0.029553121461176834,-0.028437278393396492,-0.028437278393396492,-0.052871179675337054
2026-04-30,0.0282676176,0.0028890937,0.067271029653581,0.06851459907650548,0.0543880385902038,0.11844442022383772
2026-05-31,0.0084770748,0.0852456352,0.08506988697010409,0.08506988697010409,0.003174048591475298,0.08506988697010409
