window,variant,CAGR,AnnReturn,AnnVol,Sharpe,Sharpe_noRF,MaxDD,UlcerIndex,TotalMultiple,TotalReturn
2010-12-01_2022-03-01,"set_[100, 200]__x100_1_200_1",0.09870487434021413,0.10145599751345263,0.1206458222261907,0.8409408269706982,0.8409408269706982,-0.17135322865956876,5.6733869719325245,2.879140912646339,1.879140912646339
2010-12-01_2022-03-01,"set_[100, 200]__x100_2_200_1",0.10805336873513482,0.11015615876351563,0.12249494077977349,0.8992710887673229,0.8992710887673229,-0.17093511866240577,5.634644955348963,3.166651860878814,2.166651860878814
2010-12-01_2022-03-01,"set_[100, 200]__x100_1_200_2",0.10149892410868455,0.10413012431694843,0.12175034441111543,0.8552758090386287,0.8552758090386287,-0.16818176688634956,5.924982131576127,2.9624733731450132,1.9624733731450132
2010-12-01_2022-03-01,"set_[100, 200]__x100_2_200_2",0.11082767705823904,0.11283028556701145,0.12388899520574961,0.9107369494734193,0.9107369494734193,-0.1723890814469834,5.8917349321388,3.2568723262138675,2.2568723262138675
2010-12-01_2022-03-01,"set_[100, 150, 200]__x100_1_150_1_200_1",0.09999902954472839,0.1027183353175532,0.12132792068028342,0.8466174540997109,0.8466174540997109,-0.19228886730493472,5.968239810348564,2.9174698522038427,1.9174698522038427
2010-12-01_2022-03-01,"set_[100, 150, 200]__x100_2_150_1_200_1",0.10622774502290433,0.1085184428175952,0.12257463161830447,0.8853254656764541,0.8853254656764541,-0.19201712392734316,5.94951290275086,3.1085310175760434,2.1085310175760434
2010-12-01_2022-03-01,"set_[100, 150, 200]__x100_1_150_2_200_1",0.10078878429390548,0.10353242381975822,0.1221178195280269,0.8478076682002728,0.8478076682002728,-0.18283770740506525,6.065778907242855,2.941087779131447,1.941087779131447
2010-12-01_2022-03-01,"set_[100, 150, 200]__x100_1_150_1_200_2",0.1018841852539043,0.10450108651988371,0.12190353234771492,0.8572441217027833,0.8572441217027833,-0.18311253803329466,6.141829288225171,2.974134548795052,1.974134548795052
2010-12-01_2022-03-01,"set_[100, 150, 200]__x100_2_150_2_200_1",0.10699839269144618,0.10933253131980024,0.12352574807243011,0.8850991232669355,0.8850991232669355,-0.18256287677683516,6.058878710549689,3.1329458966662735,2.1329458966662735
2010-12-01_2022-03-01,"set_[100, 150, 200]__x100_2_150_1_200_2",0.10810448771100445,0.11030119401992572,0.12328101921984048,0.8947135148455536,0.8947135148455536,-0.18283770740506508,6.107103885684963,3.1682934468852584,2.1682934468852584
2010-12-01_2022-03-01,"set_[100, 150, 200]__x100_1_150_2_200_2",0.1026164246554222,0.10531517502208876,0.12313070202324168,0.855312065078699,0.855312065078699,-0.18283770740506525,6.273252061534011,2.996413482253892,1.996413482253892
2010-12-01_2022-03-01,"set_[100, 150, 200]__x100_2_150_2_200_2",0.1088168326500023,0.11111528252213078,0.12466226731686082,0.8913305117393948,0.8913305117393948,-0.18256287677683533,6.257670307812344,3.1912498291141436,2.1912498291141436
2010-12-01_2022-03-01,"set_[100, 200, 250]__x100_1_200_1_250_1",0.10199507708748823,0.1047809346226544,0.12337168428651529,0.8493110491975924,0.8493110491975924,-0.18495744699684058,5.734701163217182,2.9774987907053587,1.9774987907053587
2010-12-01_2022-03-01,"set_[100, 200, 250]__x100_2_200_1_250_1",0.10821726434193213,0.11058104212269641,0.12472402739001379,0.8866057682447019,0.8866057682447019,-0.18468332928619008,5.759840710166125,3.1719177900945374,2.1719177900945374
2010-12-01_2022-03-01,"set_[100, 200, 250]__x100_1_200_2_250_1",0.10384530993409236,0.10656368582498496,0.12421398285942474,0.8579041052534727,0.8579041052534727,-0.16940320019380117,5.876641369039369,3.034145166661594,2.034145166661594
2010-12-01_2022-03-01,"set_[100, 200, 250]__x100_1_200_1_250_2",0.10002044525942799,0.10309758730937299,0.12425941742273759,0.8296963678706875,0.8296963678706875,-0.2080710256509619,6.178380268868866,2.9181080117091107,1.9181080117091107
2010-12-01_2022-03-01,"set_[100, 200, 250]__x100_2_200_2_250_1",0.11005849150774583,0.11236379332502695,0.12569123511114522,0.8939668165856341,0.8939668165856341,-0.16912385122926232,5.910147020044788,3.2316266960466367,2.2316266960466367
2010-12-01_2022-03-01,"set_[100, 200, 250]__x100_2_200_1_250_2",0.10622418683891843,0.10889769480941498,0.12565458863001414,0.8666432001943098,0.8666432001943098,-0.20780468157279494,6.208765007829677,3.108418693917717,2.108418693917717
2010-12-01_2022-03-01,"set_[100, 200, 250]__x100_1_200_2_250_2",0.10181328382951871,0.10488033851170352,0.12549783995188513,0.8357142923887281,0.8357142923887281,-0.1936213478858654,6.3618824437999475,2.971985353112644,1.9719853531126441
2010-12-01_2022-03-01,"set_[100, 200, 250]__x100_2_200_2_250_2",0.10800764042761912,0.11068044601174554,0.12701198045617315,0.8714173703474926,0.8714173703474926,-0.1933501440459914,6.399665724915983,3.165184042277542,2.165184042277542
2010-12-01_2022-03-01,sma100_3in_1out,0.07675090136293172,0.08126163213162943,0.12060200678064532,0.6737999996918014,0.6737999996918014,-0.17908148966837573,7.09501346270871,2.2950213450934984,1.2950213450934984
2010-12-01_2022-03-01,sma100_3in_2out,0.09520750604220196,0.09866195463175548,0.12386179400422472,0.7965487293716277,0.7965487293716277,-0.16612243029791846,6.424605490100278,2.777843043829519,1.777843043829519
