ticker,variant,CAGR,AnnReturn,AnnVol,Sharpe,Sharpe_noRF,MaxDD,UlcerIndex,TotalMultiple,TotalReturn,sharpe_wins,cagr_wins,sharpe_win_share,cagr_win_share
IVW,"set_[100, 150, 200]__x100_1_150_1_200_1",0.07363554146479956,0.07711468566271723,0.10987670703532575,0.7018292388206046,0.7018292388206046,-0.18607756380456125,7.839324356277855,5.6503483467369415,4.6503483467369415,1.0,0.0,1.0,0.0
IVW,"set_[100, 150, 200]__x100_1_150_1_200_2",0.07489824496696151,0.07834323430380112,0.11035412609221115,0.7099257370615943,0.7099257370615943,-0.17629118001358643,7.622825401829155,5.814562083355933,4.814562083355933,1.0,0.0,1.0,0.0
IVW,"set_[100, 150, 200]__x100_1_150_2_200_1",0.07727532725330621,0.0805810519035657,0.11061155290126215,0.7285048423060898,0.7285048423060898,-0.16786363162748383,7.323768803821304,6.136199876460918,5.136199876460918,1.0,0.0,1.0,0.0
IVW,"set_[100, 150, 200]__x100_1_150_2_200_2",0.07851948665186748,0.08180960054464959,0.1112762463365895,0.7351937474345701,0.7351937474345701,-0.17225176844973603,7.15405789106568,6.3112774927540265,5.3112774927540265,1.0,0.0,1.0,0.0
IVW,"set_[100, 150, 200]__x100_2_150_1_200_1",0.07769171478929038,0.08105496223554032,0.1113974922366119,0.7276192722846665,0.7276192722846665,-0.17973068359962288,7.666076356904999,6.194268660764684,5.194268660764684,1.0,0.0,1.0,0.0
IVW,"set_[100, 150, 200]__x100_2_150_1_200_2",0.07894697351400759,0.08228351087662422,0.11196855580786168,0.7348805232231712,0.7348805232231712,-0.16986798663333835,7.479157771981809,6.372531472751426,5.372531472751426,1.0,0.0,1.0,0.0
IVW,"set_[100, 150, 200]__x100_2_150_2_200_1",0.0813202735417724,0.0845213284763888,0.11232630302517786,0.7524624794020275,0.7524624794020275,-0.17173069208795158,7.186404142875988,6.72310361083569,5.72310361083569,1.0,0.0,1.0,0.0
IVW,"set_[100, 150, 200]__x100_2_150_2_200_2",0.08255671121086139,0.08574987711747269,0.11308005806188863,0.7583112229261666,0.7583112229261666,-0.1761970544714753,7.044458112807759,6.912997555774862,5.912997555774862,1.0,0.0,1.0,0.0
IVW,"set_[100, 200, 250]__x100_1_200_1_250_1",0.07967179107499867,0.0827844673585672,0.11043501196857575,0.7496215727501665,0.7496215727501665,-0.17139335502665293,7.301545431094459,6.477694508886335,5.477694508886335,1.0,0.0,1.0,0.0
IVW,"set_[100, 200, 250]__x100_1_200_1_250_2",0.08184666576160149,0.08483505406012619,0.11077615748178997,0.7658241266770052,0.7658241266770052,-0.1695749364310667,7.069858183686464,6.803328080748861,5.803328080748861,1.0,0.0,1.0,0.0
IVW,"set_[100, 200, 250]__x100_1_200_2_250_1",0.08086739137444177,0.0840130159996511,0.11151374641930321,0.7533870818379061,0.7533870818379061,-0.179863994951505,7.130637250291295,6.654809115811914,5.654809115811914,1.0,0.0,1.0,0.0
IVW,"set_[100, 200, 250]__x100_1_200_2_250_2",0.08303034025603906,0.08606360270121008,0.11197049400243342,0.7686275162753118,0.7686275162753118,-0.17986399495150468,6.889100625515147,6.9870919656753205,5.9870919656753205,1.0,0.0,1.0,0.0
IVW,"set_[100, 200, 250]__x100_2_200_1_250_1",0.08373901246511561,0.0867247439313903,0.11204311731527489,0.7740300877862767,0.7740300877862767,-0.17530577821819182,7.211390891432032,7.099380407010346,6.099380407010346,1.0,0.0,1.0,0.0
IVW,"set_[100, 200, 250]__x100_2_200_1_250_2",0.08591363752525938,0.08877533063294929,0.1124486684334631,0.7894742718583498,0.7894742718583498,-0.17349594563036622,6.976965027638905,7.454853359141958,6.454853359141958,1.0,0.0,1.0,0.0
IVW,"set_[100, 200, 250]__x100_2_200_2_250_1",0.08492669904831951,0.0879532925724742,0.11320555519115229,0.7769344218484808,0.7769344218484808,-0.17982669175407318,7.074406753117381,7.291458964767922,6.291458964767922,1.0,0.0,1.0,0.0
IVW,"set_[100, 200, 250]__x100_2_200_2_250_2",0.08708934213805408,0.09000387927403317,0.11372401377730629,0.7914236957049217,0.7914236957049217,-0.17924146066849506,6.837995899214125,7.654083920697502,6.654083920697502,1.0,0.0,1.0,0.0
IVW,"set_[100, 200]__x100_1_200_1",0.07663012758080301,0.07983036378320166,0.10923691112730795,0.7308002666806002,0.7308002666806002,-0.16470176258346347,7.129913958100613,6.0472512196068795,5.0472512196068795,1.0,0.0,1.0,0.0
IVW,"set_[100, 200]__x100_1_200_2",0.07849488850916497,0.0816731867448275,0.11024861495163585,0.7408091864070683,0.7408091864070683,-0.18516331495367663,6.797278547577049,6.307770094224843,5.307770094224843,1.0,0.0,1.0,0.0
IVW,"set_[100, 200]__x100_2_200_1",0.08274066286200732,0.08574077864243629,0.11149274922553801,0.7690256024541272,0.7690256024541272,-0.15980810596210754,6.854485115851092,6.941684967822798,5.941684967822798,1.0,0.0,1.0,0.0
IVW,"set_[100, 200]__x100_2_200_2",0.08458825409662873,0.08758360160406213,0.11270811223237223,0.7770833870723479,0.7770833870723479,-0.18423519504943275,6.6274876697485645,7.236222118817269,6.236222118817269,1.0,0.0,1.0,0.0
IVW,sma100_3in_1out,0.06734996632287071,0.07144881780602025,0.1117504383967072,0.6393605146530283,0.6393605146530283,-0.23301013109184435,7.659301440365862,4.89692077916901,3.89692077916901,1.0,0.0,1.0,0.0
