variant,CAGR,AnnReturn,AnnVol,Sharpe,Sharpe_noRF,MaxDD,UlcerIndex,TotalMultiple,TotalReturn,sharpe_wins,cagr_wins,sharpe_win_share,cagr_win_share,beats_baseline_Sharpe_count,beats_baseline_Sharpe_share,mean_excess_Sharpe_over_baseline,beats_baseline_CAGR_count,beats_baseline_CAGR_share,mean_excess_CAGR_over_baseline
"set_[100, 150, 200]__x100_1_150_2_200_1",0.07727523623062815,0.08058097392814136,0.11061161053981208,0.7285037577419426,0.7285037577419426,-0.16786401096620182,7.323775989361379,6.1361872398318935,5.1361872398318935,1.0,0.0,1.0,0.0,1,1.0,0.13747399632817747,0,0.0,-0.02411523463398213
sma200_3in_3out,0.08536647803404396,0.08951518853115721,0.12293990836197159,0.7281214840960993,0.7281214840960993,-0.220811770759938,8.625248409344662,7.363838610917976,6.363838610917976,1.0,0.0,1.0,0.0,1,1.0,0.13709172268233416,0,0.0,-0.016023992830566325
"set_[100, 150, 200]__x100_2_150_1_200_1",0.07769159779333434,0.08105486164306705,0.11139756263361685,0.727617909465883,0.727617909465883,-0.17973039274602862,7.666084987935225,6.194252270911463,5.194252270911463,1.0,0.0,1.0,0.0,1,1.0,0.13658814805211783,0,0.0,-0.02369887307127594
sma100_3in_2out,0.07957679806528573,0.08326945955962997,0.11550428094715377,0.7209209812554734,0.7209209812554734,-0.21897724525261622,6.757306887251821,6.46381790658151,5.46381790658151,1.0,0.0,1.0,0.0,1,1.0,0.12989121984170826,0,0.0,-0.021813672799324557
sma250_3in_3out,0.08583682267708892,0.09024162706312554,0.12529267982933898,0.7202466032815611,0.7202466032815611,-0.24935197837083645,9.494362749295382,7.44201116336593,6.44201116336593,1.0,0.0,1.0,0.0,1,1.0,0.12921684186779592,0,0.0,-0.015553648187521363
"set_[100, 150, 200]__x100_1_150_1_200_2",0.07489813355872332,0.07834313729347178,0.11035418505616065,0.7099244786557208,0.7099244786557208,-0.17629053103155826,7.622829564081032,5.814547394914699,4.814547394914699,1.0,0.0,1.0,0.0,1,1.0,0.11889471724195566,0,0.0,-0.02649233730588696
"set_[100, 150, 200]__x100_1_150_1_200_1",0.0736354396783836,0.07711459746892085,0.10987676600336677,0.7018280595058465,0.7018280595058465,-0.1860768316891472,7.839327299450001,5.650335290532079,4.650335290532079,1.0,0.0,1.0,0.0,1,1.0,0.1107982980920813,0,0.0,-0.027755031186226686
sma150_3in_2out,0.07809362609835269,0.08208239467371271,0.1171097162085928,0.700901661545398,0.700901661545398,-0.22103591651169507,8.189043692201825,6.2508181818177535,5.2508181818177535,1.0,0.0,1.0,0.0,1,1.0,0.10987190013163284,0,0.0,-0.023296844766257596
sma150_3in_3out,0.07820674198679378,0.0828864004453679,0.12289967689764103,0.6744232575517767,0.6744232575517767,-0.20752343474162815,8.6824189237283,6.266822820759566,5.266822820759566,1.0,0.0,1.0,0.0,1,1.0,0.0833934961380115,0,0.0,-0.0231837288778165
sma100_3in_3out,0.0729923493057345,0.07774605882171202,0.12051374801879661,0.6451219060051632,0.6451219060051632,-0.21139246323343913,8.064326366049503,5.568420650448752,4.568420650448752,1.0,0.0,1.0,0.0,1,1.0,0.054092144591397995,0,0.0,-0.028398121558875777
sma100_3in_1out,0.06734980598565632,0.07144866703719142,0.11175043210516976,0.639359201492395,0.639359201492395,-0.2330102250572773,7.659304231788706,4.896902850044623,3.896902850044623,1.0,0.0,1.0,0.0,1,1.0,0.048329440078629826,0,0.0,-0.03404066487895396
sma150_3in_1out,0.06728908578062076,0.07168326529605121,0.11431225404264814,0.6270829483364688,0.6270829483364688,-0.24134339281427197,10.035041560376587,4.8901175585833725,3.8901175585833725,1.0,0.0,1.0,0.0,1,1.0,0.03605318692270365,0,0.0,-0.03410138508398952
