window_id,bucket_years,window_source,start,end,trading_days,span_years,ticker,variant,baseline_variant,strategy_cagr,strategy_annreturn,strategy_annvol,strategy_sharpe,strategy_sharpe_norf,strategy_maxdd,strategy_ulcerindex,strategy_totalmultiple,strategy_totalreturn,buyhold_cagr,buyhold_annreturn,buyhold_annvol,buyhold_sharpe,buyhold_sharpe_norf,buyhold_maxdd,buyhold_ulcerindex,buyhold_totalmultiple,buyhold_totalreturn,sharpe_delta,cagr_delta,maxdd_delta,strategy_beats_buyhold_sharpe,strategy_beats_buyhold_cagr,strategy_better_maxdd
03y_04,3,rolling,2020-04-13,2023-04-12,756,3.0,DGRW,hybridL200_S20_eL3_eS2_xL2_xS1,baseline_buyhold,0.053040407933407696,0.05685318463031752,0.10175179561030363,0.5587437969945803,0.5587437969945803,-0.15848701582587438,6.694622966945542,1.1677102961987864,0.1677102961987864,0.1716121955249461,0.17174888812920225,0.1631293669074435,1.0528385623334717,1.0528385623334717,-0.1726679471132806,5.414547602918658,1.6082429306548554,0.6082429306548554,-0.4940947653388914,-0.11857178759153841,0.014180931287406218,0.0,0.0,1.0
03y_04,3,rolling,2020-04-13,2023-04-12,756,3.0,EQWL,hybridL200_S20_eL3_eS2_xL2_xS1,baseline_buyhold,0.07690410235621248,0.07945515533783727,0.10361401438029762,0.7668379206524192,0.7668379206524192,-0.12857498591843924,5.098070162231014,1.248909859338369,0.24890985933836896,0.1745392297949151,0.17800780312073802,0.1847296528100905,0.9636125029896376,0.9636125029896376,-0.22991095290068067,8.088106752619508,1.6203266706988546,0.6203266706988546,-0.19677458233721845,-0.09763512743870262,0.10133596698224143,0.0,0.0,1.0
03y_04,3,rolling,2020-04-13,2023-04-12,756,3.0,SPHQ,hybridL200_S20_eL3_eS2_xL2_xS1,baseline_buyhold,0.07112584541460154,0.07552997577526872,0.11689006944180189,0.6461624681716369,0.6461624681716369,-0.15634703123591973,6.351871927629111,1.2289140114371238,0.22891401143712375,0.15543450354006239,0.1630174547783871,0.19227176456932127,0.8478491636228426,0.8478491636228426,-0.25041790129241454,9.745601187679299,1.5425384450060025,0.5425384450060025,-0.20168669545120566,-0.08430865812546084,0.09407087005649481,0.0,0.0,1.0
03y_04,3,rolling,2020-04-13,2023-04-12,756,3.0,QQQ,hybridL200_S20_eL3_eS2_xL2_xS1,baseline_buyhold,0.06493224411781617,0.07371082804299293,0.14711353141720665,0.501047234288413,0.501047234288413,-0.1599746201239254,7.578590097235213,1.2077190884210753,0.20771908842107534,0.16191989503012993,0.18261369389097826,0.25486008478145955,0.7165252811069572,0.7165252811069572,-0.35118721837334355,16.272839674108468,1.5686590666036608,0.5686590666036608,-0.2154780468185442,-0.09698765091231376,0.19121259824941814,0.0,0.0,1.0
03y_04,3,rolling,2020-04-13,2023-04-12,756,3.0,SCHG,hybridL200_S20_eL3_eS2_xL2_xS1,baseline_buyhold,-0.010754525308811269,0.007962838791146454,0.1935766875139968,0.04113531899635741,0.04113531899635741,-0.32599732113164515,14.704567434925565,0.9680821596510163,-0.031917840348983706,0.15428515223058215,0.17490302592764578,0.25046387094776784,0.6983163889698101,0.6983163889698101,-0.34591306711334896,16.200220220266388,1.5379397708883251,0.5379397708883251,-0.6571810699734527,-0.16503967753939341,0.019915745981703814,0.0,0.0,1.0
03y_04,3,rolling,2020-04-13,2023-04-12,756,3.0,IWY,hybridL200_S20_eL3_eS2_xL2_xS1,baseline_buyhold,0.054631514016345584,0.06227692883396933,0.13484127473596144,0.4618536049582481,0.4618536049582481,-0.17189297764476974,8.272261077393862,1.1730114023638725,0.17301140236387247,0.1593308940427418,0.1763786456929263,0.23859902717715606,0.7392261727956164,0.7392261727956164,-0.32684424613737045,15.323126787511878,1.5581965107778615,0.5581965107778615,-0.2773725678373683,-0.10469938002639623,0.1549512684926007,0.0,0.0,1.0
03y_04,3,rolling,2020-04-13,2023-04-12,756,3.0,SPMO,hybridL200_S20_eL3_eS2_xL2_xS1,baseline_buyhold,0.029402470305729178,0.03620819160352051,0.12021181752972646,0.30120326227133876,0.30120326227133876,-0.15039511632604322,6.934385043008179,1.0908263452876639,0.09082634528766387,0.14842735203471702,0.1590131849862179,0.20274777073420164,0.7842906701779775,0.7842906701779775,-0.22736184577463278,9.399555401266973,1.514644047922831,0.5146440479228309,-0.48308740790663873,-0.11902488172898784,0.07696672944858957,0.0,0.0,1.0
03y_05,3,rolling,2021-10-12,2024-10-11,755,2.996031746031746,DGRO,hybridL200_S20_eL3_eS2_xL2_xS1,baseline_buyhold,0.09985391189068316,0.09916935938788861,0.08932385647589802,1.1102225463658433,1.1102225463658433,-0.09830305903946837,4.0573699219378785,1.329967363069083,0.3299673630690829,0.10203436407261313,0.10765687614371455,0.14485804311886835,0.7431888062672015,0.7431888062672015,-0.19312987278864036,7.109196286097694,1.3378824912128844,0.3378824912128844,0.36703374009864176,-0.0021804521819299705,0.09482681374917198,1.0,0.0,1.0
03y_05,3,rolling,2021-10-12,2024-10-11,755,2.996031746031746,DGRW,hybridL200_S20_eL3_eS2_xL2_xS1,baseline_buyhold,0.12843266960005928,0.12555724470231372,0.09708662444547198,1.2932496666709437,1.2932496666709437,-0.0897275028870888,2.7860240908722114,1.4362125469482525,0.4362125469482525,0.14391505612066946,0.1447705674852016,0.1434256408863719,1.009377169873657,1.009377169873657,-0.1726679471132802,5.5427585095407546,1.4960620524232682,0.4960620524232682,0.28387249679728654,-0.01548238652061018,0.0829404442261914,1.0,0.0,1.0
03y_05,3,rolling,2021-10-12,2024-10-11,755,2.996031746031746,EQWL,hybridL200_S20_eL3_eS2_xL2_xS1,baseline_buyhold,0.12615060629291008,0.12367008085056766,0.09852066049417867,1.255270521231179,1.255270521231179,-0.08384972038476082,3.0613628413950393,1.4275281368401695,0.42752813684016955,0.10714232225904685,0.11399341718439436,0.15618294075910585,0.7298711154390162,0.7298711154390162,-0.22991095290068114,8.396061962639132,1.3565473193253286,0.35654731932532857,0.5253994057921628,0.019008284033863232,0.14606123251592032,1.0,1.0,1.0
