variant,year,cal_year_return,ann_return,ann_vol,sharpe,max_dd,ulcer_index,exposure,entries,exits
baseline_buyhold,2001,-0.21316294778831546,-0.1495334183917407,0.4354991194059209,-0.41224748889652935,-0.5043193017486537,30.869930368322812,1.0,1,0
baseline_buyhold,2002,-0.3262764992116711,-0.32939813424817066,0.363011156777907,-0.9900470757929163,-0.4655840324809859,28.792788407574797,1.0,1,0
baseline_buyhold,2003,0.4311085076654668,0.38225025969065607,0.2175682347974304,1.619033495485327,-0.12572642246238908,4.285494614968745,1.0,1,0
baseline_buyhold,2004,0.10687727969018135,0.11289987299002804,0.1508323585414153,0.549615969621436,-0.13247213605054559,5.777481258124954,1.0,1,0
baseline_buyhold,2005,0.02592095138575745,0.03273187035927812,0.11973486094854897,0.022815998094757258,-0.1005334629907151,3.9976852710027733,1.0,1,0
baseline_buyhold,2006,0.09764988470958413,0.10285664055767575,0.13667817268319205,0.533052492050439,-0.13277019731955955,5.5447460090424565,1.0,1,0
baseline_buyhold,2007,0.14779692322245586,0.15288695940653677,0.17019542718251252,0.7220344367698931,-0.10340784955620318,3.72402266950176,1.0,1,0
baseline_buyhold,2008,-0.4012661758996048,-0.43240334852999207,0.3967535797726762,-1.1654673633819022,-0.48587161605742546,21.341206115103862,1.0,1,0
baseline_buyhold,2009,0.45722074548666614,0.40912530268375424,0.25498705529370436,1.4868413702298042,-0.20728660205264496,5.185353867347783,1.0,1,0
baseline_buyhold,2010,0.18644695233754138,0.18839961310361736,0.18675316475126336,0.848176325764492,-0.15626432469739795,6.461224432204256,1.0,1,0
baseline_buyhold,2011,0.03062090044317145,0.05714426905109417,0.23233077410603506,0.11683458274324697,-0.16127872751733088,6.084809162704281,1.0,1,0
baseline_buyhold,2012,0.17520439741638127,0.17297234060499267,0.1431064686830654,0.9990627392366885,-0.10928405075468736,4.576063983682159,1.0,1,0
baseline_buyhold,2013,0.35365173428665964,0.30971758083323264,0.11623523297111572,2.4064784289866914,-0.057345372627950655,1.3333325781212297,1.0,1,0
baseline_buyhold,2014,0.17475444785768568,0.16935014698613718,0.12851888313407173,1.0842776064336492,-0.07954004259577926,2.142324979583848,1.0,1,0
baseline_buyhold,2015,0.06950089794953196,0.08151916222134638,0.1694723737428209,0.30399740726785457,-0.13331257167747665,3.7849392623723945,1.0,1,0
baseline_buyhold,2016,0.08598765257215812,0.09371399810691637,0.14982134009406634,0.4252665078747334,-0.1098483392746647,3.104090623764798,1.0,1,0
baseline_buyhold,2017,0.2933270277072,0.26233587332212954,0.0891217953811566,2.6069478552185155,-0.03625737389062595,0.9192615799428445,1.0,1,0
baseline_buyhold,2018,-0.014008829027222003,0.007693415570453502,0.2092287952658438,-0.10661335788510373,-0.21637479382521438,6.044670827465902,1.0,1,0
baseline_buyhold,2019,0.3664410483920866,0.3235335740816907,0.14935531133665017,1.9653373653385486,-0.0968826301721473,2.5396341418449904,1.0,1,0
baseline_buyhold,2020,0.3889725280774907,0.38729191151776665,0.34487635132221794,1.0360000334843165,-0.2969157558778896,8.7320367626268,1.0,1,0
baseline_buyhold,2021,0.27927667124245437,0.2596091585606785,0.162690042545346,1.411328898612098,-0.08488322560830916,2.4879977340852,1.0,1,0
baseline_buyhold,2022,-0.28459241117674994,-0.29236553439179735,0.2959618167376121,-1.0892132571195619,-0.31712313515018326,21.312467854070157,1.0,1,0
baseline_buyhold,2023,0.4572227397976829,0.39284035499826686,0.16178311762025,2.242757837378027,-0.10235459505650642,3.2619082438094105,1.0,1,0
baseline_buyhold,2024,0.2544238999369097,0.23989848296284155,0.16213180794392387,1.2946163101779427,-0.11801561653609224,3.0523172482558043,1.0,1,0
baseline_buyhold,2025,0.1745515349242055,0.24502328075444307,0.2394826290351922,0.8978658770396462,-0.2157699830412187,6.511606934977944,1.0,1,0
