CAGR,AnnReturn,AnnVol,Sharpe,MaxDD,UlcerIndex,TotalReturn,variant
0.08258879208581171,0.09121894945056858,0.1538775174640412,0.3978420659462127,-0.47566578125168396,14.13598047691076,7.098954661263153,baseline_sma200
