strategy,start,end,months,cagr,annualized_volatility,sharpe,sortino,max_drawdown,calmar,best_year,worst_year,monthly_win_rate,total_return,switches,exposure_ADX,exposure_IEF,exposure_KYN,exposure_NMZ,exposure_RQI,lookbacks,defensive_asset,exposure_TLT,exposure_SHY,exposure_BIL,exposure_SGOV,exposure_Cash
sens_cefs_3_12m_TLT,2007-02-28,2026-05-31,232,0.07575077226033278,0.12356069146836912,0.5470842193362292,0.8460116620392693,-0.2648434026225731,0.2860209901784293,0.26644313846987044,-0.21892438856777108,0.5905172413793104,3.1029121631172787,141,0.18318965517241378,,0.16379310344827586,0.15086206896551724,0.16594827586206898,3+12,TLT,0.33620689655172414,,,,
sens_cefs_3_12m_SHY,2007-02-28,2026-05-31,232,0.07067173117309689,0.09324726685763933,0.6390559108767861,0.9363710513821653,-0.1534173146862634,0.4606502943792214,0.2494748442317134,-0.08723158278823973,0.625,2.7441723619618155,141,0.18318965517241378,,0.16379310344827586,0.15086206896551724,0.16594827586206898,3+12,SHY,,0.33620689655172414,,,
sens_cefs_3_12m_BIL,2007-02-28,2026-05-31,232,0.06784957337321518,0.09313751488810462,0.6112154638074228,0.874129243696044,-0.16781676971744475,0.4043074687199282,0.24745466751168887,-0.09711665214108456,0.6120689655172413,2.5579091201382034,141,0.18318965517241378,,0.16379310344827586,0.15086206896551724,0.16594827586206898,3+12,BIL,,,0.33620689655172414,,
sens_cefs_3_12m_SGOV,2007-02-28,2026-05-31,232,0.06581637011611075,0.09338839474755523,0.5893103139074721,0.8491185273489046,-0.18216208835297898,0.36130662922889367,0.24757023578611537,-0.10509511780833591,0.5689655172413793,2.4291999081443514,141,0.18318965517241378,,0.16379310344827586,0.15086206896551724,0.16594827586206898,3+12,SGOV,,,,0.33620689655172414,
sens_cefs_3_12m_Cash,2007-02-28,2026-05-31,232,0.06227376501584181,0.09338688613880132,0.5534790218787986,0.8052097033861029,-0.18216208835297898,0.34185908593215475,0.2434950422898403,-0.10509511780833591,0.5387931034482759,2.2154232384009265,141,0.18318965517241378,,0.16379310344827586,0.15086206896551724,0.16594827586206898,3+12,Cash,,,,,0.33620689655172414
sens_cefs_6_12m_IEF,2007-02-28,2026-05-31,232,0.074791338309256,0.10361307501185296,0.6220928832256263,1.0440078223601679,-0.14221678448459552,0.5258967046703068,0.24181326667809455,-0.10630088841549545,0.6163793103448276,3.032741499820176,115,0.19073275862068967,0.3168103448275862,0.17456896551724138,0.1497844827586207,0.16810344827586207,6+12,IEF,,,,,
sens_cefs_6_12m_TLT,2007-02-28,2026-05-31,232,0.07193747737757206,0.12408236723310834,0.5164288118849458,0.8341391567979594,-0.2510344379022855,0.286564178121145,0.2335992118888972,-0.19940992398139845,0.5775862068965517,2.830682275128545,115,0.19073275862068967,,0.17456896551724138,0.1497844827586207,0.16810344827586207,6+12,TLT,0.3168103448275862,,,,
sens_cefs_6_12m_SHY,2007-02-28,2026-05-31,232,0.07021531959872207,0.09667379462051014,0.6152663839743278,0.9479685783043671,-0.1567072632741302,0.4480667847277342,0.2529147950724566,-0.119296781739757,0.6120689655172413,2.7134349927280406,115,0.19073275862068967,,0.17456896551724138,0.1497844827586207,0.16810344827586207,6+12,SHY,,0.3168103448275862,,,
sens_cefs_6_12m_BIL,2007-02-28,2026-05-31,232,0.06755949059148603,0.09667686334048238,0.5894167949510282,0.8789709356851803,-0.18857223519492805,0.3582684933529554,0.25833561134836747,-0.12220797029585306,0.603448275862069,2.5392697015899706,115,0.19073275862068967,,0.17456896551724138,0.1497844827586207,0.16810344827586207,6+12,BIL,,,0.3168103448275862,,
sens_cefs_6_12m_SGOV,2007-02-28,2026-05-31,232,0.06558480924099097,0.09699979288607735,0.568595642873818,0.8499781615810614,-0.20822431597234659,0.31497190390435004,0.25838923731982866,-0.1278102823019288,0.5689655172413793,2.4148245842926066,115,0.19073275862068967,,0.17456896551724138,0.1497844827586207,0.16810344827586207,6+12,SGOV,,,,0.3168103448275862,
sens_cefs_6_12m_Cash,2007-02-28,2026-05-31,232,0.062265758886859146,0.09700270085393453,0.5362515394136441,0.8093295200193973,-0.20822431597234659,0.2990321211818912,0.2542868975471675,-0.1278102823019288,0.5431034482758621,2.214954747664651,115,0.19073275862068967,,0.17456896551724138,0.1497844827586207,0.16810344827586207,6+12,Cash,,,,,0.3168103448275862
