Date,A_original_cefs_ief,B_original_cefs_bil,B2_original_cefs_sgov,C_etfs_ief,D_etfs_bil,D2_etfs_sgov,E_original_cefs_6m_ief,F_original_cefs_12m_ief,G_original_cefs_3_6_12m_ief,SPY_buy_hold,CEF_equal_weight_buy_hold,ETF_equal_weight_buy_hold
2010-06-30,-0.0157125155,-0.0157125155,-0.0157125155,-0.0191904739,-0.0267565064,-0.0268111712,0.0096549999,-0.0157125155,-0.0157125155,-0.05174109753882761,-0.015712515533186755,-0.041624825517524
2010-07-31,0.0458281659,0.0434448264,0.0435540289,0.0320628598,0.0272961809,0.0275145859,0.0458281659,0.0607190619,0.0458281659,0.0683009102723926,0.06071906191877041,0.06552361966716996
2010-08-31,0.0030381346,-0.0053518864,-0.0053518864,0.0189905719,0.0022105299,0.0022105299,-0.0176154642,-0.0176154642,0.0030381346,-0.04498040614587062,-0.017615464163475925,-0.02129300935144554
2010-09-30,0.0422747812,0.0422823091,0.0422823091,0.0110704599,0.0110855156,0.0110855156,0.0422747812,0.0644618728,0.0422747812,0.08955474336319802,0.06446187280847149,0.05846305699079221
2010-10-31,0.0348847878,0.0348847878,0.0348847878,0.0335737507,0.0335737507,0.0335737507,0.0258126485,0.0348847878,0.0348847878,0.03820196459878922,0.03488478775479173,0.0335737507372621
2010-11-30,0.0124100839,0.0124100839,0.0124100839,0.0030372957,0.0030372957,0.0030372957,0.0063561102,0.0124100839,0.0124100839,0.0,0.012410083912597791,0.0030372957496170583
2010-12-31,0.0393298559,0.0478524986,0.0479070601,0.0428086572,0.0513312998,0.0513858614,0.0362364074,0.0362364074,0.0393298559,0.06685217813796585,0.036236407350612454,0.04509296515700306
2011-01-31,0.0114863121,0.0115396692,0.0115396692,0.0318475209,0.031900878,0.031900878,0.0114863121,0.0114863121,0.0114863121,0.02330018301323955,0.007917742770125802,0.03144739400821295
2011-02-28,0.0391675745,0.0396884304,0.0396884304,0.0383478192,0.0388686751,0.0388686751,0.0391675745,0.0391675745,0.0391675745,0.034737312301789114,0.050732187416612395,0.044611182066899846
2011-03-31,0.020314085,0.0207007001,0.0207007001,0.0003228974,0.0007095126,0.0007095126,0.020314085,0.0251238055,0.020314085,0.00012025299060614003,0.025123805490507772,-0.00228104321859518
2011-04-30,-0.0018179407,-0.0064209601,-0.0064209601,0.0284982813,0.0238952619,0.0238952619,-0.0018179407,-0.0018179407,-0.0018179407,0.02896144928313138,-0.0037652921376390702,0.030817124153632525
2011-05-31,0.0156207281,0.0156207281,0.0156207281,-0.0040026881,-0.0040026881,-0.0040026881,0.0041169713,0.0041169713,0.0041169713,-0.011215009209315951,0.015620728050630556,-0.004002688105583352
2011-06-30,-0.0217662865,-0.0217662865,-0.0217662865,-0.0175943478,-0.0175943478,-0.0175943478,-0.0217662865,-0.0217662865,-0.0217662865,-0.016869127324326216,-0.021766286490345482,-0.01759434781004776
2011-07-31,-0.0425985556,-0.0425985556,-0.0425985556,0.0039273353,0.0039273353,0.0039273353,-0.020021412,-0.0425985556,-0.0425985556,-0.02000479173815828,-0.04259855556092007,0.003927335271594279
2011-08-31,0.0186386159,-0.0046185853,-0.0046185853,-0.0194866521,-0.0311152527,-0.0311152527,0.0186386159,-0.0127021374,-0.0127021374,-0.05497582259848921,-0.015917348175288143,-0.04485920835411836
2011-09-30,0.0177333873,0.0007922847,0.0009559695,0.0166768089,-0.0002642937,-0.0001006089,0.0177333873,-0.051783229,-0.0241609543,-0.06942072441978042,-0.05641973212573942,-0.08061928161370716
