variant,CAGR,AnnReturn,AnnVol,Sharpe,Sharpe_noRF,MaxDD,UlcerIndex,TotalMultiple,TotalReturn,sharpe_wins,cagr_wins,sharpe_win_share,cagr_win_share,beats_baseline_Sharpe_count,beats_baseline_Sharpe_share,mean_excess_Sharpe_over_baseline,beats_baseline_CAGR_count,beats_baseline_CAGR_share,mean_excess_CAGR_over_baseline
"set_[100, 150, 200]__x100_1_150_2_200_1",0.10078883170572173,0.103532461994559,0.12211778153569798,0.8478082445699684,0.8478082445699684,-0.18283765378861658,6.065768399666514,2.9410892022137123,1.9410892022137123,0.0,0.0,0.0,0.0,0,0.0,-0.053597196783829903,0,0.0,-0.06160417431676879
"set_[100, 150, 200]__x100_1_150_1_200_1",0.09999912165117752,0.10271841339534739,0.12132787610728017,0.8466184086542653,0.8466184086542653,-0.19228900390193038,5.968221948865849,2.9174725965799517,1.9174725965799517,0.0,0.0,0.0,0.0,0,0.0,-0.054787032699533,0,0.0,-0.06239388437131299
"set_[100, 200]__x100_1_200_1",0.09870496253837069,0.10145607281687503,0.120645782910062,0.8409417251865958,0.8409417251865958,-0.17135344835910007,5.673367538440829,2.8791435091018465,1.8791435091018465,0.0,0.0,0.0,0.0,0,0.0,-0.060463716167202475,0,0.0,-0.06368804348411983
"set_[100, 200, 250]__x100_1_200_2_250_2",0.1018132819852886,0.10488033131467431,0.1254977978416273,0.8357145154612886,0.8357145154612886,-0.19362161383826917,6.361862613684055,2.97198529722792,1.9719852972279202,0.0,0.0,0.0,0.0,0,0.0,-0.06569092589250969,0,0.0,-0.06057972403720191
sma150_3in_1out,0.1020861221363718,0.10524309455229208,0.12633718564271218,0.8330333940628121,0.8330333940628121,-0.2339426278740999,7.245553315485928,2.980263511080179,1.980263511080179,0.0,0.0,0.0,0.0,0,0.0,-0.06837204729098623,0,0.0,-0.06030688388611871
sma250_3in_1out,0.10779413869620491,0.11143082262650696,0.13416472606089133,0.8305523060952216,0.8305523060952216,-0.21261325913402818,6.254643650825992,3.158339116105385,2.158339116105385,0.0,0.0,0.0,0.0,0,0.0,-0.07085313525857673,0,0.0,-0.054598867326285605
sma150_3in_2out,0.10430581222969382,0.10768524034992691,0.1297134830946756,0.83017769456803,0.83017769456803,-0.23266350211846568,7.54823350373946,3.0483955508218146,2.0483955508218146,0.0,0.0,0.0,0.0,0,0.0,-0.07122774678576826,0,0.0,-0.0580871937927967
"set_[100, 200, 250]__x100_1_200_1_250_2",0.10002053472106054,0.10309766277727642,0.12425937209552093,0.8296972778682881,0.8296972778682881,-0.20807123705213576,6.178352376900423,2.918110677812181,1.918110677812181,0.0,0.0,0.0,0.0,0,0.0,-0.07170816348551023,0,0.0,-0.06237247130142998
sma100_3in_2out,0.09520725369849736,0.09866172176086019,0.12386177651024756,0.7965469617876628,0.7965469617876628,-0.16612323366962528,6.424634037312423,2.777835853602829,1.777835853602829,0.0,0.0,0.0,0.0,0,0.0,-0.10485847956613548,0,0.0,-0.06718575232399315
sma150_3in_3out,0.10071939944205432,0.10506359466902852,0.1344980701369112,0.7811531761168016,0.7811531761168016,-0.20038105628464753,7.810712082758962,2.939005840554609,1.939005840554609,0.0,0.0,0.0,0.0,0,0.0,-0.12025226523699672,0,0.0,-0.06167360658043619
sma100_3in_3out,0.09548350950259121,0.09987671261486242,0.13133637487170052,0.7604649718132518,0.7604649718132518,-0.19958448932118047,7.067560309539587,2.785717585144837,1.785717585144837,0.0,0.0,0.0,0.0,0,0.0,-0.1409404695405465,0,0.0,-0.0669094965198993
sma250_3in_2out,0.10115131756636808,0.10638084269807911,0.14100798064845346,0.7544313606142397,0.7544313606142397,-0.2812104009380907,7.7801018338576835,2.951987696634952,1.9519876966349519,0.0,0.0,0.0,0.0,0,0.0,-0.14697408073955864,0,0.0,-0.061241688456122434
sma100_3in_1out,0.0767509820198864,0.08126170387428969,0.12060198274316924,0.6738007288598434,0.6738007288598434,-0.17908132940719035,7.0950022489511975,2.2950232764071057,1.2950232764071057,0.0,0.0,0.0,0.0,0,0.0,-0.22760471249395486,0,0.0,-0.08564202400260412
