variant,CAGR,AnnReturn,AnnVol,Sharpe,Sharpe_noRF,MaxDD,UlcerIndex,TotalMultiple,TotalReturn,sharpe_win_share,cagr_win_share,group
200SMA_3in_2out_hybrid20SMA,0.09156757645885266,0.09457596956262147,0.12432936403909473,0.7450075273362523,0.7450075273362523,-0.17014998807025133,6.090271347430267,1.581805556139784,0.5818055561397838,0.6365979381443299,0.35309278350515466,strategy_rollup
"set_[100, 150, 200]__x100_1_150_1_200_1",0.07002950227236152,0.07287823444876432,0.10585686977488244,0.6628103320767669,0.6628103320767669,-0.1481157407074491,6.489782999744137,1.4197982375356724,0.41979823753567225,0.5103092783505154,0.2912371134020618,strategy_rollup
"set_[100, 150, 200]__x100_1_150_1_200_2",0.07132592001779645,0.07415679743817909,0.10637982789868691,0.6729543310174456,0.6729543310174456,-0.1497373826597066,6.364485752209449,1.428211519823691,0.42821151982369116,0.518041237113402,0.2809278350515464,strategy_rollup
"set_[100, 150, 200]__x100_1_150_2_200_1",0.07344028577051566,0.07619347614190956,0.10688253392559445,0.6887223326686965,0.6887223326686965,-0.14640315609713642,6.1755357731652705,1.4419570695377042,0.4419570695377042,0.5670103092783505,0.29381443298969073,strategy_rollup
"set_[100, 150, 200]__x100_1_150_2_200_2",0.07471099562091779,0.07747203913132435,0.10767345320981883,0.696799400939786,0.696799400939786,-0.14814677036329776,6.080998963719161,1.4504440702017731,0.450444070201773,0.5695876288659794,0.28350515463917525,strategy_rollup
"set_[100, 150, 200]__x100_2_150_1_200_1",0.07438028942835039,0.07707380514262466,0.10758205617385595,0.6905995144178092,0.6905995144178092,-0.14736264795039938,6.395884675985863,1.4504003769822722,0.4504003769822723,0.5283505154639175,0.2860824742268041,strategy_rollup
"set_[100, 150, 200]__x100_2_150_1_200_2",0.07566861421371206,0.07835236813203943,0.10818684094913066,0.6999409595939395,0.6999409595939395,-0.14876577281921288,6.275311894641713,1.4588328585438217,0.45883285854382166,0.5644329896907216,0.2809278350515464,strategy_rollup
"set_[100, 150, 200]__x100_2_150_2_200_1",0.07778519238489506,0.0803890468357699,0.10876375861478836,0.7148473460652491,0.7148473460652491,-0.14538270855281832,6.123339683576375,1.4728907052237092,0.47289070522370935,0.5824742268041236,0.28865979381443296,strategy_rollup
"set_[100, 150, 200]__x100_2_150_2_200_2",0.0790474813266166,0.08166760982518467,0.1096293395112237,0.7220925949395601,0.7220925949395601,-0.14739543566043245,6.031289201729534,1.4813887269600174,0.4813887269600174,0.5850515463917525,0.2860824742268041,strategy_rollup
"set_[100, 200, 250]__x100_1_200_1_250_1",0.06994088820420108,0.07277961775919105,0.10472777716605769,0.6710914975183901,0.6710914975183901,-0.14440877747303496,6.181967284558345,1.4164377343486452,0.41643773434864506,0.5077319587628866,0.28865979381443296,strategy_rollup
