window,ticker,variant,CAGR,AnnReturn,AnnVol,Sharpe,Sharpe_noRF,MaxDD,UlcerIndex,TotalMultiple,TotalReturn
2001-05-01_2025-10-01,IVW,"set_[100, 200]__x100_1_200_1",0.07663019040255281,0.07983043248385671,0.10923700533063539,0.7308002653700391,0.7308002653700391,-0.16470123030014786,7.129904496016379,6.047259819856933,5.047259819856933
2001-05-01_2025-10-01,IWF,"set_[100, 200]__x100_1_200_1",0.08247016794141038,0.08556253622270237,0.112123032246868,0.7631129350329574,0.7631129350329574,-0.17199904804607244,6.692234671375232,6.899540420294549,5.899540420294549
2001-05-01_2025-10-01,QQQ,"set_[100, 200]__x100_1_200_1",0.09206568127904724,0.09728627467201416,0.13544256450197664,0.7182843519667289,0.7182843519667289,-0.19553371544408665,8.883427977599013,8.555346819822141,7.555346819822141
2001-05-01_2025-10-01,IVW,"set_[100, 200]__x100_2_200_1",0.0827407002368985,0.08574082400299073,0.11149284597718083,0.7690253419536824,0.7690253419536824,-0.1598084334788619,6.8544800725747566,6.941690808051281,5.941690808051281
2001-05-01_2025-10-01,IWF,"set_[100, 200]__x100_2_200_1",0.0929325532510128,0.09547274173246394,0.1146709846167782,0.8325797676851443,0.8325797676851443,-0.16856998151392102,6.164999195668325,8.722412424727082,7.722412424727082
2001-05-01_2025-10-01,QQQ,"set_[100, 200]__x100_2_200_1",0.09752414057980796,0.10271092945676373,0.13865038789550876,0.7407907833202017,0.7407907833202017,-0.19122570260999133,9.00290179996298,9.6607990988643,8.6607990988643
2001-05-01_2025-10-01,IVW,"set_[100, 200]__x100_1_200_2",0.07849490332317655,0.08167321135375755,0.11024871317853518,0.7408087495905474,0.7408087495905474,-0.18516331314514306,6.797278600117434,6.307772205961628,5.307772205961628
2001-05-01_2025-10-01,IWF,"set_[100, 200]__x100_1_200_2",0.08567422286413229,0.08859612382511028,0.1128094309611417,0.7853609673434847,0.7853609673434847,-0.1688984063566295,6.6429190141518175,7.414897061116751,6.414897061116751
2001-05-01_2025-10-01,QQQ,"set_[100, 200]__x100_1_200_2",0.0910336166989607,0.09654385400937669,0.13692632132643506,0.7050788560894311,0.7050788560894311,-0.2037724916293699,8.772331223157469,8.360445041895353,7.360445041895353
2001-05-01_2025-10-01,IVW,"set_[100, 200]__x100_2_200_2",0.08458824351239591,0.08758360287289155,0.11270820978879485,0.7770827257128423,0.7770827257128423,-0.18423505235306795,6.6274890634311285,7.236220397679617,6.236220397679617
2001-05-01_2025-10-01,IWF,"set_[100, 200]__x100_2_200_2",0.09614488804227173,0.09850632933487184,0.11551776246685283,0.8527375118015957,0.8527375118015957,-0.15586264072172074,6.083531382190522,9.369199594883215,8.369199594883215
2001-05-01_2025-10-01,QQQ,"set_[100, 200]__x100_2_200_2",0.09644995434442949,0.10196850879412626,0.14033449499865927,0.7266104374060025,0.7266104374060025,-0.2034629205875009,8.919401509913905,9.432960018547433,8.432960018547433
2001-05-01_2025-10-01,IVW,"set_[100, 150, 200]__x100_1_150_1_200_1",0.0736355574166796,0.07711471064320134,0.10987679885440635,0.701828879683537,0.701828879683537,-0.18607682679224993,7.839315236253876,5.6503503928968435,4.6503503928968435
2001-05-01_2025-10-01,IWF,"set_[100, 150, 200]__x100_1_150_1_200_1",0.08243938537250228,0.08558442018655499,0.1125717982333719,0.7602651954544642,0.7602651954544642,-0.18421075259505448,7.10879405207833,6.894759912455054,5.894759912455054
2001-05-01_2025-10-01,QQQ,"set_[100, 150, 200]__x100_1_150_1_200_1",0.08864975491242344,0.09437596770958584,0.1370736079050303,0.6885057536019118,0.6885057536019118,-0.2793458411896754,9.656250153891314,7.926403480574045,6.926403480574045
2001-05-01_2025-10-01,IVW,"set_[100, 150, 200]__x100_2_150_1_200_1",0.07769171358098093,0.08105497165595735,0.1113975866142831,0.7276187404006533,0.7276187404006533,-0.17973015348787882,7.666068929328629,6.194268491493542,5.194268491493542
2001-05-01_2025-10-01,IWF,"set_[100, 150, 200]__x100_2_150_1_200_1",0.08939485424210702,0.09219122385972936,0.11433683628612297,0.8063125310641344,0.8063125310641344,-0.1708239566497278,6.69197146447528,8.059690850348817,7.059690850348817
2001-05-01_2025-10-01,QQQ,"set_[100, 150, 200]__x100_2_150_1_200_1",0.09227123544747262,0.09799240423275223,0.13921875899144162,0.7038735651908538,0.7038735651908538,-0.28035363498816324,9.68146918356705,8.59468189868684,7.59468189868684
2001-05-01_2025-10-01,IVW,"set_[100, 150, 200]__x100_1_150_2_200_1",0.07727534097600741,0.0805810743805191,0.1106116406022577,0.7285044679002289,0.7285044679002289,-0.16786300738093501,7.323769737803645,6.136201781578229,5.136201781578229
2001-05-01_2025-10-01,IWF,"set_[100, 150, 200]__x100_1_150_2_200_1",0.08312221917223228,0.0863570857075283,0.1138144695721475,0.758753135977901,0.758753135977901,-0.18853596268092193,6.961222001864358,7.001553407697745,6.001553407697745
2001-05-01_2025-10-01,QQQ,"set_[100, 150, 200]__x100_1_150_2_200_1",0.09530875300391295,0.10068899659842936,0.1386213327367895,0.7263600386068642,0.7263600386068642,-0.22111381865401142,8.654589482308,9.196554791932117,8.196554791932117
2001-05-01_2025-10-01,IVW,"set_[100, 150, 200]__x100_1_150_1_200_2",0.0748982290774518,0.07834322988980189,0.1103542198135443,0.7099250941393221,0.7099250941393221,-0.17629045534342538,7.6228240770633375,5.814559988426713,4.814559988426713
2001-05-01_2025-10-01,IWF,"set_[100, 150, 200]__x100_1_150_1_200_2",0.08458786756116998,0.08760681192149361,0.11291684535596103,0.7758524571362261,0.7758524571362261,-0.18216339741607995,7.068892244666649,7.23615926324351,6.23615926324351
2001-05-01_2025-10-01,QQQ,"set_[100, 150, 200]__x100_1_150_1_200_2",0.08799330106424397,0.09388102060116087,0.1378593271124369,0.6809914321182804,0.6809914321182804,-0.2820230065789983,9.55021033984246,7.810727284419094,6.810727284419094
2001-05-01_2025-10-01,IVW,"set_[100, 150, 200]__x100_2_150_2_200_1",0.08132027045681856,0.0845213353932751,0.1123263896981277,0.752461960367662,0.752461960367662,-0.17173111074451503,7.186406669879933,6.723103143344572,5.723103143344572
2001-05-01_2025-10-01,IWF,"set_[100, 150, 200]__x100_2_150_2_200_1",0.09006320232456444,0.09296388938070266,0.11570917503584575,0.8034271210723195,0.8034271210723195,-0.18834267645373512,6.579314155745133,8.181074975678834,7.181074975678834
2001-05-01_2025-10-01,QQQ,"set_[100, 150, 200]__x100_2_150_2_200_1",0.09892398450033912,0.10430543312159576,0.14092600160292296,0.740143280411018,0.740143280411018,-0.22220304661959228,8.698022858152193,9.965640956201012,8.965640956201012
2001-05-01_2025-10-01,IVW,"set_[100, 150, 200]__x100_2_150_1_200_2",0.07894694048479844,0.08228349090255789,0.11196865065822056,0.7348797223048144,0.7348797223048144,-0.16986747151680018,7.479157409320685,6.372526718094564,5.372526718094564
2001-05-01_2025-10-01,IWF,"set_[100, 150, 200]__x100_2_150_1_200_2",0.0915471536717789,0.09421361559466798,0.11475507665913241,0.8209973653237091,0.8209973653237091,-0.16874300513923135,6.651899992356536,8.45688632777704,7.45688632777704
2001-05-01_2025-10-01,QQQ,"set_[100, 150, 200]__x100_2_150_1_200_2",0.09159632597763312,0.09749745712432725,0.1400967092188359,0.6959296736373219,0.6959296736373219,-0.28302705651415877,9.574059495604986,8.466176558314862,7.466176558314862
2001-05-01_2025-10-01,IVW,"set_[100, 150, 200]__x100_1_150_2_200_2",0.07851946818145161,0.08180959362711965,0.11127633786649684,0.735193080538562,0.735193080538562,-0.17225213786702043,7.154066708841479,6.311274858393942,5.311274858393942
2001-05-01_2025-10-01,IWF,"set_[100, 150, 200]__x100_1_150_2_200_2",0.08525034564472822,0.0883794774424669,0.11433047288539394,0.7730176847169995,0.7730176847169995,-0.17891715364167826,6.919887633721483,7.344658658458482,6.344658658458482
2001-05-01_2025-10-01,QQQ,"set_[100, 150, 200]__x100_1_150_2_200_2",0.0945749016710391,0.10019404949000442,0.13986226376337765,0.7163765750246623,0.7163765750246623,-0.22981550798041048,8.614392172789,9.047546937620993,8.047546937620993
2001-05-01_2025-10-01,IVW,"set_[100, 150, 200]__x100_2_150_2_200_2",0.0825566759561851,0.08574985463987565,0.11308014714105623,0.758310426788809,0.758310426788809,-0.17619749881633284,7.044467244403487,6.912992068691176,5.912992068691176
2001-05-01_2025-10-01,IWF,"set_[100, 150, 200]__x100_2_150_2_200_2",0.09219486602343263,0.09498628111564128,0.11629423035198758,0.8167755255625878,0.8167755255625878,-0.17872157626759663,6.534159766810125,8.580047554115492,7.580047554115492
2001-05-01_2025-10-01,QQQ,"set_[100, 150, 200]__x100_2_150_2_200_2",0.09817133955231205,0.10381048601317078,0.1422495056375171,0.7297774818121522,0.7297774818121522,-0.22961590345596702,8.65572724115667,9.80061024993236,8.80061024993236
2001-05-01_2025-10-01,IVW,"set_[100, 200, 250]__x100_1_200_1_250_1",0.07967186888446665,0.08278454983524829,0.11043510581789762,0.7496216825450069,0.7496216825450069,-0.17139362488598028,7.3015368672011665,6.4777058870137,5.4777058870137
2001-05-01_2025-10-01,IWF,"set_[100, 200, 250]__x100_1_200_1_250_1",0.0829553998443795,0.08616334027070323,0.1134700514089474,0.7593487374053401,0.7593487374053401,-0.18198046750991778,7.027538875510389,6.9753178030665755,5.9753178030665755
2001-05-01_2025-10-01,QQQ,"set_[100, 200, 250]__x100_1_200_1_250_1",0.099203512173335,0.10392970267166095,0.13637220901234484,0.7621032424740799,0.7621032424740799,-0.18915051759527188,8.597427765234553,10.027608344776334,9.027608344776334
