variant,CAGR,AnnReturn,AnnVol,Sharpe,Sharpe_noRF,MaxDD,UlcerIndex,TotalMultiple,TotalReturn,sharpe_win_share,cagr_win_share,group
200SMA_3in_2out_hybrid20SMA,0.09783659660185424,0.10083496414504389,0.12881020344897567,0.7658078952738064,0.7658078952738064,-0.1757359864050263,6.161099082519176,1.6294007087793123,0.6294007087793124,0.6391752577319587,0.3608247422680413,strategy_rollup
"set_[100, 150, 200]__x100_1_150_1_200_1",0.07395136584600147,0.07690752434489213,0.11012783991592473,0.6699707638668659,0.6699707638668659,-0.15418514993977286,6.661143817826072,1.4486946154301925,0.44869461543019257,0.5189003436426116,0.281786941580756,strategy_rollup
"set_[100, 150, 200]__x100_1_150_1_200_2",0.07469138161180743,0.07767292212210801,0.11071424851908224,0.6744034165954514,0.6744034165954514,-0.15718511865282472,6.586326331500861,1.4535447326529347,0.45354473265293455,0.5085910652920962,0.27147766323024053,strategy_rollup
"set_[100, 150, 200]__x100_1_150_2_200_1",0.07692573140888413,0.07982639847541893,0.11115958584450968,0.6916636082900011,0.6916636082900011,-0.15249773746692344,6.338805595269807,1.4678825475129453,0.46788254751294506,0.5429553264604811,0.288659793814433,strategy_rollup
"set_[100, 150, 200]__x100_1_150_2_200_2",0.07762827442965677,0.0805917962526348,0.11203487935817606,0.6940418344906911,0.6940418344906911,-0.15533337959539936,6.290696367872434,1.4725279164463547,0.472527916446355,0.5429553264604811,0.274914089347079,strategy_rollup
"set_[100, 150, 200]__x100_2_150_1_200_1",0.07884364026183469,0.08161024599051901,0.11200324392295276,0.7005327778873379,0.7005327778873379,-0.15266190677486743,6.550405958128213,1.4836336935277152,0.48363369352771507,0.5429553264604811,0.27835051546391754,strategy_rollup
"set_[100, 150, 200]__x100_2_150_1_200_2",0.07957374679332024,0.08237564376773487,0.11268978670411367,0.7040885891787191,0.7040885891787191,-0.15585719336590445,6.479118370271813,1.4885062863337197,0.48850628633371995,0.5601374570446735,0.27147766323024053,strategy_rollup
"set_[100, 150, 200]__x100_2_150_2_200_1",0.08180928627324976,0.0845291201210458,0.11320651791921288,0.7204851270266067,0.7204851270266067,-0.15091480112937652,6.238856551436357,1.5031306972583822,0.5031306972583822,0.556701030927835,0.281786941580756,strategy_rollup
"set_[100, 150, 200]__x100_2_150_2_200_2",0.08250151111182528,0.08529451789826166,0.1141738784399003,0.7219632291756168,0.7219632291756168,-0.1541000259647264,6.1911034492081685,1.5077862304951335,0.5077862304951335,0.5670103092783505,0.274914089347079,strategy_rollup
"set_[100, 200, 250]__x100_1_200_1_250_1",0.07370819535341278,0.07668353547632754,0.10889877122084185,0.6780780022403698,0.6780780022403698,-0.1503821130880166,6.382588312134716,1.443439816977518,0.44343981697751794,0.5051546391752577,0.2783505154639175,strategy_rollup
"set_[100, 200, 250]__x100_1_200_1_250_2",0.07388880632737106,0.07694599113056776,0.10945281802488903,0.6787030216856434,0.6787030216856434,-0.15322040448213414,6.3145886182359705,1.4437909130881506,0.4437909130881505,0.49828178694158076,0.2852233676975945,strategy_rollup
"set_[100, 200, 250]__x100_1_200_2_250_1",0.07440269087856131,0.07744893325354342,0.10987283174646946,0.6799988011714829,0.6799988011714829,-0.15306414183413328,6.305277554288755,1.4479372562521882,0.447937256252188,0.5154639175257733,0.281786941580756,strategy_rollup
"set_[100, 200, 250]__x100_1_200_2_250_2",0.07453692714665179,0.07771138890778362,0.11076622746898802,0.6785159133505424,0.6785159133505424,-0.15601629311524393,6.253656535203096,1.4480493666623635,0.44804936666236345,0.5017182130584192,0.288659793814433,strategy_rollup
"set_[100, 200, 250]__x100_2_200_1_250_1",0.07858501850792919,0.08138625712195442,0.11087016812380356,0.708108272996495,0.708108272996495,-0.15122668391177868,6.332996879282629,1.478006106822609,0.47800610682260886,0.5360824742268041,0.288659793814433,strategy_rollup
"set_[100, 200, 250]__x100_2_200_1_250_2",0.07875875730257494,0.0816487127761946,0.11147779277962483,0.7082381597392077,0.7082381597392077,-0.15419629899925594,6.265697198078172,1.478300789998631,0.47830078999863085,0.5395189003436426,0.29896907216494845,strategy_rollup
"set_[100, 200, 250]__x100_2_200_2_250_1",0.07926924770640287,0.08215165489917027,0.11193723689458777,0.7091246019663059,0.7091246019663059,-0.15402985252012777,6.266595426186201,1.4825140167925177,0.48251401679251754,0.549828178694158,0.281786941580756,strategy_rollup
"set_[100, 200, 250]__x100_2_200_2_250_2",0.07939629396426878,0.08241411055341048,0.11287647225964738,0.7071676776120905,0.7071676776120905,-0.1569868389698595,6.215268531643157,1.4825608175269849,0.4825608175269849,0.5429553264604811,0.28865979381443296,strategy_rollup
"set_[100, 200]__x100_1_200_1",0.07269271355940737,0.07572357770232378,0.10909028178050197,0.6699086977634782,0.6699086977634782,-0.14908615435720216,6.386364604178314,1.437052842692004,0.4370528426920039,0.5120274914089347,0.281786941580756,strategy_rollup
"set_[100, 200]__x100_1_200_2",0.07377338701474516,0.07687167436814758,0.11025331482796714,0.6747809450679644,0.6747809450679644,-0.15306691083947532,6.2794486047992875,1.4442352672346292,0.4442352672346293,0.5154639175257733,0.274914089347079,strategy_rollup
"set_[100, 200]__x100_2_200_1",0.08003307262543584,0.08277766017076409,0.11186314183535766,0.7162509736934659,0.7162509736934659,-0.14846726285005832,6.23367464147752,1.4892039474126673,0.4892039474126672,0.549828178694158,0.2852233676975945,strategy_rollup
