ticker,variant,CAGR,AnnReturn,AnnVol,Sharpe,Sharpe_noRF,MaxDD,UlcerIndex,TotalMultiple,TotalReturn,sharpe_wins,cagr_wins,sharpe_win_share,cagr_win_share
SCHG,200SMA_3in_2out_hybrid20SMA,0.11980940975130709,0.11995180901886215,0.12024632880558224,0.9780558364515997,0.9780558364515997,-0.14069382135560646,4.124055298537674,1.783555680434461,0.7835556804344608,14.0,2.0,0.7,0.1
SCHG,"set_[100, 150, 200]__x100_1_150_1_200_1",0.08010881275569309,0.08225020819560523,0.10421769713466271,0.773993749788086,0.773993749788086,-0.15382328039317644,5.433226626403983,1.481284958816333,0.4812849588163329,5.0,0.0,0.25,0.0
SCHG,"set_[100, 150, 200]__x100_1_150_1_200_2",0.08179775709649897,0.08379771004541475,0.10502504458003795,0.7781672508080517,0.7781672508080517,-0.15794018765679455,5.573458063254864,1.4960706345794972,0.4960706345794971,5.0,0.0,0.25,0.0
SCHG,"set_[100, 150, 200]__x100_1_150_2_200_1",0.08119472129586551,0.08327487577124373,0.10513573319671168,0.7736694298722016,0.7736694298722016,-0.15382460954565577,5.519140600515272,1.491094765870103,0.491094765870103,5.0,0.0,0.25,0.0
SCHG,"set_[100, 150, 200]__x100_1_150_2_200_2",0.08284445988066973,0.08482237762105325,0.10647155389757082,0.7740188374800587,0.7740188374800587,-0.16121720294723682,5.664590768287034,1.5062825014556416,0.5062825014556417,6.0,0.0,0.3,0.0
SCHG,"set_[100, 150, 200]__x100_2_150_1_200_1",0.08507336343775623,0.08698619224254972,0.10578696190770479,0.807355478781971,0.807355478781971,-0.15426788738097189,5.390101945083908,1.5160848653390293,0.5160848653390293,6.0,0.0,0.3,0.0
SCHG,"set_[100, 150, 200]__x100_2_150_1_200_2",0.0867477807903235,0.08853369409235926,0.10679925170007347,0.8097886621713648,0.8097886621713648,-0.1579371260419195,5.512913054677535,1.5311243522187126,0.5311243522187126,7.0,0.0,0.35,0.0
SCHG,"set_[100, 150, 200]__x100_2_150_2_200_1",0.0861331215955111,0.08801085981818822,0.10696255487903235,0.8048220678950905,0.8048220678950905,-0.15485512827272274,5.495170088538112,1.525906646781634,0.525906646781634,6.0,0.0,0.3,0.0
SCHG,"set_[100, 150, 200]__x100_2_150_2_200_2",0.0877677094570329,0.08955836166799774,0.10848820303637415,0.8036138720878488,0.8036138720878488,-0.16144555314932157,5.632788968959465,1.541357149216181,0.541357149216181,9.0,0.0,0.45,0.0
SCHG,"set_[100, 200, 250]__x100_1_200_1_250_1",0.08111144210072067,0.08331754851024684,0.10492116544367998,0.7808701203084817,0.7808701203084817,-0.14776090885869547,5.233855783913333,1.486456129615535,0.4864561296155349,6.0,0.0,0.3,0.0
SCHG,"set_[100, 200, 250]__x100_1_200_1_250_2",0.07849073837091125,0.08097719608506584,0.10583509392890919,0.750651029917449,0.750651029917449,-0.16520453019090178,5.59830194437133,1.4690567790027411,0.4690567790027411,5.0,0.0,0.25,0.0
SCHG,"set_[100, 200, 250]__x100_1_200_2_250_1",0.08275041348629494,0.08486505036005636,0.10616812322773475,0.781303873158865,0.781303873158865,-0.1498292982515799,5.337089037561166,1.5008610948156123,0.5008610948156123,6.0,0.0,0.3,0.0
SCHG,"set_[100, 200, 250]__x100_1_200_2_250_2",0.08007797146310978,0.08252469793487537,0.10748668600621909,0.7484577075930304,0.7484577075930304,-0.16758062874139706,5.723349734786507,1.483071667049911,0.48307166704991095,5.0,0.0,0.25,0.0
SCHG,"set_[100, 200, 250]__x100_2_200_1_250_1",0.08606092132920909,0.08805353255719132,0.10666902855279337,0.8124080678163954,0.8124080678163954,-0.14859251651935845,5.234297650136459,1.5212402415740607,0.5212402415740608,7.0,0.0,0.35,0.0
SCHG,"set_[100, 200, 250]__x100_2_200_1_250_2",0.08342081508759283,0.08571318013201032,0.10764652213384256,0.7820322961090886,0.7820322961090886,-0.16604359805071128,5.60514255903395,1.5034083070071549,0.503408307007155,5.0,0.0,0.25,0.0
SCHG,"set_[100, 200, 250]__x100_2_200_2_250_1",0.08768475772176174,0.08960103440700085,0.10811033543030271,0.8111952093682753,0.8111952093682753,-0.15072075197277307,5.346550923735007,1.535881995925612,0.5358819959256121,8.0,0.0,0.4,0.0
SCHG,"set_[100, 200, 250]__x100_2_200_2_250_2",0.08499267549752171,0.08726068198181985,0.10948399301169112,0.7783161654423203,0.7783161654423203,-0.1684784311700856,5.738294776094762,1.5176522639845835,0.5176522639845834,6.0,0.0,0.3,0.0
SCHG,"set_[100, 200]__x100_1_200_1",0.0771447940473595,0.07943437953119864,0.10349473922571757,0.7528909502909235,0.7528909502909235,-0.14279722617830898,5.30850568331844,1.4605487429300972,0.4605487429300972,5.0,0.0,0.25,0.0
SCHG,"set_[100, 200]__x100_1_200_2",0.07963714365180634,0.08175563230591293,0.10502694539600255,0.7573886797691121,0.7573886797691121,-0.14964511657035073,5.490583620299164,1.4822290495836898,0.48222904958368995,5.0,0.0,0.25,0.0
SCHG,"set_[100, 200]__x100_2_200_1",0.08458103512134478,0.08653835560161537,0.1058717776963487,0.8031132986251676,0.8031132986251676,-0.14247824259263464,5.230876484803793,1.5123731950292458,0.5123731950292458,6.0,0.0,0.3,0.0
SCHG,"set_[100, 200]__x100_2_200_2",0.08703996141927632,0.08885960837632964,0.10785110621225835,0.8038524886455363,0.8038524886455363,-0.14973064763277982,5.428482775118403,1.5346071715815883,0.5346071715815884,8.0,0.0,0.4,0.0
