ticker,variant,CAGR,AnnReturn,AnnVol,Sharpe,Sharpe_noRF,MaxDD,UlcerIndex,TotalMultiple,TotalReturn,sharpe_wins,cagr_wins,sharpe_win_share,cagr_win_share
IVW,200SMA_3in_2out_hybrid20SMA,0.08826004343099939,0.09098706696358605,0.11905046993154966,0.7476140040822977,0.7476140040822977,-0.16452934080056716,5.7111645904421975,1.5523443825434797,0.5523443825434795,66.0,36.0,0.6804123711340206,0.3711340206185567
IVW,"set_[100, 150, 200]__x100_1_150_1_200_1",0.06544947813073014,0.06791936105696542,0.10125115986806771,0.63101108072655,0.63101108072655,-0.14753949368052077,6.425672315289868,1.3932982905706035,0.39329829057060367,53.0,27.0,0.5463917525773195,0.27835051546391754
IVW,"set_[100, 150, 200]__x100_1_150_1_200_2",0.06660407544240306,0.06910276511358578,0.10178320100008209,0.6417111216287258,0.6417111216287258,-0.14834493667141205,6.230683833825336,1.3995107421152528,0.3995107421152527,51.0,27.0,0.5257731958762887,0.27835051546391754
IVW,"set_[100, 150, 200]__x100_1_150_2_200_1",0.06918823656845524,0.07151015839671007,0.10188184544490156,0.664457428637093,0.664457428637093,-0.14136037177070063,5.992155549632079,1.4172577999608709,0.41725779996087087,58.0,28.0,0.5979381443298969,0.28865979381443296
IVW,"set_[100, 150, 200]__x100_1_150_2_200_2",0.07032834862279555,0.07269356245333043,0.10263002856228284,0.6733039181708377,0.6733039181708377,-0.14076683540746743,5.816185138255649,1.4235922226391065,0.42359222263910645,57.0,27.0,0.5876288659793815,0.27835051546391754
IVW,"set_[100, 150, 200]__x100_2_150_1_200_1",0.06861120577061261,0.07093764423538072,0.1027770788074073,0.6484858463279428,0.6484858463279428,-0.14661738195359308,6.372764005354509,1.41716151827015,0.41716151827015013,56.0,26.0,0.5773195876288659,0.26804123711340205
IVW,"set_[100, 150, 200]__x100_2_150_1_200_2",0.069759287843154,0.0721210482920011,0.10341304444599443,0.6580835666936063,0.6580835666936063,-0.14771798835967384,6.187239368874853,1.4234379076755326,0.4234379076755325,57.0,26.0,0.5876288659793815,0.26804123711340205
IVW,"set_[100, 150, 200]__x100_2_150_2_200_1",0.07234456280125634,0.07452844157512538,0.10358496719537724,0.6802625939549343,0.6802625939549343,-0.14103769751666437,5.9522771793705225,1.4415113963981105,0.4415113963981105,60.0,27.0,0.6185567010309279,0.27835051546391754
IVW,"set_[100, 150, 200]__x100_2_150_2_200_2",0.07347785102648832,0.07571184563174575,0.10442991833930755,0.687978010572985,0.687978010572985,-0.141061057041778,5.783670457270109,1.4479078575289386,0.4479078575289386,60.0,27.0,0.6185567010309279,0.27835051546391754
IVW,"set_[100, 200, 250]__x100_1_200_1_250_1",0.06674166353446342,0.06919514646048965,0.10008750623651932,0.6571603012207882,0.6571603012207882,-0.14213098225740545,6.023409427076842,1.3970625566686723,0.3970625566686724,53.0,27.0,0.5463917525773195,0.27835051546391754
IVW,"set_[100, 200, 250]__x100_1_200_1_250_2",0.06860019399659453,0.07095608898423648,0.10044186359137951,0.6718902141800974,0.6718902141800974,-0.1388215646657635,5.816811202857918,1.4097452687120844,0.40974526871208433,56.0,29.0,0.5773195876288659,0.29896907216494845
IVW,"set_[100, 200, 250]__x100_1_200_2_250_1",0.06783559274827126,0.07037855051711002,0.10126358474688375,0.6637094331593124,0.6637094331593124,-0.1425105152693101,5.824874421244661,1.4032076134667,0.40320761346670003,54.0,28.0,0.5567010309278351,0.28865979381443296
IVW,"set_[100, 200, 250]__x100_1_200_2_250_2",0.06967958739185649,0.07213949304085684,0.10174952159367771,0.6773133386793682,0.6773133386793682,-0.1385110709168589,5.604428887529318,1.4157883343983653,0.4157883343983652,54.0,29.0,0.5567010309278351,0.29896907216494845
IVW,"set_[100, 200, 250]__x100_2_200_1_250_1",0.06989242150160566,0.07221342963890497,0.10168787039157745,0.6736109266232825,0.6736109266232825,-0.14241361309723505,5.976824420056501,1.4205998579414065,0.4205998579414066,58.0,27.0,0.5979381443298969,0.27835051546391754
IVW,"set_[100, 200, 250]__x100_2_200_1_250_2",0.0717502791086359,0.07397437216265179,0.10211467609024406,0.6875833850146615,0.6875833850146615,-0.1392884794623517,5.768126760689942,1.4335238225410103,0.43352382254101035,60.0,29.0,0.6185567010309279,0.29896907216494845
IVW,"set_[100, 200, 250]__x100_2_200_2_250_1",0.07097935329190388,0.07339683369552534,0.10295775612118563,0.678994300286276,0.678994300286276,-0.14235080363998354,5.801315673335332,1.4268043063919427,0.42680430639194256,57.0,27.0,0.5876288659793815,0.27835051546391754
