window,ticker,variant,CAGR,AnnReturn,AnnVol,Sharpe,Sharpe_noRF,MaxDD,UlcerIndex,TotalMultiple,TotalReturn
2012-05-01_2017-04-30,IVW,"set_[100, 200]__x100_1_200_1",0.06342287591725171,0.06583451203652305,0.09304069039060474,0.7075883869749426,0.7075883869749426,-0.13227905710124152,5.79845273148069,1.3589768657136077,0.35897686571360765
2012-05-01_2017-04-30,IWF,"set_[100, 200]__x100_1_200_1",0.05570807713343151,0.05839740101043767,0.09135540913340577,0.6392330959315206,0.6392330959315206,-0.14144292897619498,6.263701446496299,1.3105057708921923,0.31050577089219233
2012-05-01_2017-04-30,QQQ,"set_[100, 200]__x100_1_200_1",0.08487046255225561,0.08701022828293802,0.105158488630593,0.8274199203127838,0.8274199203127838,-0.14723950483437748,5.48289308001725,1.501302678607052,0.501302678607052
2012-05-01_2017-04-30,IVW,"set_[100, 200]__x100_2_200_1",0.07233725980568484,0.07448645733380028,0.09623832608930978,0.7739791449061196,0.7739791449061196,-0.11926134013660708,5.086535018121803,1.4167587186406416,0.4167587186406416
2012-05-01_2017-04-30,IWF,"set_[100, 200]__x100_2_200_1",0.0764086157808761,0.07812196135249609,0.09460518298801825,0.8257683023813849,0.8257683023813849,-0.11694577124039006,4.888741964773274,1.4437937114189285,0.44379371141892854
2012-05-01_2017-04-30,QQQ,"set_[100, 200]__x100_2_200_1",0.0966751032740778,0.09830249130171043,0.10947975361250134,0.8979056680164597,0.8979056680164597,-0.16990730298477363,6.2225872187353355,1.5845750092329434,0.5845750092329434
2012-05-01_2017-04-30,IVW,"set_[100, 200]__x100_1_200_2",0.07067373057636872,0.07274269130842963,0.09423111331122058,0.7719604359144061,0.7719604359144061,-0.1026823999038362,4.329060757139224,1.405829572652514,0.40582957265251407
2012-05-01_2017-04-30,IWF,"set_[100, 200]__x100_1_200_2",0.0514319527940581,0.05441910860038606,0.09223512850648166,0.5900041500626506,0.5900041500626506,-0.1502988185212605,6.617606091486153,1.2842410724125726,0.28424107241257257
2012-05-01_2017-04-30,QQQ,"set_[100, 200]__x100_1_200_2",0.08245765402063654,0.084887211913154,0.1061398882636581,0.7997673005108964,0.7997673005108964,-0.17917807273445258,7.037231603604716,1.4847212505571232,0.48472125055712323
2012-05-01_2017-04-30,IVW,"set_[100, 200]__x100_2_200_2",0.07953029458070504,0.08139463660570685,0.09849202656882311,0.8264083849349051,0.8264083849349051,-0.08971962341261695,3.7031221386504223,1.4648006327224512,0.4648006327224512
2012-05-01_2017-04-30,IWF,"set_[100, 200]__x100_2_200_2",0.07194307785562182,0.07414366894244447,0.09646880773598111,0.7685766071180565,0.7685766071180565,-0.12648353120515798,5.287799200719849,1.4141628803612876,0.41416288036128757
2012-05-01_2017-04-30,QQQ,"set_[100, 200]__x100_2_200_2",0.09418053608911436,0.09617947493192641,0.11086812155807266,0.867512442533336,0.867512442533336,-0.2011990324225357,7.810236833821422,1.5666774054446126,0.5666774054446126
2012-05-01_2017-04-30,IVW,"set_[100, 150, 200]__x100_1_150_1_200_1",0.06664924620451207,0.06895079344970624,0.09396360965859703,0.7338031574162468,0.7338031574162468,-0.14101653536397638,6.2980403683288735,1.3796679100293994,0.37966791002939937
2012-05-01_2017-04-30,IWF,"set_[100, 150, 200]__x100_1_150_1_200_1",0.06429400304247679,0.06660491160606026,0.09250537612413401,0.7200112512021181,0.7200112512021181,-0.14689363837743363,6.305331730922043,1.3645388754576029,0.3645388754576029
2012-05-01_2017-04-30,QQQ,"set_[100, 150, 200]__x100_1_150_1_200_1",0.09618184798106855,0.09741297213530269,0.10541853453236917,0.9240592517001047,0.9240592517001047,-0.13617230308083453,4.900311223282134,1.5810231822391594,0.5810231822391594
2012-05-01_2017-04-30,IVW,"set_[100, 150, 200]__x100_2_150_1_200_1",0.0726022634026855,0.07471875698122439,0.09608564437891942,0.7776266419837552,0.7776266419837552,-0.13385421312986553,5.815662267588542,1.4185060087406745,0.41850600874067445
2012-05-01_2017-04-30,IWF,"set_[100, 150, 200]__x100_2_150_1_200_1",0.07815086804114424,0.07975461850076587,0.09476279119600216,0.8416237796943508,0.8416237796943508,-0.12954564252184103,5.333281717167587,1.455488044162711,0.45548804416271094
2012-05-01_2017-04-30,QQQ,"set_[100, 150, 200]__x100_2_150_1_200_1",0.10417022752107807,0.10494114748115095,0.10789671285303118,0.9726074567637101,0.9726074567637101,-0.1512902455078998,5.355690566888269,1.6393354492192918,0.6393354492192918
2012-05-01_2017-04-30,IVW,"set_[100, 150, 200]__x100_1_150_2_200_1",0.06972080070872577,0.07188981321227905,0.09462906869941916,0.7597011594886417,0.7597011594886417,-0.1294144252564375,5.615178265621935,1.3995993949348844,0.3995993949348844
2012-05-01_2017-04-30,IWF,"set_[100, 150, 200]__x100_1_150_2_200_1",0.06728119311698455,0.06945881561215482,0.09304951269059356,0.746471567703078,0.746471567703078,-0.14128089554844986,6.076443037501211,1.3837499883945916,0.3837499883945916
2012-05-01_2017-04-30,QQQ,"set_[100, 150, 200]__x100_1_150_2_200_1",0.0957978052471582,0.0971959020255678,0.10666768988572928,0.9112028406136068,0.9112028406136068,-0.1395837898919973,5.089506871272556,1.5782621815158564,0.5782621815158564
2012-05-01_2017-04-30,IVW,"set_[100, 150, 200]__x100_1_150_1_200_2",0.07151914942611604,0.07355624629764396,0.09448451922480518,0.7785005088784229,0.7785005088784229,-0.12148385717370298,5.279667362580763,1.4113753955858201,0.41137539558582015
2012-05-01_2017-04-30,IWF,"set_[100, 150, 200]__x100_1_150_1_200_2",0.061430124876089565,0.06395271666602585,0.0929657432737357,0.6879170156013105,0.6879170156013105,-0.15273135387370312,6.53876781434449,1.3463216067148975,0.34632160671489753
2012-05-01_2017-04-30,QQQ,"set_[100, 150, 200]__x100_1_150_1_200_2",0.09458121706064637,0.09599762788878,0.10585685637887565,0.9068626367024526,0.9068626367024526,-0.15780604821802385,5.879128877175431,1.569541195484632,0.5695411954846319
2012-05-01_2017-04-30,IVW,"set_[100, 150, 200]__x100_2_150_2_200_1",0.07565059034836552,0.07765777674379719,0.09711683210979848,0.7996325153604555,0.7996325153604555,-0.12084375189309618,5.1469547071038475,1.4387292106756817,0.4387292106756817
2012-05-01_2017-04-30,IWF,"set_[100, 150, 200]__x100_2_150_2_200_1",0.08112983344107283,0.0826085225068604,0.09574426624038107,0.8628038602276057,0.8628038602276057,-0.12400921086757384,5.134057673116832,1.4756587960933294,0.4756587960933294
2012-05-01_2017-04-30,QQQ,"set_[100, 150, 200]__x100_2_150_2_200_1",0.10370506296980819,0.10472407737141608,0.10975079266291886,0.954198824723376,0.954198824723376,-0.1549411989192442,5.570195964445459,1.6358934694339005,0.6358934694339005
2012-05-01_2017-04-30,IVW,"set_[100, 150, 200]__x100_2_150_1_200_2",0.07744702261959935,0.0793242098291621,0.09709060165389215,0.8170122388564082,0.8170122388564082,-0.11460113312144073,4.817755469108302,1.4507546160947775,0.4507546160947775
2012-05-01_2017-04-30,IWF,"set_[100, 150, 200]__x100_2_150_1_200_2",0.07520290022264531,0.07710242356073148,0.09566531410946869,0.8059600731828894,0.8059600731828894,-0.135689750124073,5.585344452970847,1.4357447926157028,0.43574479261570276
