window,variant,CAGR,AnnReturn,AnnVol,Sharpe,Sharpe_noRF,MaxDD,UlcerIndex,TotalMultiple,TotalReturn
2019-06-12_2024-06-10,"set_[100, 200]__x100_1_200_1",0.19062377916194362,0.18545070546585232,0.14756734372670605,1.0534221294499022,1.256719141121806,-0.1274937583295019,4.829706376637791,2.389303805833637,1.389303805833637
2019-06-12_2024-06-10,"set_[100, 200]__x100_2_200_1",0.19808995189482514,0.19209029868376537,0.1501765612649151,1.079331536948926,1.2790963987044117,-0.12749375832950186,4.9528775710747555,2.4650412849635273,1.4650412849635273
2019-06-12_2024-06-10,"set_[100, 200]__x100_1_200_2",0.19143450975958065,0.1861955935261454,0.14800203828200528,1.0553610973149439,1.2580610083988546,-0.1274937583295019,5.272694704887981,2.3974366745337616,1.3974366745337616
2019-06-12_2024-06-10,"set_[100, 200]__x100_2_200_2",0.19890576642811664,0.19283518674405847,0.15060359448295643,1.0812171336487342,1.2804155664815908,-0.13123394307900815,5.402999332879029,2.473431953852955,1.473431953852955
2019-06-12_2024-06-10,"set_[100, 150, 200]__x100_1_150_1_200_1",0.19166439579050887,0.18677835896329192,0.1506067494838343,1.040978306089264,1.2401725659934,-0.127493758329502,5.032394763703103,2.3997468071537416,1.3997468071537416
2019-06-12_2024-06-10,"set_[100, 150, 200]__x100_2_150_1_200_1",0.19661177040170763,0.19120475444190063,0.15248133476347833,1.0572097541771501,1.2539551463035667,-0.12749375832950202,5.090067258347275,2.449896151358509,1.4498961513585091
2019-06-12_2024-06-10,"set_[100, 150, 200]__x100_1_150_2_200_1",0.18052008130093977,0.17757121253431146,0.15188515831440705,0.9715973184742281,1.1691149715019127,-0.14793790655567016,5.5202848669231495,2.2897859402808,1.2897859402808
2019-06-12_2024-06-10,"set_[100, 150, 200]__x100_1_150_1_200_2",0.19220664082658212,0.18727495100348734,0.15088443401201612,1.0423537194762071,1.241181386468091,-0.127493758329502,5.3197063718525905,2.4052028980288065,1.4052028980288065
2019-06-12_2024-06-10,"set_[100, 150, 200]__x100_2_150_2_200_1",0.18542118860839119,0.18199760801292014,0.1537452096257334,0.9886331312886595,1.1837611620938464,-0.14775082126193656,5.5791473274988075,2.3376373481593573,1.3376373481593573
2019-06-12_2024-06-10,"set_[100, 150, 200]__x100_2_150_1_200_2",0.19715626664989583,0.19170134648209605,0.15275555449499714,1.0585627934556836,1.2549549973213865,-0.12749375832950202,5.382156971957051,2.455466262337066,1.4554662623370662
2019-06-12_2024-06-10,"set_[100, 150, 200]__x100_1_150_2_200_2",0.1810572553210179,0.17806780457450685,0.15216062916985973,0.9731019474769392,1.1702620155160273,-0.14793790655567016,5.80462113775145,2.294992022913094,1.2949920229130938
2019-06-12_2024-06-10,"set_[100, 150, 200]__x100_2_150_2_200_2",0.18596059278749588,0.18249420005311554,0.15401729700529695,0.990110870780124,1.184894187870595,-0.14775082126193656,5.8674150686039575,2.3429522262817035,1.3429522262817035
2019-06-12_2024-06-10,"set_[100, 200, 250]__x100_1_200_1_250_1",0.17868162699851342,0.17480514546662687,0.14375352957292298,1.0073154092064949,1.2160059372869318,-0.14473891896447938,6.352578352485174,2.272039777861097,1.2720397778610968
2019-06-12_2024-06-10,"set_[100, 200, 250]__x100_2_200_1_250_1",0.18360369343885807,0.17923154094523563,0.14554582863380114,1.0253233799005528,1.2314440243848486,-0.15335068567539367,6.485924782561142,2.319800063928781,1.3198000639287808
2019-06-12_2024-06-10,"set_[100, 200, 250]__x100_1_200_2_250_1",0.17921260526571747,0.17530173750682226,0.1440713952457132,1.0085398094396933,1.2167699022269194,-0.15275136982906595,6.6760892076284675,2.2771538490896464,1.2771538490896464
2019-06-12_2024-06-10,"set_[100, 200, 250]__x100_1_200_1_250_2",0.17782565511823223,0.17411143620294403,0.14398453543643677,1.0008813499736111,1.2092370592104809,-0.1478349996220524,6.387180326747487,2.2638148994403977,1.2638148994403977
2019-06-12_2024-06-10,"set_[100, 200, 250]__x100_2_200_2_250_1",0.1841368890226387,0.179728132985431,0.14585972863287228,1.0265214009981842,1.232198459917646,-0.161282457833607,6.808334488707205,2.3250216374586707,1.3250216374586707
2019-06-12_2024-06-10,"set_[100, 200, 250]__x100_2_200_1_250_2",0.1827441470984601,0.17853783168155277,0.14577407795061587,1.018959157689704,1.2247570637492653,-0.15641559137957295,6.5232025686917705,2.3114022912876195,1.3114022912876195
2019-06-12_2024-06-10,"set_[100, 200, 250]__x100_1_200_2_250_2",0.17835624778303494,0.17460802824313942,0.14430190173537702,1.0021214308618314,1.2100188988731295,-0.15581844508151668,6.709580924895531,2.268910457518561,1.2689104575185608
2019-06-12_2024-06-10,"set_[100, 200, 250]__x100_2_200_2_250_2",0.1832769554695992,0.17903442372174816,0.14608749687339503,1.02017234131205,1.2255287245896629,-0.1643186501929332,6.844341542845635,2.316604962504326,1.316604962504326
2019-06-12_2024-06-10,sma100_3in_1out,0.15469366203206159,0.1557405764197323,0.15380596994130666,0.8175272810783335,1.0125782274846935,-0.17174901198269893,5.806885109233613,2.05039787015524,1.05039787015524
2019-06-12_2024-06-10,sma100_3in_2out,0.16947953146032968,0.16901976285555845,0.1573553711515774,0.8834764383202617,1.074127699732251,-0.16233286951419715,5.640528049685523,2.184859434535322,1.1848594345353218
2019-06-12_2024-06-10,sma100_3in_3out,0.202430951914087,0.19897931682302977,0.1705087433139983,0.9910302166255954,1.166974273316893,-0.18317990669246886,6.1417663441250925,2.5099515409773714,1.5099515409773714
2019-06-12_2024-06-10,sma150_3in_1out,0.19208194780471244,0.18943366595817113,0.16512812089100648,0.9655149292433721,1.1471920405562397,-0.21267505405667417,6.032968395886492,2.403947354521457,1.4039473545214571
2019-06-12_2024-06-10,sma150_3in_2out,0.1578681234077428,0.1618122266712297,0.17378726761194158,0.7584688365407752,0.9310936807669274,-0.279027776658031,7.952590480473948,2.0786925425772123,1.0786925425772123
2019-06-12_2024-06-10,sma150_3in_3out,0.1746233554100629,0.17687917008927787,0.17792904893183295,0.8254929196274706,0.9940994522881011,-0.2517511989323336,7.339401456571274,2.2332554782190663,1.2332554782190663
2019-06-12_2024-06-10,sma200_3in_1out,0.22540136120839782,0.21516083451197235,0.1536349007258423,1.2052003394878832,1.4004684710014008,-0.1440496184326595,5.501879631185014,2.7586154882000686,1.7586154882000686
2019-06-12_2024-06-10,sma200_3in_2out,0.2270579913651365,0.21665061063255853,0.15452400559474802,1.207906887438999,1.4020514793069931,-0.16788306213758844,6.467202475251109,2.777283170289762,1.777283170289762
2019-06-12_2024-06-10,sma200_3in_3out,0.22815194238709946,0.21754382833008543,0.1545326080087192,1.2136197709127101,1.407753555274308,-0.1641730948252023,6.28610225392505,2.789665600342784,1.7896656003427842
2019-06-12_2024-06-10,sma250_3in_1out,0.1533405349489696,0.15351402546817594,0.1468969250957626,0.8408210409282341,1.0450458739561748,-0.22166933244054596,10.176063080344063,2.0384311754757083,1.0384311754757083
2019-06-12_2024-06-10,sma250_3in_2out,0.15062303961745926,0.1514328976771275,0.14878060680129626,0.8161876758528553,1.0178268588417139,-0.23126489574225967,10.398252181183164,2.0145670843820525,1.0145670843820525
2019-06-12_2024-06-10,sma250_3in_3out,0.16039710612559221,0.16005205421800078,0.1498239748543201,0.8680323315708027,1.0682673075095348,-0.20495745137002702,9.851393272394011,2.1014566434320012,1.1014566434320012
2019-06-12_2024-06-10,baseline_buyhold,0.21403788329493922,0.2260931873418915,0.2528152889250834,0.7756381671996098,0.8943018766910474,-0.3511872788212704,13.698620668216629,2.6332535864730975,1.6332535864730975
2012-07-23_2017-07-22,"set_[100, 200]__x100_1_200_1",0.10387791805406721,0.10446068141731728,0.10585520254784851,0.7034201402019864,0.9868261446110702,-0.13471235684837243,4.911237265729026,1.6378140253303939,0.6378140253303939
2012-07-23_2017-07-22,"set_[100, 200]__x100_2_200_1",0.11483216122169093,0.11478411069392941,0.10995330695236628,0.7710919575221088,1.0439350472983584,-0.1579625715023194,5.6684412659986965,1.720571664273965,0.720571664273965
2012-07-23_2017-07-22,"set_[100, 200]__x100_1_200_2",0.1013329084246617,0.10225586002981649,0.10683053698025996,0.6763596072082635,0.9571781900591889,-0.16731680363856472,6.446024573171247,1.6190504975140578,0.6190504975140578
2012-07-23_2017-07-22,"set_[100, 200]__x100_2_200_2",0.11220509946156088,0.11257928930642859,0.1113390612638025,0.7416919845477087,1.011139199743094,-0.18989747931979398,7.2475451661575345,1.7004264949637566,0.7004264949637566
2012-07-23_2017-07-22,"set_[100, 150, 200]__x100_1_150_1_200_1",0.11701193386746134,0.11636738943082174,0.1065574616454285,0.8105240881038486,1.0920623261281874,-0.1235001637170848,4.4003596469863995,1.7374313513371218,0.7374313513371218
2012-07-23_2017-07-22,"set_[100, 150, 200]__x100_2_150_1_200_1",0.12443781448667735,0.12324967561522979,0.10890662941446431,0.8562350714238974,1.1317003958150276,-0.1389754488249261,4.857999032707727,1.7958620054038972,0.7958620054038972
2012-07-23_2017-07-22,"set_[100, 150, 200]__x100_1_150_2_200_1",0.11658660855366132,0.11610478683763592,0.1076539402156342,0.7998294039694726,1.0785001143950181,-0.12720430909926184,4.596861381553411,1.734131296965796,0.734131296965796
2012-07-23_2017-07-22,"set_[100, 150, 200]__x100_1_150_1_200_2",0.11532020379528318,0.11489750850582117,0.10699119988447675,0.7934999195960871,1.0738968123535508,-0.14558532257324733,5.360235024396468,1.7243350659663272,0.7243350659663272
2012-07-23_2017-07-22,"set_[100, 150, 200]__x100_2_150_2_200_1",0.1239299779489138,0.12298707302204401,0.11060730973022352,0.8406955494066702,1.1119253629982984,-0.14291757971284982,5.082050348741988,1.7918167117169637,0.7918167117169637
2012-07-23_2017-07-22,"set_[100, 150, 200]__x100_2_150_1_200_2",0.12270962754270753,0.12177979469022925,0.10953252782753034,0.8379227295360653,1.111813970750163,-0.16076475620254171,5.845298023138041,1.7821255075104065,0.7821255075104065
2012-07-23_2017-07-22,"set_[100, 150, 200]__x100_1_150_2_200_2",0.11489082972173148,0.11463490591263537,0.10812180105728036,0.7827737337430942,1.060238590105473,-0.14921401247258426,5.5621277934306335,1.721023722089141,0.7210237220891409
2012-07-23_2017-07-22,"set_[100, 150, 200]__x100_2_150_2_200_2",0.12219784783794796,0.12151719209704344,0.1112610735484002,0.8225445717745311,1.092180654217593,-0.16462468052588444,6.0708643834360085,1.7780737929307404,0.7780737929307404
2012-07-23_2017-07-22,"set_[100, 200, 250]__x100_1_200_1_250_1",0.11285974253359976,0.11249959493313487,0.10521274494310799,0.7841216858066495,1.0692582442741811,-0.1355433744628614,5.081187528926957,1.7054287737713802,0.7054287737713802
2012-07-23_2017-07-22,"set_[100, 200, 250]__x100_2_200_1_250_1",0.12019156322681468,0.11938188111754296,0.10812567947250415,0.8266480409981826,1.1041029448319095,-0.15110651373175094,5.59041203585409,1.7622611962607682,0.7622611962607682
2012-07-23_2017-07-22,"set_[100, 200, 250]__x100_1_200_2_250_1",0.11114811131225344,0.11102971400813431,0.10587810852969556,0.7653113106512285,1.0486560021705893,-0.15732508064116982,6.088932472607913,1.6923745764620148,0.6923745764620148
2012-07-23_2017-07-22,"set_[100, 200, 250]__x100_1_200_1_250_2",0.10758227059412673,0.10779400238028025,0.10568438294584567,0.7360974271869773,1.0199615059068434,-0.1558154356076672,5.966185729859675,1.6654353775052337,0.6654353775052337
2012-07-23_2017-07-22,"set_[100, 200, 250]__x100_2_200_2_250_1",0.11844354083823938,0.11791200019254242,0.10897573688770977,0.806711683749643,1.0820023205169123,-0.17258882928002695,6.6166544769488675,1.7485759582230793,0.7485759582230793
2012-07-23_2017-07-22,"set_[100, 200, 250]__x100_2_200_1_250_2",0.11485428799404596,0.11467628856468835,0.10878834056312271,0.7783581229971632,1.0541229691627592,-0.17110652912388558,6.496932332933697,1.7207421463206922,0.7207421463206922
2012-07-23_2017-07-22,"set_[100, 200, 250]__x100_1_200_2_250_2",0.10581164915330832,0.10632412145527971,0.10690321845796584,0.7139553191776936,0.9945829787817491,-0.17733560162497675,7.0180139080920165,1.6521867220513,0.6521867220513
2012-07-23_2017-07-22,"set_[100, 200, 250]__x100_2_200_2_250_2",0.11304651017337508,0.11320640763968778,0.11017308592379327,0.7552335213451465,1.0275323296108152,-0.19232937969255504,7.561627433191495,1.7068580638134558,0.7068580638134558
2012-07-23_2017-07-22,sma100_3in_1out,0.082265670801549,0.08498661627802959,0.10867180878347296,0.5059878628466528,0.7820484192672658,-0.15413581680653704,5.862421520456744,1.4838736525460052,0.48387365254600523
2012-07-23_2017-07-22,sma100_3in_2out,0.1040443252438863,0.10563347483125378,0.11503100345439378,0.657505129573525,0.9183043845491115,-0.19048722280763916,6.816219677663604,1.6390469212209577,0.6390469212209577
2012-07-23_2017-07-22,sma100_3in_3out,0.11245519633018142,0.11354897720250465,0.11778655747950634,0.709325231930998,0.9640232266934283,-0.23301038801130933,8.19322664980054,1.7023361558989052,0.7023361558989052
2012-07-23_2017-07-22,sma150_3in_1out,0.14334281571681862,0.14018080545783057,0.11118560710196014,0.9909628442896558,1.2607819403214757,-0.11037852993618641,4.052488785862657,1.9517339557806705,0.9517339557806705
2012-07-23_2017-07-22,sma150_3in_2out,0.14204349152140594,0.13939299767827318,0.11425577392844231,0.9574395579061532,1.2200083451850248,-0.1275715977115372,4.632492444560851,1.940686643059183,0.9406866430591829
2012-07-23_2017-07-22,sma150_3in_3out,0.13331600305316993,0.1320411966113089,0.11700868584888913,0.8720822379211233,1.1284734603534774,-0.1835504390519052,6.898739989775908,1.867771520857474,0.8677715208574741
2012-07-23_2017-07-22,sma200_3in_1out,0.12490370943895757,0.12393474655660504,0.11134249806756909,0.8436558204361464,1.113094718616734,-0.12633016065175248,4.829358060597118,1.7995796237167645,0.7995796237167645
2012-07-23_2017-07-22,sma200_3in_2out,0.11953032505935046,0.11952510378160339,0.1146734410440704,0.7806960614986499,1.0423085127066907,-0.19637162514653003,7.844942022018417,1.7570743390491694,0.7570743390491694
2012-07-23_2017-07-22,sma200_3in_3out,0.1162628737237772,0.11661422699607879,0.11478943291794448,0.7545487837542825,1.0158968820713554,-0.21042299834855768,8.403533399824035,1.7316228336413866,0.7316228336413866
2012-07-23_2017-07-22,sma250_3in_1out,0.13036422797638614,0.12857742196477,0.1095281043415411,0.9000194293272565,1.1739217321229949,-0.13842767675496315,5.5482736397903105,1.8436125574521354,0.8436125574521354
2012-07-23_2017-07-22,sma250_3in_2out,0.11413885932741885,0.1144606443062062,0.11260984509542458,0.7500289538151396,1.0164355009032582,-0.20314873224028182,8.244049936228958,1.7152367595212392,0.7152367595212392
2012-07-23_2017-07-22,sma250_3in_3out,0.11004788820917222,0.11079533407758453,0.11274221016532593,0.7166378409568672,0.9827316132539314,-0.2200298686359331,8.966928879471157,1.684025718780611,0.6840257187806109
2012-07-23_2017-07-22,baseline_buyhold,0.19309771535568898,0.18730578189230115,0.14616369205294544,1.076230216156005,1.2814795470851452,-0.16104405505910158,3.862040688089488,2.4141904666835394,1.4141904666835394
2015-08-31_2020-08-29,"set_[100, 200]__x100_1_200_1",0.1538488958447879,0.1516270015879638,0.12990265682933821,0.9362934104400442,1.1672355692244718,-0.16667454763592413,5.764830719012363,2.0440808579899863,1.0440808579899863
2015-08-31_2020-08-29,"set_[100, 200]__x100_2_200_1",0.1610331646276273,0.15827346190522765,0.1332385385169147,0.962735431753053,1.1878955118164614,-0.16640012076406815,5.96124135098404,2.1084621403775414,1.1084621403775414
2015-08-31_2020-08-29,"set_[100, 200]__x100_1_200_2",0.15170903382620127,0.15019951925519084,0.13313135470596585,0.9028640887840714,1.128205444817427,-0.20115931165800507,5.525276479162743,2.025211772385688,1.025211772385688
2015-08-31_2020-08-29,"set_[100, 200]__x100_2_200_2",0.15885092767583164,0.15684597957245475,0.13656838028430612,0.928809284465325,1.148479459490806,-0.20089624114864865,5.525267002986894,2.088737126069141,1.088737126069141
2015-08-31_2020-08-29,"set_[100, 150, 200]__x100_1_150_1_200_1",0.1555474651758757,0.15348976808225143,0.1328688734424019,0.9294108159634825,1.1551973318174376,-0.18197855242306016,5.6576817098788545,2.0591585536029777,1.0591585536029777
2015-08-31_2020-08-29,"set_[100, 150, 200]__x100_2_150_1_200_1",0.1603038496784741,0.15792074162709396,0.13528043750798316,0.9455967469024864,1.167358300550845,-0.18179898078295947,5.779780846099117,2.101853434638046,1.1018534346380462
2015-08-31_2020-08-29,"set_[100, 150, 200]__x100_1_150_2_200_1",0.1627131775764068,0.15991619584326935,0.13465922482379966,0.9647775413326751,1.1875621299062,-0.20440216669841696,5.6080632902174194,2.12374887051889,1.1237488705188898
2015-08-31_2020-08-29,"set_[100, 150, 200]__x100_1_150_1_200_2",0.15421649808613558,0.1525381131937361,0.13436457468175006,0.911982295065306,1.1352554313890482,-0.2044021666984171,5.474466153810358,2.0473364420978872,1.0473364420978872
2015-08-31_2020-08-29,"set_[100, 150, 200]__x100_2_150_2_200_1",0.1674919020920742,0.16434716938811192,0.13708306453999702,0.9800420631019171,1.1988874770169733,-0.20422751747838752,5.668303897556807,2.1677166036480413,1.1677166036480413
2015-08-31_2020-08-29,"set_[100, 150, 200]__x100_2_150_1_200_2",0.15895439492798502,0.1569690867385787,0.136829622977903,0.9279356617030461,1.1471864302653827,-0.20422751747838735,5.488321798565625,2.089669009934807,1.089669009934807
2015-08-31_2020-08-29,"set_[100, 150, 200]__x100_1_150_2_200_2",0.16101630097620268,0.15896454095475407,0.1383016519947153,0.9324873498957336,1.1494044985147998,-0.22739526464878443,5.6646249686167485,2.108309142507688,1.108309142507688
2015-08-31_2020-08-29,"set_[100, 150, 200]__x100_2_150_2_200_2",0.16577496558111204,0.1633955144995967,0.14074037889094537,0.9478126714648114,1.1609711142401142,-0.22722566286158455,5.638230179672973,2.151836550351286,1.1518365503512862
2015-08-31_2020-08-29,"set_[100, 200, 250]__x100_1_200_1_250_1",0.16349238743720895,0.16053104394023246,0.13425511373961047,0.9722612443157967,1.1957164197974948,-0.16857754119464735,5.843726130454751,2.1308690627015228,1.1308690627015228
2015-08-31_2020-08-29,"set_[100, 200, 250]__x100_2_200_1_250_1",0.1682872341000523,0.16496201748507502,0.1366062210154193,0.9879639190798002,1.2075732441676656,-0.16839502777157483,5.981980542831378,2.175104374224845,1.175104374224845
2015-08-31_2020-08-29,"set_[100, 200, 250]__x100_1_200_2_250_1",0.1621187703030802,0.1595793890517172,0.13595414131547454,0.9531110108005826,1.1737736527011817,-0.19136850415942544,5.438524809709341,2.1183301560483,1.1183301560482999
2015-08-31_2020-08-29,"set_[100, 200, 250]__x100_1_200_1_250_2",0.15688984692718178,0.15503168763849282,0.13568888333830564,0.9214585938242131,1.1425526087642777,-0.1913685041594255,6.029550745125686,2.0711372967523847,1.0711372967523847
2015-08-31_2020-08-29,"set_[100, 200, 250]__x100_2_200_2_250_1",0.16689505181847664,0.16401036259655977,0.1383553401501909,0.9685955197037249,1.1854284946176938,-0.19119099379661605,5.516085061416193,2.1621857061434633,1.1621857061434633
2015-08-31_2020-08-29,"set_[100, 200, 250]__x100_2_200_1_250_2",0.16164463768732595,0.1594626611833354,0.13809527407741296,0.9374879918827759,1.1547293145885964,-0.1911909937966163,6.140856125602386,2.1140158184088538,1.1140158184088538
