Date,A_original_cefs_ief,B_original_cefs_bil,B2_original_cefs_sgov,C_etfs_ief,D_etfs_bil,D2_etfs_sgov,E_original_cefs_6m_ief,F_original_cefs_12m_ief,G_original_cefs_3_6_12m_ief,SPY_buy_hold,CEF_equal_weight_buy_hold,ETF_equal_weight_buy_hold
2020-07-31,,,,,,,,,,1.0588920550898915,0.9997412033736544,1.0154224415937778
2020-08-31,,,,,,,,,,1.1327997551483964,1.035286846862213,1.0300935974303917
2020-09-30,,,,,,,,,,1.0903837068796167,0.9831145321061936,0.9762944330926877
2020-10-31,,,,,,,,,,1.063196517054714,0.9859828465756932,0.9515895664924662
2020-11-30,,,,,,,,,,1.178847417817167,1.1521863381609123,1.0709463485137487
2020-12-31,,,,,,,,,,1.2225220059089366,1.1829277508528429,1.101988644732808
2021-01-31,,,,,,,1.0247491669,,,1.210063740512323,1.2122042271944713,1.1105408676473134
2021-02-28,1.0403097071,1.0403097071,1.0403097071,1.0677641131,1.0677641131,1.0677641131,1.066056505668708,,,1.2437099875467856,1.2610678245613138,1.1857956845503246
2021-03-31,1.0930070671976335,1.0930070671976335,1.0930070671976335,1.0951983076860876,1.1015374330567738,1.101566642598299,1.1200580815265873,,,1.3001736228279415,1.3249477872335857,1.2250173969640592
2021-04-30,1.1520104819839694,1.1520104819839694,1.1520104819839694,1.1351311403437827,1.141701401236545,1.1417316758086913,1.1805217816731401,,,1.3689666712089164,1.396471976037773,1.2696836591568053
2021-05-31,1.197071318533486,1.197071318533486,1.197071318533486,1.1564676274881383,1.163161386258891,1.1631922298868904,1.2266978363870742,,,1.3779553816413743,1.4510949126426482,1.2935492620696902
2021-06-30,1.2437398038319318,1.2437398038319318,1.2437398038319318,1.1838258091908154,1.1906779200540705,1.1907094933398303,1.2745213278171414,,,1.4088595142429612,1.50766664784803,1.3241503398360248
2021-07-31,1.2325122715976433,1.2325122715976433,1.2325122715976433,1.1808826533222319,1.1877177288833818,1.1877492236735552,1.2630159235137113,0.9909727644,0.9909727644,1.4432530831055403,1.494056585818862,1.3208583176535855
2021-08-31,1.2488391378352688,1.2488391378352688,1.2488391378352688,1.1895353866286682,1.196420545139037,1.1964522707023693,1.2797468660888058,1.004100000649353,1.004100000649353,1.4862038845259893,1.5138480821198055,1.3305367008482951
2021-09-30,1.2002999114936406,1.2002999114936406,1.2002999114936406,1.1832437155700923,1.1900924572129847,1.1901240149739876,1.2300063343332517,0.9650731670688243,0.9650731670688243,1.4169390583444061,1.4550086266884927,1.3234992478885244
2021-10-31,1.2840692414165022,1.2840692414165022,1.2840692414165022,1.2555086101501212,1.2627756287602325,1.2628091138657394,1.3158488853834756,1.0324259442853856,1.0324259442853856,1.5163563966406846,1.5565541625290085,1.4043300457468035
2021-11-30,1.217859292107005,1.217859292107005,1.217859292107005,1.2329166915423952,1.2400529457024398,1.2400858282690457,1.248000294988077,0.9791913777743629,0.9791913777743629,1.5041724931404157,1.476294182145972,1.379060199021036
2021-12-31,1.2656687096960288,1.2672641998745702,1.2673037480282923,1.2862612204849002,1.293706238504817,1.2937405437993639,1.2945548567153133,1.026053064387089,1.026053064387089,1.5737374731709963,1.546945984131886,1.4387279099777242
2022-01-31,1.2075940278495103,1.2225052234165594,1.2225433747543046,1.2948501762762215,1.3023449080942535,1.3023794424609776,1.235154746038118,1.0031004802980807,1.0031004802980807,1.4907364978053201,1.5123411386122758,1.4483349557226861
2022-02-28,1.2018236465387435,1.218388587078095,1.2186033729690369,1.2959207218871915,1.304340476740898,1.3044692172017582,1.2292526682718543,0.9856459257672738,0.9983072533270588,1.4467344593813287,1.4860254888286697,1.4487099486870683
2022-03-31,1.217063188731666,1.2588571403017492,1.2589694390941641,1.286706322393637,1.3352421173637952,1.3351978898332544,1.21130859676161,1.01399415871195,1.0109661368100007,1.5011176512816238,1.5287651741034258,1.509481672190928
2022-04-30,1.1776152778256732,1.257872346054091,1.258352139813921,1.2404734572395888,1.3294991255185702,1.329844927544596,1.1608706328378786,0.9600829002878424,0.9688702797568438,1.3693659091426884,1.4423324214487205,1.4450684771741726
2022-05-31,1.1851186748422502,1.262203913503601,1.2627621028389144,1.2795051139724718,1.3674390519017872,1.3678758256013537,1.1797985094009733,0.9662002488866033,0.9846676102621884,1.3724568597351938,1.4529790883547462,1.492147214772126
2022-06-30,1.1447330767992123,1.2281011038943692,1.2286751392549817,1.216604742882786,1.3098683310887154,1.310320218002617,1.139594208022645,0.9180398114873026,0.9511128354044379,1.2592837058909248,1.3388204619345296,1.3644555612461715
2022-07-31,1.2030454598929425,1.2637152087812125,1.2644247977831518,1.2730168757666902,1.3418659289420543,1.3424556629314166,1.1976448185766968,0.9648045029841424,0.9995622574990137,1.3752477639451712,1.4752149644403327,1.4659175434343499
2022-08-31,1.1672835182146413,1.2645122286557868,1.2654335212415835,1.2446630756620276,1.3527135121909086,1.3535323067593714,1.1620434173153755,0.9312976120270943,0.9648482574469733,1.3191350066865635,1.426360023862489,1.4297100384036705
2022-09-30,1.100368165730453,1.2388886973532718,1.240087253774489,1.1707195678307247,1.3224853489958348,1.3236023816926907,1.095428457317893,0.8779103183627484,0.9095376493270468,1.1971865708180387,1.2385778132892418,1.3064686642692402
2022-10-31,1.114858331790124,1.2701870565727922,1.271771418995916,1.2310204995112592,1.4065985416958553,1.4081660902314317,1.0795001714837695,0.8894710547551269,0.9215148693037106,1.294488109265028,1.3129761324790326,1.4232341256091012
2022-11-30,1.1500837872910965,1.27891093918337,1.2803690719743817,1.2683035243976866,1.4144165718197397,1.415841016887304,1.1136084381303808,0.9175750946723513,0.9506313768424042,1.3664510960935077,1.4025848362205455,1.486665728659526
2022-12-31,1.1219818534901236,1.265412202397078,1.2670256083827511,1.234811217744148,1.383609780023026,1.3850661068215453,1.0970374164978793,0.8951544372795198,0.9274029996438382,1.2877048257173278,1.303934259402291,1.4342267441443346
2023-01-31,1.1621612220524224,1.2690095299990454,1.2710744243177579,1.2732094752607992,1.4038275445186426,1.4055494199663294,1.150122348286337,0.9384703821401938,0.9722794316015254,1.3686851090591223,1.4362477282949133,1.5129931316123666
2023-02-28,1.1160891513999864,1.2187016246797837,1.2206846594809557,1.2172382763835596,1.3421142819249088,1.3437604624967743,1.116525781634085,0.9110564441433228,0.9438778873857426,1.3342725186314617,1.379309925221243,1.4464808717254036
2023-03-31,1.1387817912098275,1.2131168384443538,1.215349534497886,1.2625326198554792,1.347470581376174,1.3495031143433416,1.13922729913315,0.9295803010479847,0.963069079143185,1.3837446003472456,1.3785904819256873,1.4608203767309746
2023-04-30,1.1492191279746033,1.2201256416014523,1.2221726901808019,1.2720664671437327,1.3546024871439877,1.3564988025931337,1.139899053737825,0.9343352742151242,0.9689754338781594,1.4058500232342506,1.3794033790174025,1.4771847153701465
2023-05-31,1.1220707696355927,1.196834001798812,1.1989827903066632,1.2350198874096818,1.3212936503485964,1.3232996306030638,1.125495466207127,0.920896395660927,0.9596128714392871,1.412339493454647,1.336723497158525,1.4248461473016947
2023-06-30,1.137612619553823,1.2236796097356897,1.2259402081176565,1.24899497564372,1.347580992587056,1.3496970891302664,1.1113675136299,0.90933670395441,0.9665619315583299,1.5038587985162748,1.3990929125187772,1.4945911594200947
2023-07-31,1.1471100962510743,1.243419202795083,1.2459017401544994,1.2531113007499992,1.3625100977306717,1.3648538330107438,1.1595829000214943,0.9351666972888886,0.994017425371504,1.5530849969501015,1.4597909305320054,1.543575513287872
2023-08-31,1.122870646674941,1.217144656727841,1.2195747358800277,1.240304649619734,1.3527669432116998,1.3550747994257866,1.1529216134348443,0.9312358123565709,0.9898391669591998,1.5278442398187342,1.4289442587582644,1.5276290692488068
2023-09-30,1.085868444234103,1.1985663783130118,1.2011477956880423,1.2135830301264667,1.347552023804808,1.3500603493312433,1.1149291349022004,0.9005485945982183,0.9572207800166318,1.4553715395259526,1.3382430886788126,1.4812026037070263
2023-10-31,1.0527265174969047,1.1761199046480824,1.178712593203507,1.1778456428789845,1.3237617020411643,1.3262927505958202,1.0809002431867227,0.8730628381938021,0.9280053247457026,1.4237776871238406,1.2616160399175742,1.4338246993351398
2023-11-30,1.1006725891251032,1.1816266220046825,1.184084747703328,1.231490222569743,1.3299596938546043,1.3323375231801438,1.1505431264234913,0.9293146650223666,0.9702710120178368,1.5538310291805855,1.4367732386474157,1.5277696971602202
2023-12-31,1.1403437882853606,1.204454367340392,1.2070220021824558,1.2803875141184053,1.3494038784044906,1.3519211510000728,1.2072982130807657,0.9658808145140585,1.0052421877675484,1.624771472552849,1.5042699569516167,1.5901934513684564
2024-01-31,1.1458020660646926,1.210219511656527,1.2127994365328312,1.267798261117423,1.3361360304768748,1.338628552298782,1.2089140746516227,0.9671735603106573,1.006587615270893,1.6506485386494563,1.5114701744402232,1.5745580695103076
2024-02-29,1.1952942963063529,1.2624942146683409,1.2651855778460461,1.283329981419697,1.3609460516486762,1.3634933788713917,1.230818736937489,0.9846980565959115,1.0500665611454574,1.7367905439823725,1.5767572184394696,1.6149298155167198
2024-03-31,1.243445981049884,1.3133530061836156,1.3161527892472549,1.3021298946514372,1.3797838281265902,1.3823957955958401,1.280401501601042,1.0192956004539382,1.0923678372146612,1.7935870029192196,1.6402758988990405,1.6779642688045018
2024-04-30,1.1918968686345717,1.2589057822683603,1.2615894956883755,1.2498869377554374,1.3367120829025338,1.339265724976627,1.2273203368792438,0.974429848026545,1.0470819194525522,1.7212703439399877,1.5722755451289896,1.6198243159531949
2024-05-31,1.243833468248638,1.3137622780660274,1.316562933608337,1.2758723674160244,1.3555279716809983,1.3582468852433518,1.2808005050146982,1.0125286303705021,1.0927082448879357,1.8083314025191004,1.6407870478363797,1.6561300277242472
2024-06-30,1.307499562948063,1.3810077058045616,1.3839517139784965,1.2918880680243314,1.37254356878543,1.3752966121766805,1.3463587717159098,1.0532517617547275,1.1486389368766572,1.8721299467353196,1.7247713641975677,1.6769190057965868
2024-07-31,1.3404040965569641,1.4157621453145368,1.4187802423972937,1.3218128427303444,1.3875471885540571,1.3903096896934644,1.3613525397991482,1.0797578952750715,1.1614307916130855,1.894799568586606,1.7681769598960941,1.7302366133766613
2024-08-31,1.404789309276042,1.4837671201723712,1.486930189076073,1.344390757902173,1.4081812294904006,1.4110196359163232,1.4267439938283997,1.1316231812369417,1.2172191682441156,1.939072959845799,1.853109891630409,1.7549924377331017
2024-09-30,1.4524475253719293,1.5341047000373473,1.5373750777170654,1.3569422783897653,1.417947764051583,1.4208077164401107,1.4751470341436945,1.1700140927810359,1.2585139686623577,1.9798023218775513,1.9159776192618188,1.770328350755184
2024-10-31,1.440745665469089,1.5217449569398962,1.5249889863345512,1.3268920325613136,1.3999538050100069,1.4028273372458486,1.4632622922662077,1.1605876999104456,1.248374563355248,1.9621352641762249,1.9005412600707963,1.750097514082047
2024-11-30,1.5538551304254038,1.6412134807777938,1.6447121910907583,1.3675757846486538,1.4383264965267264,1.4414411160109364,1.5781394832484854,1.251702639152001,1.34638143737226,2.0791443261787896,2.0497481674971985,1.836384915884505
