Date,A_original_cefs_ief,B_original_cefs_bil,B2_original_cefs_sgov,C_etfs_ief,D_etfs_bil,D2_etfs_sgov,E_original_cefs_6m_ief,F_original_cefs_12m_ief,G_original_cefs_3_6_12m_ief,SPY_buy_hold,CEF_equal_weight_buy_hold,ETF_equal_weight_buy_hold
2023-09-30,-0.15435366784719262,-0.06658742406224849,-0.06457708280356156,-0.0635360561569076,-0.04727358922902469,-0.046460490105504904,-0.15269211587523712,-0.12773540844951237,-0.07284315614599224,-0.07521326502224213,-0.1402527962762924,-0.04040807141853986
2023-10-31,-0.1801637454257492,-0.08406815869939943,-0.08204903973618483,-0.09111288755091407,-0.06409347259127629,-0.06324740223189296,-0.17855290588955597,-0.15435790525575166,-0.10114102625729715,-0.09528894660238019,-0.18948143900899284,-0.07110168113444537
2023-11-30,-0.1428245817095406,-0.07977966927921398,-0.07786534439753245,-0.04971793276337244,-0.059711459585400695,-0.058978015689036045,-0.12562670440064205,-0.0998728091189045,-0.06020279964057906,-0.012649151672229353,-0.07695262186506824,-0.010239742721743994
2023-12-31,-0.1119296752039578,-0.062002010100548954,-0.06000240232298759,-0.011986233036050176,-0.04596431822882696,-0.04514621707157318,-0.0824947860719395,-0.06445511190382536,-0.026329981988832185,0.0,-0.033589711708099546,0.0
2024-01-31,-0.10767890927695012,-0.05751226443093438,-0.05550308549175342,-0.021700757071632437,-0.05534475691426033,-0.0545346996361723,-0.08126678672580934,-0.06320296805394021,-0.02502681103425497,0.0,-0.028963970014082352,-0.009832377214667565
2024-02-29,-0.06913563711892867,-0.01680207425914293,-0.01470611004561162,-0.009715671842301599,-0.037803940675179004,-0.03697282208351149,-0.0646199950393288,-0.04622887283456434,0.0,0.0,0.0,0.0
2024-03-31,-0.03163634721271369,0.0,0.0,0.0,-0.02448553303401435,-0.023622158768215606,-0.02693879531014931,-0.012717952221295459,0.0,0.0,0.0,0.0
2024-04-30,-0.07178146614605607,-0.041456656100000044,-0.041456656100000044,-0.04012115620000001,-0.05493748480140748,-0.05408466840367854,-0.0672786590372283,-0.05617458238032147,-0.041456656100000044,-0.040319571262241616,-0.04145665605139537,-0.03464910065857951
2024-05-31,-0.03133458217835561,0.0,0.0,-0.020165059832561227,-0.04163455187956222,-0.040678388997778536,-0.026635566407432254,-0.01927238851853519,0.0,0.0,0.0,-0.013012339706024112
2024-06-30,0.0,0.0,0.0,-0.007865441588565503,-0.029604434696658966,-0.02863626934594632,0.0,0.0,0.0,0.0,0.0,-0.0006229352003184196
2024-07-31,0.0,0.0,0.0,0.0,-0.01899679613560612,-0.01803262293528518,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-31,0.0,0.0,0.0,0.0,-0.004408420018238934,-0.003405312399820448,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-31,-0.008056649000000027,-0.008056648999999916,-0.008056649000000027,-0.022145559399999848,-0.012690142399999882,-0.012655040499999992,-0.008056649000000027,-0.008056649000000027,-0.008056648999999916,-0.008923647328876738,-0.008056649010842687,-0.011427731281887343
2024-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-31,-0.06299685090000007,-0.06299685089999996,-0.06299685089999996,-0.05423998740000002,-0.05423998740000002,-0.05423998740000002,-0.06299685089999996,-0.06299685089999996,-0.06299685089999996,-0.02406006705359498,-0.06299685092707441,-0.0542399873775854
2025-01-31,-0.036465845013134435,-0.03771478822310892,-0.03767315885980016,-0.04351672100528203,-0.04540764406676212,-0.045344616444274455,-0.01686429730673822,-0.01686429730673833,-0.02754843917122818,0.0,-0.016864297308051723,-0.03854538568511512
2025-02-28,-0.03886853690682934,-0.04011436572204086,-0.04007284016671153,-0.024316303687702212,-0.03806276409992482,-0.037960329271999216,-0.019315868090230892,-0.019315868090231003,-0.029973367722148314,-0.012694735180784789,-0.019315868094472388,-0.02029747612514743
2025-03-31,-0.06674133309340946,-0.06795103289403437,-0.06791071157910777,-0.03540536326915733,-0.04910310485314229,-0.04896675885221757,-0.02841143068245877,-0.047755691342052375,-0.058104123664755813,-0.06770669845181498,-0.04775569134037738,-0.036192234361517084
2025-04-30,-0.0774855611291605,-0.08368572958222797,-0.08347403469653825,-0.06118248483663491,-0.07961977249416319,-0.07931225114279172,-0.039596935318893745,-0.07377781335392553,-0.08553137392259513,-0.07578993950540802,-0.07377781330700395,-0.07854518193711546
2025-05-31,-0.08892102502101074,-0.0803576961277217,-0.08023213296352749,-0.07282004121876362,-0.07627697157215096,-0.07605562850298053,-0.03853824604517786,-0.04008136495593784,-0.053707791114461445,-0.017707910509884406,-0.04008136488172398,-0.059850874380873775
2025-06-30,-0.05544503194883532,-0.0523939211681117,-0.05225486190248951,-0.049769409508215734,-0.06209135979575353,-0.061852034578140924,-0.012052161953066465,-0.01010952006383925,-0.01893794975176688,0.0,-0.010109519945540879,-0.032656759579592465
2025-07-31,-0.055877693947401275,-0.046072917567321126,-0.04579674295325986,-0.048530742598479004,-0.05418282053826906,-0.053806668633608834,-0.015456118248406647,-0.013520169696452533,-0.022318181190567943,0.0,-0.02102387709040432,-0.02078966672806226
2025-08-31,-0.04096024428667522,-0.034046896967733886,-0.03374374445472217,-0.022783568320540515,-0.031609042964521494,-0.03120061448870548,-0.002260329175933218,0.0,-0.009870644732099976,0.0,-0.00302604440297638,0.0
2025-09-30,-0.03090771424245642,-0.025471507652793157,-0.02522105179353984,-0.013127301090769872,-0.022816741987966127,-0.022432372128213918,0.0,0.0,-0.0012336701261377314,0.0,0.0,0.0
2025-10-31,-0.015091062621925166,-0.012198980000716508,-0.011837898404817193,-0.0148779646058107,-0.025430223888309067,-0.025011041563638314,0.0,0.0,0.0,0.0,-0.004798522531197502,-0.0005460601724953662
2025-11-30,-0.010314583924662668,-0.01086857985417089,-0.010460994715881244,-0.009013643167240404,-0.02304247618718025,-0.022576863070244535,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-31,-0.01345688015138835,-0.011297998104779272,-0.010865758224450128,-0.01450238848215435,-0.028453520440943292,-0.027990486200897835,-0.003175045500000029,0.0,-0.005928652299999948,0.0,-0.00920442206775296,-0.005538668875664676
2026-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008641958340223965,0.0,0.0
2026-03-31,-0.03979568670000011,-0.03979568669999989,-0.0397956867,-0.008169885500000085,-0.008169885499999974,-0.008169885499999974,-0.0397956867,-0.0398937855,-0.0397956867,-0.05759478882587643,-0.03979568674500056,-0.008169885497415486
2026-04-30,-0.013707417530204435,-0.012652978093453893,-0.012621845100942553,-0.012476315054539944,-0.010297977121286661,-0.010233660310583703,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-31,-0.006176051765302781,-0.004283163535194867,-0.004302401056303307,-0.01505202735963651,-0.012046993381648274,-0.012033547133079914,0.0,0.0,0.0,0.0,0.0,-0.0017908919527475087
