Year,SMA100_CAGR,SMA100_AnnReturn,SMA100_AnnVol,SMA100_Sharpe,SMA100_MaxDD,SMA100_UlcerIndex,SMA100_TotalReturn,SMA150_CAGR,SMA150_AnnReturn,SMA150_AnnVol,SMA150_Sharpe,SMA150_MaxDD,SMA150_UlcerIndex,SMA150_TotalReturn,SMA200_CAGR,SMA200_AnnReturn,SMA200_AnnVol,SMA200_Sharpe,SMA200_MaxDD,SMA200_UlcerIndex,SMA200_TotalReturn,BAH_CAGR,BAH_AnnReturn,BAH_AnnVol,BAH_Sharpe,BAH_MaxDD,BAH_UlcerIndex,BAH_TotalReturn
2010,0.07474466469822083,0.07862119047111316,0.11402059175659278,0.6895350152098049,-0.11488588800872812,6.795316975813828,0.07474466469822083,0.05409961823172038,0.0601923118182347,0.12220314391513311,0.49255943742361236,-0.14870218390361378,9.433978167251581,0.05409961823172038,-0.005228496465858212,0.004892419690985639,0.14209586521737258,0.03443041557543853,-0.2049597173479586,12.934650005353864,-0.005228496465858212,0.15056137556004723,0.15631090381853885,0.1789391382087643,0.8735422858479088,-0.15699632505106842,6.589267478659019,0.15056137556004723
2011,-0.012350683037456345,-0.003973792420314148,0.12986832100093715,-0.03059862782306605,-0.13123128748544166,5.9101860628481155,-0.012350683037456345,-0.10136665489326735,-0.10039703678278089,0.11334089674102522,-0.8857970923962247,-0.1856130167170037,8.681796280137345,-0.10136665489326735,-0.09114441179305699,-0.08869117580600272,0.1167809231673731,-0.7594663015198851,-0.1703674365756902,7.34403198375275,-0.09114441179305699,0.018950004708936374,0.04527776113611803,0.22971283926715413,0.19710592268401841,-0.1860545618236752,7.529444466815382,0.018950004708936374
2012,0.05134347852350363,0.05513580075085075,0.10062307904041688,0.5479438840139702,-0.09318821620187401,4.901450518330868,0.05092578724404362,0.10759661723595393,0.10916869140675989,0.11799645085406774,0.9251862290483162,-0.09891753533487813,4.468436126821035,0.10669866380150128,0.1343598925226488,0.13396785969843258,0.12547947241814125,1.0676476169106375,-0.0968696818421746,3.631918255556337,0.13322548335762052,0.16128084028638323,0.15764030483045782,0.12711437399042683,1.2401453893981333,-0.0968696818421746,3.333414780716905,0.15990357149287404
2013,0.3183957424333763,0.2826756698477346,0.11049803600473664,2.558196326997318,-0.0555057089721922,1.5831321085809498,0.3183957424333763,0.3230777321269518,0.28622694777050217,0.11051882350109409,2.589847943573781,-0.0555057089721922,1.553689178429048,0.3230777321269518,0.3230777321269518,0.28622694777050217,0.11051882350109409,2.589847943573781,-0.0555057089721922,1.553689178429048,0.3230777321269518,0.3230777321269518,0.28622694777050217,0.11051882350109409,2.589847943573781,-0.0555057089721922,1.553689178429048,0.3230777321269518
2014,0.03336353725910102,0.03795639902512116,0.10119664000179106,0.3750756845726239,-0.06871322482894338,2.649753871763745,0.03336353725910102,0.11399949084177652,0.11382490750369101,0.10802005780920718,1.053738627919796,-0.05822320359723776,1.8614549856264573,0.11399949084177652,0.11740645382085702,0.11720866147438225,0.1110295252468559,1.0556530905971908,-0.06705966690813059,1.953488068713201,0.11740645382085702,0.13463775343585582,0.13265236272093384,0.11222709977351278,1.1819993832919284,-0.0727344825476951,1.8616283691615032,0.13463775343585582
2015,-0.07718870876649642,-0.07469569698734202,0.10601318913189338,-0.7045887176774904,-0.1026352503925807,4.422995349587113,-0.07718870876649642,-0.06980157746755289,-0.06618693297230627,0.11095161010330255,-0.5965387335134866,-0.11007986066919684,4.950856845470726,-0.06980157746755289,-0.04363192755062717,-0.038595447362246516,0.10962771417331038,-0.3520592183581516,-0.0839125666857683,2.905184101395849,-0.04363192755062717,0.012342853068065374,0.024146515618267972,0.1540123149583877,0.15678301845402473,-0.11910235693121995,3.504014862087226,0.012342853068065374
2016,0.07525160459854763,0.07701189356717453,0.09411979532678842,0.8182326927059876,-0.055243141688006925,1.4676395321203481,0.07525160459854763,0.08815044347109846,0.08894294399781832,0.094151569771724,0.9446782906909116,-0.055243141688006814,1.3940489273186647,0.08815044347109846,0.10615936251606906,0.10530728033124581,0.09358577529354971,1.1252487891555032,-0.055243141688006925,1.3359182515879542,0.10615936251606906,0.11997889986257437,0.12184689382248559,0.13035349600285617,0.9347420480369457,-0.0918752643203693,2.5002686035154036,0.11997889986257437
2017,0.21800682156612528,0.1995587973649619,0.06730346842214181,2.965059632785732,-0.026100718928836697,0.7582519551945429,0.2170539795698132,0.21800682156612528,0.1995587973649619,0.06730346842214181,2.965059632785732,-0.026100718928836697,0.7582519551945429,0.2170539795698132,0.21800682156612528,0.1995587973649619,0.06730346842214181,2.965059632785732,-0.026100718928836697,0.7582519551945429,0.2170539795698132,0.21800682156612528,0.1995587973649619,0.06730346842214181,2.965059632785732,-0.026100718928836697,0.7582519551945429,0.2170539795698132
2018,-0.024591739795909562,-0.019331057337413173,0.10498160532503541,-0.18413756655332086,-0.12320436618520592,8.57496884836965,-0.02449535863219332,-0.14824381652340013,-0.15219398746320123,0.12751625971016675,-1.1935261260730576,-0.2063491372118259,12.314711963148937,-0.14770130848326368,-0.007105656219897449,0.002567792136915536,0.1387971207737595,0.018500327114861836,-0.10506685349757883,5.575994597645167,-0.007077559191259852,-0.04586784030202018,-0.032446084142494835,0.17002855838393696,-0.19082726131941433,-0.19348908217569105,5.781955208863719,-0.045690048150577534
2019,0.037268061763594984,0.04192081168529027,0.1029149007095391,0.4073347143734325,-0.15470445463636207,7.0560548130498235,0.037268061763594984,0.19490075506887505,0.18440406226416373,0.11183790191390597,1.6488512311874375,-0.06618361229232661,1.9238221344299904,0.19490075506887505,0.16618721606207432,0.15989958624502731,0.11032679411671503,1.4493268613956922,-0.06380303415306787,2.0792381717324315,0.16618721606207432,0.3122389750507193,0.27969393373873586,0.12486030594290332,2.240054848709369,-0.06618361229232739,1.9398993970603864,0.3122389750507193
2020,0.20941240174651465,0.202618690662752,0.15684304707959057,1.2918563776686411,-0.09440451881221357,4.836059363981062,0.21032525072494868,0.08247907804698817,0.09366462715986464,0.16874971423815355,0.5550505823534455,-0.18219123151982175,11.253795833304894,0.08281957062629353,0.0985211374571544,0.1084848016429378,0.16936672268547792,0.6405319765465336,-0.1742476672579374,10.733494478571602,0.09893082644971996,0.1825291823193278,0.22380367397940343,0.3333189445520322,0.6714400055484003,-0.33717266516773636,10.160854416729867,0.18331618037266595
2021,0.2545551242710844,0.2351863685413762,0.12881132854986868,1.8258205329380244,-0.062285267359753815,1.7694044447343404,0.2545551242710844,0.2872877567154628,0.26107310854001997,0.12962954045732614,2.0139939370221316,-0.051141394065530754,1.4747276067468222,0.2872877567154628,0.2872877567154628,0.26107310854001997,0.12962954045732614,2.0139939370221316,-0.051141394065530754,1.4747276067468222,0.2872877567154628,0.2872877567154628,0.26107310854001997,0.12962954045732614,2.0139939370221316,-0.051141394065530754,1.4747276067468222,0.2872877567154628
2022,-0.16657895593671312,-0.1766449689318404,0.10449639384589858,-1.6904408126498578,-0.1707772432152561,11.57081209658933,-0.1659761074261218,-0.14609017529570212,-0.15339726332212938,0.09444906792154875,-1.6241268092718941,-0.1504735505407392,10.692203105883438,-0.14555485793740308,-0.14940202652156165,-0.15858386930363122,0.07949926827709143,-1.9947840117332107,-0.15375535152460362,12.151038421964644,-0.14885566029578057,-0.1824073205265211,-0.17202511981530202,0.24194625436895126,-0.7110055093185103,-0.2449639241632724,15.057536867345473,-0.18175366326569942
2023,0.18253465984110062,0.1740077034040407,0.11220608139296055,1.550786742071873,-0.07569074066684311,3.534850068828083,0.18096218293434396,0.18793719269610887,0.17934957390325962,0.11894785126491664,1.5078000316610873,-0.08286410327437621,3.8375056402603347,0.18631461464645738,0.15525228375641342,0.15174297100585762,0.12151655813790038,1.2487431616821756,-0.09061764205358336,3.886820781879894,0.15392983044567243,0.2641068503716675,0.2429825210457477,0.1304936192778116,1.8620260698605902,-0.0997430539432993,3.249082736478515,0.2617577385889025
2024,0.21763427600407104,0.2045631313603078,0.12294475041226284,1.6638622688187923,-0.08405625599525401,2.3816027521075744,0.21763427600407104,0.2488647431981672,0.23021604107239013,0.12544017013725717,1.8352656953548991,-0.08405625599525401,1.9189400565197479,0.2488647431981672,0.2488647431981672,0.23021604107239013,0.12544017013725717,1.8352656953548991,-0.08405625599525401,1.9189400565197479,0.2488647431981672,0.2488647431981672,0.23021604107239013,0.12544017013725717,1.8352656953548991,-0.08405625599525401,1.9189400565197479,0.2488647431981672
2025,0.18055549637939428,0.17036178971471327,0.092956692050502,1.8327006475462597,-0.06845103127759489,3.7187047610072614,0.13555724980372852,0.1586673368331033,0.15210494138779604,0.09786046739379148,1.5543042603273522,-0.08170769152119683,4.5111278574859455,0.11939739438737473,0.1283211322313187,0.126229675978483,0.10448475053302896,1.208115780862971,-0.10018451635331271,5.587116356214485,0.09687416362234047,0.2072925103811396,0.21012474837634534,0.20954512756081217,1.0027660906377551,-0.18755238565161536,5.323529416314322,0.15520215671367144
